site_a	site_b	geographic_distance_km	compartment	compartment_label	aitchison_dissimilarity
1	47	819.5350219	Surface	Surface	32.93302677
1	48	843.2164368	Surface	Surface	39.32672438
1	49	864.7013877	Surface	Surface	32.22117021
1	50	878.9351544	Surface	Surface	33.78294083
1	51	888.4684542	Surface	Surface	37.3652222
1	52	907.9238235	Surface	Surface	43.04355798
1	53	917.3740007	Surface	Surface	38.50172596
1	54	939.8353911	Surface	Surface	45.97593554
1	55	943.5396347	Surface	Surface	47.8017571
1	56	964.4485269	Surface	Surface	37.10885781
1	57	982.5793282	Surface	Surface	46.13086021
1	58	999.3262151	Surface	Surface	42.50659541
1	59	1003.546557	Surface	Surface	41.33475982
1	60	1014.391542	Surface	Surface	37.52622089
2	3	18.15173038	Surface	Surface	25.56266128
2	4	37.53608796	Surface	Surface	19.03318008
2	5	48.84550602	Surface	Surface	19.00469715
2	6	63.76453397	Surface	Surface	23.31638186
2	7	77.45644003	Surface	Surface	29.09215897
2	8	92.89932418	Surface	Surface	31.18591679
2	9	112.9206711	Surface	Surface	31.52187841
2	10	129.3301654	Surface	Surface	28.09353875
2	11	147.7769345	Surface	Surface	29.32893119
2	12	168.8761075	Surface	Surface	24.64097271
2	13	192.4089677	Surface	Surface	28.82413419
2	14	217.9964245	Surface	Surface	34.98952317
2	15	237.5409349	Surface	Surface	25.81822104
2	16	253.602577	Surface	Surface	30.02403406
2	17	274.9169517	Surface	Surface	33.24865201
2	18	298.6273716	Surface	Surface	32.69876407
2	19	320.2616159	Surface	Surface	32.79206185
2	20	340.3809717	Surface	Surface	28.74211362
2	21	347.4557267	Surface	Surface	29.80001533
2	22	364.9787435	Surface	Surface	28.32838691
2	23	380.4381739	Surface	Surface	29.3393586
2	24	394.3928449	Surface	Surface	32.39688447
2	25	400.1493405	Surface	Surface	34.17658983
2	26	414.090173	Surface	Surface	33.185983
2	27	427.4936096	Surface	Surface	32.50964178
2	28	446.2918716	Surface	Surface	30.51966501
2	29	466.6205986	Surface	Surface	37.92541709
2	30	478.6379946	Surface	Surface	35.70442313
2	31	500.3755507	Surface	Surface	43.33616611
2	32	521.2634224	Surface	Surface	48.34813081
2	33	542.796405	Surface	Surface	35.57346345
2	34	565.0835499	Surface	Surface	39.19358553
2	35	587.6269677	Surface	Surface	33.03755872
2	36	631.1821728	Surface	Surface	33.83450141
2	37	652.3389769	Surface	Surface	35.06580695
2	38	655.0883977	Surface	Surface	35.99126638
2	39	679.4459715	Surface	Surface	37.20955642
2	40	703.6158437	Surface	Surface	38.36097284
2	41	715.7622282	Surface	Surface	46.96088497
2	42	734.3105746	Surface	Surface	37.28006531
2	43	744.8329747	Surface	Surface	35.34229397
2	44	763.9077107	Surface	Surface	37.32644291
2	45	769.6946918	Surface	Surface	35.29616288
2	46	790.1489392	Surface	Surface	36.06432223
2	47	810.3983647	Surface	Surface	33.10254232
2	48	834.0872347	Surface	Surface	37.08272973
2	49	855.5494089	Surface	Surface	32.57015421
2	50	869.7585149	Surface	Surface	32.9119091
2	51	879.2553406	Surface	Surface	38.65500759
2	52	898.7079712	Surface	Surface	41.61100232
2	53	908.1610059	Surface	Surface	37.93088344
2	54	930.6086647	Surface	Surface	44.06676051
2	55	934.3252667	Surface	Surface	46.82171674
2	56	955.2931882	Surface	Surface	36.5460372
2	57	973.4827732	Surface	Surface	45.80202165
2	58	990.2780369	Surface	Surface	41.49090653
2	59	994.506205	Surface	Surface	39.72054214
2	60	1005.334166	Surface	Surface	37.06689322
3	4	19.5304485	Surface	Surface	21.24011748
3	5	31.04949852	Surface	Surface	20.81531468
3	6	46.57962419	Surface	Surface	20.30981217
3	7	60.66194235	Surface	Surface	24.22088318
3	8	76.58614031	Surface	Surface	25.32302698
3	9	96.73500037	Surface	Surface	26.56789619
3	10	113.2625709	Surface	Surface	24.84214729
3	11	131.7186662	Surface	Surface	24.24151138
3	12	152.7891493	Surface	Surface	23.61768644
3	13	176.2274267	Surface	Surface	25.15916288
3	14	201.7547597	Surface	Surface	32.58426786
3	15	221.2917862	Surface	Surface	25.42909146
3	16	237.3331344	Surface	Surface	27.61971335
3	17	258.654176	Surface	Surface	29.00390985
3	18	282.3073104	Surface	Surface	27.21858543
3	19	303.8129465	Surface	Surface	29.77775222
3	20	323.8817721	Surface	Surface	24.27215843
3	21	330.9095758	Surface	Surface	26.30955818
3	22	348.3295069	Surface	Surface	23.86372008
3	23	363.7034797	Surface	Surface	26.35140047
3	24	377.6300017	Surface	Surface	28.14759485
3	25	383.39667	Surface	Surface	33.62690766
3	26	397.301644	Surface	Surface	29.33526493
3	27	410.6574455	Surface	Surface	33.82576176
3	28	429.4605894	Surface	Surface	29.659338
3	29	449.8406274	Surface	Surface	35.43501686
3	30	461.8865721	Surface	Surface	29.61109511
3	31	483.6594461	Surface	Surface	37.40041656
3	32	504.5918862	Surface	Surface	41.60144871
3	33	526.1827887	Surface	Surface	33.43965934
3	34	548.4961436	Surface	Surface	35.90390881
3	35	571.0638912	Surface	Surface	33.08662868
3	36	614.6636024	Surface	Surface	32.95748644
3	37	635.832055	Surface	Surface	33.70196926
3	38	638.5791672	Surface	Surface	32.1201576
3	39	662.9320384	Surface	Surface	35.29506745
3	40	687.112147	Surface	Surface	35.053286
3	41	699.294973	Surface	Surface	41.7394476
3	42	717.8652031	Surface	Surface	33.39586008
3	43	728.3952216	Surface	Surface	34.41606731
3	44	747.5090295	Surface	Surface	33.5973155
3	45	753.312693	Surface	Surface	33.76140923
3	46	773.8178889	Surface	Surface	32.78407831
3	47	794.1183585	Surface	Surface	29.56548879
3	48	817.8195269	Surface	Surface	38.64201926
3	49	839.2372512	Surface	Surface	31.20999937
3	50	853.3989402	Surface	Surface	30.46437161
3	51	862.8264222	Surface	Surface	32.82294978
3	52	882.2727498	Surface	Surface	38.41293768
3	53	891.7306307	Surface	Surface	32.66070851
3	54	914.1512086	Surface	Surface	39.23816546
3	55	917.8908769	Surface	Surface	43.43076175
3	56	938.9686929	Surface	Surface	33.15284388
3	57	957.2676898	Surface	Surface	40.48197912
3	58	974.1527769	Surface	Surface	38.58064867
3	59	978.3953824	Surface	Surface	36.49438526
3	60	989.1908481	Surface	Surface	31.83217195
4	5	11.65887821	Surface	Surface	16.95809651
4	6	27.77425278	Surface	Surface	19.46238097
4	7	42.13380236	Surface	Surface	23.5343042
4	8	58.42971527	Surface	Surface	24.80689431
4	9	78.54748239	Surface	Surface	24.74995241
4	10	95.10216756	Surface	Surface	20.10737518
4	11	113.4927702	Surface	Surface	22.68898932
4	12	134.4770813	Surface	Surface	17.49067596
4	13	157.7860579	Surface	Surface	22.99215531
4	14	183.2279232	Surface	Surface	27.57652988
4	15	202.7387605	Surface	Surface	19.18334042
4	16	218.7500534	Surface	Surface	20.272746
4	17	240.0612282	Surface	Surface	25.43911027
4	18	263.6557029	Surface	Surface	23.33549079
4	19	285.0534315	Surface	Surface	23.00716832
4	20	305.0774	Surface	Surface	19.8712432
4	21	312.0686086	Surface	Surface	21.6903159
4	22	329.4098983	Surface	Surface	22.96518828
4	23	344.7209102	Surface	Surface	23.01086466
4	24	358.6255041	Surface	Surface	24.32991518
4	25	364.3980167	Surface	Surface	25.28558116
4	26	378.2764414	Surface	Surface	23.87851733
4	27	391.5986264	Surface	Surface	25.68717747
4	28	410.4024053	Surface	Surface	21.84537256
4	29	430.8136326	Surface	Surface	28.8351909
4	30	442.8770482	Surface	Surface	25.81853228
4	31	464.6709274	Surface	Surface	34.09092276
4	32	485.6309864	Surface	Surface	38.89650158
4	33	507.2588839	Surface	Surface	26.35901871
4	34	529.5878432	Surface	Surface	29.05064166
4	35	552.1700687	Surface	Surface	26.0136033
4	36	595.7965051	Surface	Surface	25.99247683
4	37	616.9712507	Surface	Surface	25.87405764
4	38	619.7165502	Surface	Surface	27.40969816
4	39	644.064327	Surface	Surface	28.13413167
4	40	668.2497625	Surface	Surface	29.27855417
4	41	680.4568983	Surface	Surface	41.67283244
4	42	699.0410547	Surface	Surface	27.95225465
4	43	709.575679	Surface	Surface	28.71735648
4	44	728.7155019	Surface	Surface	29.07543194
4	45	734.53048	Surface	Surface	29.54085919
4	46	755.0702605	Surface	Surface	28.86144908
4	47	775.4056959	Surface	Surface	24.09981125
4	48	799.114215	Surface	Surface	32.68742378
4	49	820.4992152	Surface	Surface	25.57481516
4	50	834.6268466	Surface	Surface	26.09420322
4	51	844.0057008	Surface	Surface	30.56063051
4	52	863.446817	Surface	Surface	34.76069644
4	53	872.9076266	Surface	Surface	30.06481074
4	54	895.3086938	Surface	Surface	36.56499054
4	55	899.0640275	Surface	Surface	39.05613057
4	56	920.2172685	Surface	Surface	27.61359562
4	57	938.5928892	Surface	Surface	37.14651257
4	58	955.5417755	Surface	Surface	33.93988437
4	59	959.7946442	Surface	Surface	33.06386258
4	60	970.5661461	Surface	Surface	29.54269065
5	6	16.37101943	Surface	Surface	18.71611993
5	7	30.7716123	Surface	Surface	23.50546499
5	8	47.18296041	Surface	Surface	23.85413446
5	9	67.21821823	Surface	Surface	25.2366362
5	10	83.75467116	Surface	Surface	22.38785281
5	11	102.0965242	Surface	Surface	23.97564764
5	12	123.032847	Surface	Surface	20.17073743
5	13	146.2869526	Surface	Surface	21.99990846
5	14	171.695417	Surface	Surface	30.80851642
5	15	191.1951047	Surface	Surface	21.25345585
5	16	207.1956871	Surface	Surface	24.87615073
5	17	228.5018061	Surface	Surface	26.9911876
5	18	252.0789563	Surface	Surface	24.17029771
5	19	273.4499091	Surface	Surface	26.57803769
5	20	293.4635646	Surface	Surface	20.6254561
5	21	300.4473249	Surface	Surface	23.77271181
5	22	317.7743952	Surface	Surface	20.43943684
5	23	333.0760374	Surface	Surface	23.13824694
5	24	346.9777571	Surface	Surface	26.39221759
5	25	352.75091	Surface	Surface	29.04608533
5	26	366.626205	Surface	Surface	27.08791532
5	27	379.9450767	Surface	Surface	29.0035937
5	28	398.7488154	Surface	Surface	25.97059583
5	29	419.162866	Surface	Surface	33.72139388
5	30	431.2280742	Surface	Surface	29.29101074
5	31	453.0242522	Surface	Surface	36.72167061
5	32	473.9876753	Surface	Surface	42.43580673
5	33	495.6206138	Surface	Surface	32.67972878
5	34	517.9517591	Surface	Surface	33.45309773
5	35	540.5360778	Surface	Surface	29.44193881
5	36	584.1665563	Surface	Surface	30.20573108
5	37	605.3422171	Surface	Surface	29.52809534
5	38	608.0871942	Surface	Surface	31.04652592
5	39	632.4339752	Surface	Surface	32.6304756
5	40	656.6201604	Surface	Surface	32.55961087
5	41	668.8313814	Surface	Surface	41.7416083
5	42	687.4178959	Surface	Surface	32.52624887
5	43	697.9532882	Surface	Surface	30.72001959
5	44	717.0977949	Surface	Surface	31.29232103
5	45	722.9148856	Surface	Surface	31.42795676
5	46	743.4613272	Surface	Surface	31.80518513
5	47	763.8038188	Surface	Surface	28.03898634
5	48	787.513737	Surface	Surface	35.93457843
5	49	808.8918398	Surface	Surface	29.7849593
5	50	823.012669	Surface	Surface	29.34368372
5	51	832.3824689	Surface	Surface	33.16855866
5	52	851.8225901	Surface	Surface	38.98234298
5	53	861.2838813	Surface	Surface	33.5532683
5	54	883.6814897	Surface	Surface	42.04660862
5	55	887.4395145	Surface	Surface	43.44220754
5	56	908.6067493	Surface	Surface	32.33880067
5	57	926.9981896	Surface	Surface	42.16855428
5	58	943.9613111	Surface	Surface	37.9149226
5	59	948.2165446	Surface	Surface	37.13610917
5	60	958.9824526	Surface	Surface	33.3679939
6	7	14.40201774	Surface	Surface	17.37552392
6	8	30.81871732	Surface	Surface	20.6241322
6	9	50.85004518	Surface	Surface	23.40350134
6	10	67.39114702	Surface	Surface	21.1890604
6	11	85.74973311	Surface	Surface	20.2299979
6	12	106.7124109	Surface	Surface	21.17519831
6	13	130.0118156	Surface	Surface	21.10387586
6	14	155.458797	Surface	Surface	31.39720026
6	15	174.9735488	Surface	Surface	21.4994114
6	16	190.990049	Surface	Surface	21.98597045
6	17	212.3038808	Surface	Surface	29.079691
6	18	235.9117692	Surface	Surface	25.02330614
6	19	257.3438444	Surface	Surface	29.05257258
6	20	277.3869462	Surface	Surface	21.60670254
6	21	284.3955458	Surface	Surface	24.01409845
6	22	301.7814884	Surface	Surface	19.32134043
6	23	317.136322	Surface	Surface	24.86357093
6	24	331.058186	Surface	Surface	26.44730958
6	25	336.8261173	Surface	Surface	33.14968764
6	26	350.7264202	Surface	Surface	29.75923246
6	27	364.0786263	Surface	Surface	32.96114109
6	28	382.8818788	Surface	Surface	26.97329272
6	29	403.2655168	Surface	Surface	32.2122263
6	30	415.3145764	Surface	Surface	27.888694
6	31	437.092221	Surface	Surface	36.62134682
6	32	458.0323654	Surface	Surface	40.15864868
6	33	479.6359517	Surface	Surface	31.13059646
6	34	501.9555604	Surface	Surface	33.95338118
6	35	524.5295091	Surface	Surface	30.62928993
6	36	568.1415922	Surface	Surface	31.52182778
6	37	589.3132122	Surface	Surface	31.16725292
6	38	592.0594791	Surface	Surface	29.32109961
6	39	616.4101268	Surface	Surface	32.74364958
6	40	640.5929343	Surface	Surface	31.69486033
6	41	652.7879207	Surface	Surface	40.42328756
6	42	671.3655891	Surface	Surface	30.74562976
6	43	681.8981568	Surface	Surface	34.18501935
6	44	701.0266436	Surface	Surface	31.54510587
6	45	706.836958	Surface	Surface	32.05074273
6	46	727.3635114	Surface	Surface	31.10406681
6	47	747.6870376	Surface	Surface	27.38370374
6	48	771.3933353	Surface	Surface	35.61420018
6	49	792.7893809	Surface	Surface	28.46573277
6	50	806.929815	Surface	Surface	27.32970957
6	51	816.3294606	Surface	Surface	32.94387409
6	52	835.7730777	Surface	Surface	38.13852317
6	53	845.2325682	Surface	Surface	32.64467353
6	54	867.6430205	Surface	Surface	39.2169881
6	55	871.3908674	Surface	Surface	41.68422489
6	56	892.5127196	Surface	Surface	33.55616448
6	57	910.8634982	Surface	Surface	38.60244888
6	58	927.796458	Surface	Surface	35.65102378
6	59	932.0471388	Surface	Surface	36.91522512
6	60	942.8239719	Surface	Surface	31.04789592
7	8	16.45736817	Surface	Surface	18.4623056
7	9	36.44807407	Surface	Surface	22.47983564
7	10	52.99104173	Surface	Surface	20.37998553
7	11	71.3616226	Surface	Surface	19.14406676
7	12	92.34571381	Surface	Surface	21.22897375
7	13	115.6837296	Surface	Surface	21.3283981
7	14	141.1625029	Surface	Surface	30.3645982
7	15	160.6883512	Surface	Surface	23.57609369
7	16	176.7172658	Surface	Surface	24.29510051
7	17	198.0357153	Surface	Surface	28.31170559
7	18	221.6685554	Surface	Surface	24.2827793
7	19	243.1526686	Surface	Surface	28.98772443
7	20	263.2198622	Surface	Surface	22.71015314
7	21	270.2497653	Surface	Surface	23.76931279
7	22	287.6861365	Surface	Surface	22.99154403
7	23	303.0865648	Surface	Surface	25.10795895
7	24	317.0248081	Surface	Surface	27.1149756
7	25	322.7875138	Surface	Surface	33.74098085
7	26	336.7085538	Surface	Surface	28.79422641
7	27	350.0889148	Surface	Surface	34.86612871
7	28	368.8899926	Surface	Surface	29.04268329
7	29	389.2453032	Surface	Surface	32.40667117
7	30	401.2794177	Surface	Surface	26.17959435
7	31	423.0396003	Surface	Surface	33.85810046
7	32	443.9585071	Surface	Surface	36.90198205
7	33	465.5358978	Surface	Surface	30.51449749
7	34	487.8447748	Surface	Surface	33.45842508
7	35	510.4091177	Surface	Surface	32.7080484
7	36	554.0043594	Surface	Surface	32.87166754
7	37	575.1720452	Surface	Surface	33.05318156
7	38	577.9193308	Surface	Surface	29.58271868
7	39	602.2726655	Surface	Surface	34.56082333
7	40	626.452125	Surface	Surface	31.31887703
7	41	638.6332984	Surface	Surface	38.97355646
7	42	657.203261	Surface	Surface	31.88539168
7	43	667.7333024	Surface	Surface	35.10110105
7	44	686.8481994	Surface	Surface	30.27510279
7	45	692.6528235	Surface	Surface	34.75708934
7	46	713.1627068	Surface	Surface	35.73985255
7	47	733.4704436	Surface	Surface	27.08245099
7	48	757.173538	Surface	Surface	40.8049342
7	49	778.5840365	Surface	Surface	31.46729887
7	50	792.7404027	Surface	Surface	27.71869096
7	51	802.1645251	Surface	Surface	35.84663708
7	52	821.6108096	Surface	Surface	40.99474966
7	53	831.0687115	Surface	Surface	35.87840273
7	54	853.489524	Surface	Surface	42.41401896
7	55	857.2289358	Surface	Surface	45.80480185
7	56	878.3133571	Surface	Surface	35.20998376
7	57	896.6309608	Surface	Surface	42.30845237
7	58	913.5395556	Surface	Surface	39.58446432
7	59	917.7865724	Surface	Surface	40.80665396
7	60	928.572091	Surface	Surface	33.41308472
8	9	20.15818112	Surface	Surface	19.37348343
8	10	36.70864618	Surface	Surface	19.88222104
8	11	55.1474326	Surface	Surface	22.04163712
8	12	76.20491989	Surface	Surface	21.18215724
8	13	99.64859637	Surface	Surface	19.15996381
8	14	125.1955214	Surface	Surface	27.67069941
8	15	144.7381053	Surface	Surface	22.74140432
8	16	160.789244	Surface	Surface	23.97013254
8	17	182.1101929	Surface	Surface	26.96514037
8	18	205.791042	Surface	Surface	20.85759633
8	19	227.3779183	Surface	Surface	25.49190477
8	20	247.4876754	Surface	Surface	19.20334486
8	21	254.5573416	Surface	Surface	22.11721806
8	22	272.0848446	Surface	Surface	23.65741077
8	23	287.5650233	Surface	Surface	22.8455624
8	24	301.5292198	Surface	Surface	25.63458713
8	25	307.2811385	Surface	Surface	32.09337067
8	26	321.235935	Surface	Surface	25.83439787
8	27	334.6628642	Surface	Surface	33.26311879
8	28	353.4562271	Surface	Surface	26.68792342
8	29	373.7583003	Surface	Surface	28.65833466
8	30	385.7642007	Surface	Surface	23.17463632
8	31	407.4904425	Surface	Surface	29.72662268
8	32	428.3690362	Surface	Surface	32.42263001
8	33	449.8971615	Surface	Surface	29.0906123
8	34	472.1845979	Surface	Surface	30.97451347
8	35	494.729685	Surface	Surface	31.14371939
8	36	538.2912235	Surface	Surface	31.59124277
8	37	559.450454	Surface	Surface	30.34483724
8	38	562.1994474	Surface	Surface	27.67860134
8	39	586.5563627	Surface	Surface	31.46226549
8	40	610.7285133	Surface	Surface	28.74019287
8	41	622.8838384	Surface	Surface	38.19918101
8	42	641.4388086	Surface	Surface	30.15688133
8	43	651.9637584	Surface	Surface	32.14793053
8	44	671.0526799	Surface	Surface	30.99023028
8	45	676.8464471	Surface	Surface	34.25331648
8	46	697.3241648	Surface	Surface	33.99406373
8	47	717.6010413	Surface	Surface	25.3103009
8	48	741.2973153	Surface	Surface	41.15740802
8	49	762.7350299	Surface	Surface	32.50850345
8	50	776.9211543	Surface	Surface	26.18698927
8	51	786.3904604	Surface	Surface	34.70377792
8	52	805.8411249	Surface	Surface	39.71466732
8	53	815.2958741	Surface	Surface	33.97793972
8	54	837.7350428	Surface	Surface	41.35323735
8	55	841.4589842	Surface	Surface	44.72040768
8	56	862.4734449	Surface	Surface	32.66159995
8	57	880.7270518	Surface	Surface	40.26381954
8	58	897.5870373	Surface	Surface	38.83659721
8	59	901.8265832	Surface	Surface	38.12557197
8	60	912.6294369	Surface	Surface	32.45671054
9	10	16.55675659	Surface	Surface	17.49630954
9	11	34.98946725	Surface	Surface	21.03142817
9	12	56.05474836	Surface	Surface	19.10366788
9	13	79.52529688	Surface	Surface	22.56687339
9	14	105.092577	Surface	Surface	27.92539833
9	15	124.6375666	Surface	Surface	24.78341504
9	16	140.6950475	Surface	Surface	24.84748475
9	17	162.0135781	Surface	Surface	23.15112143
9	18	185.71205	Surface	Surface	19.10343911
9	19	207.3457709	Surface	Surface	22.77359355
9	20	227.4749768	Surface	Surface	18.79312502
9	21	234.5653924	Surface	Surface	21.7052484
9	22	252.1429483	Surface	Surface	24.33779518
9	23	267.6695894	Surface	Surface	22.59290808
9	24	281.6478396	Surface	Surface	21.6792801
9	25	287.3919834	Surface	Surface	28.27231493
9	26	301.3660741	Surface	Surface	23.89879533
9	27	314.8211071	Surface	Surface	32.36480535
9	28	333.6067764	Surface	Surface	25.27003403
9	29	353.8726271	Surface	Surface	26.36945458
9	30	365.8599465	Surface	Surface	21.23377037
9	31	387.563948	Surface	Surface	26.79651609
9	32	408.4176551	Surface	Surface	29.30581734
9	33	429.9171127	Surface	Surface	25.88080193
9	34	452.1919719	Surface	Surface	28.67665002
9	35	474.7260468	Surface	Surface	30.57344836
9	36	518.2690731	Surface	Surface	29.41567376
9	37	539.4235596	Surface	Surface	28.09002908
9	38	542.173313	Surface	Surface	25.94419415
9	39	566.5313553	Surface	Surface	29.01800261
9	40	590.6993942	Surface	Surface	27.1929892
9	41	602.8421969	Surface	Surface	38.00068682
9	42	621.3899046	Surface	Surface	30.03586892
9	43	631.9123606	Surface	Surface	31.12234512
9	44	650.9894641	Surface	Surface	28.81451267
9	45	656.778474	Surface	Surface	35.3203436
9	46	677.2425854	Surface	Surface	34.57952297
9	47	697.5071886	Surface	Surface	27.70691173
9	48	721.2006903	Surface	Surface	43.25283471
9	49	742.6486246	Surface	Surface	33.42726439
9	50	756.846615	Surface	Surface	28.8510607
9	51	766.3351992	Surface	Surface	35.3728605
9	52	785.7875974	Surface	Surface	38.47996098
9	53	795.2408452	Surface	Surface	33.46797587
9	54	817.6880149	Surface	Surface	39.76842248
9	55	821.4049709	Surface	Surface	44.41068275
9	56	842.3898163	Surface	Surface	31.69134584
9	57	860.6195665	Surface	Surface	39.63508977
9	58	877.4638018	Surface	Surface	38.45427432
9	59	881.7011239	Surface	Surface	36.41490629
9	60	892.5091404	Surface	Surface	31.84489442
10	11	18.46175814	Surface	Surface	19.45706647
10	12	39.55561955	Surface	Surface	15.90299767
10	13	63.07942486	Surface	Surface	20.44371659
10	14	88.67246484	Surface	Surface	26.35966663
10	15	108.2151456	Surface	Surface	20.3204849
10	16	124.2786383	Surface	Surface	20.60288931
10	17	145.5895951	Surface	Surface	21.86668152
10	18	169.3099171	Surface	Surface	19.48636781
10	19	191.0029171	Surface	Surface	21.76902026
10	20	211.1536829	Surface	Surface	17.9460857
10	21	218.2686396	Surface	Surface	20.64757564
10	22	235.903378	Surface	Surface	24.4106708
10	23	251.4813497	Surface	Surface	19.48207205
10	24	265.4733279	Surface	Surface	22.38007308
10	25	271.2077918	Surface	Surface	27.35338985
10	26	285.201587	Surface	Surface	22.61488887
10	27	298.685974	Surface	Surface	29.21053437
10	28	317.4607192	Surface	Surface	22.98665837
10	29	337.684421	Surface	Surface	27.37058485
10	30	349.6500672	Surface	Surface	21.22356378
10	31	371.3276715	Surface	Surface	27.60194875
10	32	392.1522467	Surface	Surface	32.00926324
10	33	413.6182697	Surface	Surface	25.40695896
10	34	435.8779001	Surface	Surface	26.62299084
10	35	458.3986012	Surface	Surface	26.8092118
10	36	501.9191106	Surface	Surface	26.41711184
10	37	523.0676222	Surface	Surface	26.65384524
10	38	525.818195	Surface	Surface	24.14301037
10	39	550.1770313	Surface	Surface	28.12398135
10	40	574.3398735	Surface	Surface	25.37513028
10	41	586.4679423	Surface	Surface	39.03263527
10	42	605.0068683	Surface	Surface	28.54667303
10	43	615.5262464	Surface	Surface	30.62506088
10	44	634.5890997	Surface	Surface	26.21531031
10	45	640.3723435	Surface	Surface	32.87892476
10	46	660.8197155	Surface	Surface	33.71742825
10	47	681.0688789	Surface	Surface	24.98937475
10	48	704.758709	Surface	Surface	39.1556175
10	49	726.219286	Surface	Surface	30.84091884
10	50	740.431664	Surface	Surface	26.55154938
10	51	749.9430924	Surface	Surface	34.2772892
10	52	769.3973528	Surface	Surface	38.61654863
10	53	778.8487669	Surface	Surface	33.50762469
10	54	801.3050638	Surface	Surface	41.09943829
10	55	805.0138729	Surface	Surface	44.01602122
10	56	825.9632639	Surface	Surface	30.79957747
10	57	844.1629284	Surface	Surface	39.89722411
10	58	860.9859911	Surface	Surface	37.47678225
10	59	865.2201912	Surface	Surface	36.8031207
10	60	876.0353361	Surface	Surface	31.9635941
11	12	21.0993455	Surface	Surface	21.49308211
11	13	44.64834541	Surface	Surface	23.68268037
11	14	70.25049805	Surface	Surface	29.30276207
11	15	89.78736701	Surface	Surface	24.51265457
11	16	105.8522078	Surface	Surface	23.26780717
11	17	127.1565614	Surface	Surface	27.95972114
11	18	150.887582	Surface	Surface	22.9235785
11	19	172.6169045	Surface	Surface	27.40266498
11	20	192.7807043	Surface	Surface	22.08573436
11	21	199.9125832	Surface	Surface	24.49675398
11	22	217.5884771	Surface	Surface	23.06563873
11	23	233.2050974	Surface	Surface	24.57807502
11	24	247.2063785	Surface	Surface	25.434439
11	25	252.9323984	Surface	Surface	32.23728799
11	26	266.9404482	Surface	Surface	27.61105915
11	27	280.4471703	Surface	Surface	34.35411662
11	28	299.2111859	Surface	Surface	28.1392844
11	29	319.4000064	Surface	Surface	29.58448936
11	30	331.3483114	Surface	Surface	25.080181
11	31	353.0051456	Surface	Surface	32.097522
11	32	373.8079715	Surface	Surface	35.64771748
11	33	395.2504265	Surface	Surface	29.14261317
11	34	417.4995321	Surface	Surface	31.78117237
11	35	440.0112847	Surface	Surface	31.4921306
11	36	483.5174393	Surface	Surface	30.34533648
11	37	504.6622116	Surface	Surface	30.51986171
11	38	507.4132304	Surface	Surface	27.9439204
11	39	531.7722782	Surface	Surface	32.15715955
11	40	555.9319124	Surface	Surface	30.41258399
11	41	568.0516757	Surface	Surface	38.07534168
11	42	586.5857747	Surface	Surface	29.87765936
11	43	597.1034788	Surface	Surface	33.81892457
11	44	616.1590346	Surface	Surface	29.77322667
11	45	621.9394689	Surface	Surface	33.79563504
11	46	642.3791554	Surface	Surface	32.18138169
11	47	662.6219543	Surface	Surface	26.05071359
11	48	686.3103509	Surface	Surface	39.44978472
11	49	707.7758275	Surface	Surface	30.48867945
