	Shannon	csp_rel
e0433_34PRr1	5.584450468000489	0.00038986496826426284
e0434_34PRr3	5.410278504633736	0.00037161332944898
e0435_34Sr1	6.384226619665345	0.007117288438950724
e0436_34Sr3	6.388796293881521	0.004679841516432434
e0437_35Dr2	6.158394991177198	0.005981064896034584
e0438_35Dr3	6.4160413503791425	0.005887250028979602
e0439_35Sr2	6.351527425979401	0.0011885297119410135
e0440_36Dr2	5.728186435565132	0.003676592851521075
e0441_36Dr3	5.916546747402277	0.004883873414629443
e0442_36Sr3	6.142493649601478	0.002551593214803323
e0443_37Dr2	6.496931389207962	0.002211695670675715
e0444_37Dr3	6.378437138243228	0.0016133854045563903
e0445_37PRr2	5.940631441740113	0.00021247098443118862
e0446_37PRr3	5.240055666893944	0.00024723931822342505
e0447_37Sr1	6.584794159278076	0.0033507964227126
e0448_37Sr2	6.121326886561121	0.004250099834559872
e0449_38Dr2	6.568832282382223	0.011402752748831256
e0450_38Dr3	6.332218684111466	0.013696982712337593
e0451_38PRr2	6.149006201846647	0.00014555738079890208
e0452_38Sr2	6.729619945483973	0.004873639363329498
e0453_39Dr2	3.575398488242238	0.0
e0454_39PRr1	5.345041522224911	0.00024001787719361167
e0455_39PRr3	5.206830441898898	0.00022878628873824363
e0456_39Sr3	5.852120427638171	0.0036993047727840104
e0457_3Dr2	7.399344582141929	0.0
e0458_3PRr1	6.382422226520873	0.0
e0459_3PRr3	3.8334599696691867	0.0
e0460_40Dr1	6.325756213206239	0.003420060396811263
e0461_40Dr2	5.404797773828165	0.0029729386354973956
e0462_40PRr2	5.507811428568193	0.0038499276213607185
e0463_41PRr2	5.797500418919492	0.0021800939257132996
e0464_42Dr1	6.4777204527160785	0.0013872334121228039
e0466_42PRr1	5.475135648412398	0.0
e0467_42PRr2	5.67076149169769	4.855033124566909e-05
e0468_42Sr1	4.9364437471894975	0.0005192702053317609
e0469_42Sr2	6.047172822629567	0.0008697478472505343
e0470_43Dr1	6.58422637311672	0.0026008446552642332
e0471_43Dr2	6.280336335380197	0.002516531119135467
e0472_43PRr2	6.422553179192004	0.005345697260537287
e0473_43Sr2	6.034008338253872	0.0037325940622763387
e0474_44Dr2	6.2613960909108375	0.0002778124102191601
e0475_44PRr3	5.78190683161267	0.004646307215009336
e0476_45Dr3	6.0756657582768305	0.0002962995967652104
e0477_45PRr2	5.4863804982152296	0.0
e0478_46PRr1	4.055009165820923	0.0
e0480_47Dr2	6.545173308124286	0.00047352312756251085
e0481_47Dr3	6.268435742720653	0.0
e0482_47PRr1	5.117279300984684	0.0
e0483_47Sr1	6.766736100849565	0.00024331282180082883
e0484_48Dr2	5.7632927140028745	0.0
e0486_48Sr2	5.589313506088121	0.0
e0487_49Dr2	5.480517931532358	0.0
e0488_49Sr2	5.461120377418751	0.0
e0489_49Sr3	5.415989506610803	0.001815198799176179
e0490_4Dr3	6.6136357491163515	1.7129276073969923e-05
e0491_4PRr1	6.00399051969832	0.0
e0492_4PRr2	6.565573538871156	5.370667770491717e-05
e0493_4PRr3	6.664894356589761	9.882943962833134e-05
e0494_4Sr1	6.332612962023382	7.324135050817031e-05
e0495_50Dr1	5.573609304139035	0.0
e0496_50Dr2	6.253801343554294	0.00039963145099519335
e0497_50PRr2	5.896335016273405	0.0004169307539715926
e0498_50Sr1	6.305148301117121	0.0009895995032598573
e0499_50Sr3	5.1064245337097205	0.0021000300004285774
e0500_51Dr1	5.899527454716159	0.0007785383197343424
e0501_51Dr3	5.564264508149131	0.0
e0502_51PRr3	4.145890479646557	0.0
e0503_52Dr1	4.6502179539972825	0.0
e0504_53Dr2	4.781410268731744	0.00011998263108578567
e0505_53Dr3	3.911256465294614	0.0
e0506_53PRr2	5.775261263015103	6.170554115759595e-06
e0507_54PRr1	4.118955271909938	0.0007173957822810345
e0508_54PRr2	5.314420187672582	0.012343233800495948
e0509_54PRr3	3.5666223876504244	0.008053691275167786
e0510_54Sr1	3.338173883941729	0.0
e0511_54Sr2	3.968211977555953	0.0
e0512_54Sr3	4.472997828517872	0.003974183702667472
e0513_55Dr2	3.8330583480510687	7.530049604201768e-05
e0514_55PRr3	3.7407982502706867	7.822033102844091e-05
e0515_55Sr3	3.4840470767272564	0.0
e0516_56Dr1	4.0192231900742	0.0
e0517_56Dr3	4.603981637410843	0.0
e0518_56Sr1	3.923016204378423	0.0
e0519_56Sr3	5.568973202107037	0.001310348615502915
e0520_57Dr3	5.186038268309584	0.0
e0521_57PRr3	4.371297548983112	0.0
e0522_58PRr1	5.161332864166511	0.0
e0523_58Sr2	4.50973064711557	0.0
e0524_58Sr3	4.100200099452166	0.0011733646230566149
e0525_59PRr3	3.6427152051207545	0.0
e0526_5Dr1	6.29327406056018	0.0
e0527_5Sr1	5.724428240072616	0.0
e0528_5Sr3	6.8569212849124455	0.00021494875727774034
e0529_60Sr3	4.632619651655228	0.0
e0540_6Dr1	7.216851455762206	0.0
e0541_6PRr2	5.99813433636565	0.0
e0542_6Sr2	5.872115747805525	3.466004274738606e-05
e0543_7Sr1	4.504843598877249	0.0007769902774868756
e0544_7Sr2	4.003899329721795	0.0005568135417053343
e0545_8Sr3	5.515567402899096	0.0
e0546_9Dr1	6.560595160046385	0.010128693244391302
e0547_9Dr3	6.512168771840221	0.009119078890453084
e0548_9PRr2	5.799069540506298	8.867395667520243e-05
e0549_9PRr3	5.795784160637252	0.0
e0550_9Sr1	6.3148803989537	0.001332124957688654
e0551_9Sr2	6.148121699795107	0.001011698656293193
e0552_9Sr3	6.090380681094372	0.0025012931067758797
e0592_S22PRr1	6.094239619535449	0.007871910815345676
e0593_S22Sr1	7.027885872733053	0.007026437060392917
e0594_S22Dr1	6.088833707826245	0.013196051436773193
e0595_S28PRr1	6.931241369611863	0.019741634567513038
e0596_S28Sr1	6.935060590570927	0.015770383220312253
e0597_S28Dr2	6.579261011245469	0.01763488031155925
e0598_S35PRr1	6.426783651163608	0.008154307227707453
e0599_S35Sr1	6.937314729517263	0.017702291555089622
e0600_S35Dr1	6.820160183337956	0.019383753781783877
e0601_S43PRr1	2.948814158809318	0.00014348424587819084
e0602_S43Sr1	6.0274394258225605	0.01590121740641392
e0603_S43Dr1	6.028908876090856	0.007914034373441781
e0604_S53PRr1	2.891467020552547	0.0
e0605_S53Sr1	0.5102248813375075	0.0
e0606_S53Dr1	0.84048289659597	0.0
e0607_S46PRr1	5.364712600954549	0.0
e0608_S46Sr1	3.8975733856782613	0.0
e0609_S46Dr1	5.9010897486193645	8.084551975895597e-05
e0610_S47PRr1	6.242529425632802	0.0033108977848364724
e0611_S47Sr1	5.28762926834201	0.007146494580218332
e0612_S47Dr1	4.023331553221559	0.004449020719882387
e0613_S58PRr1	2.5978961288246936	0.00012802756084218857
e0614_S58Sr1	2.94817232791903	0.0
e0615_S58Dr1	1.0264249272964445	0.0
e0616_S13PRr1	6.952395548665188	0.00447350640901015
e0617_S13Sr1	6.288791477240705	0.010082845302801161
e0618_S13Dr1	6.609463819196131	0.003648580424876111
e0619_S25PRr1	5.761429369124234	0.00022222496574031777
e0620_S25Sr1	6.526738144640201	0.006656762589828077
e0621_S25Dr1	6.34593531861407	0.0029753715356980294
e0622_S54PRr1	4.910300667227219	0.0047763291150789665
e0623_S54Sr1	1.0165235636168508	0.0
e0624_S54Dr1	3.2836472108800963	0.026453313013937836
e0625_S55PRr1	3.2301947352651323	0.0
e0626_S55Sr1	3.6336304957592933	0.0
e0627_S55Dr1	2.4118038307909058	7.009796190175771e-05
e0628_S44PRr1	6.069617615443752	0.017567321649999364
e0629_S44Sr1	6.25550252654816	0.013115789093926439
e0630_S44Dr1	6.704920633730316	0.015221742900266542
e0631_S38PRr1	5.497864824553295	0.0
e0632_S38Sr1	6.121758214448377	0.006582844667496457
e0633_S38Dr1	6.712764516119084	0.012719250883174181
e0634_S41PRr1	4.969698683026701	0.0007276431637924761
e0635_S41Sr1	5.935438567524785	0.009735603323154842
e0636_S41Dr1	6.329646063031558	0.006252364458479543
e0637_S33PRr1	6.402190572425267	0.022592586758242626
e0638_S33Sr1	5.875954541480987	0.0028684045436790546
e0639_S33Dr1	6.455278569811883	0.028610843427823215
e0640_S2Sr1	6.690684987873487	0.00014391762340936208
e0641_S2Dr1	5.962209400444555	0.0
e0642_S27PRr1	5.821896975195354	0.0011452789058436887
e0643_S27Sr1	6.885994614596893	0.004008712791040377
e0644_S27Dr1	6.775712926853199	0.0048231384963433694
e0645_S51PRr1	4.980202070690674	0.0008749158948235623
e0646_S51Sr1	5.038202603976308	0.009610250934329951
e0647_S51Dr1	6.164752744953093	0.0038009078201322465
e0648_S16PRr1	6.348112369191829	0.0
e0649_S16Sr1	6.986142076841123	0.0029907606857387
e0650_S16Dr1	6.988248774377629	0.0033088119218261615
e0651_S56PRr1	3.114210440118498	0.0033466297072544116
e0652_S56Sr1	3.2275031489829944	0.003678832116788321
e0653_S56Dr1	1.6407897650874885	0.0
e0654_S57PRr1	4.855722342421879	0.0
e0655_S57Sr1	4.945558338162838	0.0
e0656_S57Dr1	3.0725815115889925	0.0
e0657_S60PRr1	5.267373628804455	7.071109308184995e-05
e0658_S60Sr1	1.8048149539447207	0.0
e0659_S60Dr1	3.5521078305803466	0.0
e0660_S37PRr1	6.088365866850454	0.009130745677563668
e0661_S37Sr1	6.219012090999289	0.007520449343280685
e0662_S37Dr1	5.976723823550703	0.0035616622996820237
e0663_S49PRr1	3.9236510443690835	0.0
e0664_S49Sr1	6.5964161059001665	6.385786657963076e-05
e0665_S49Dr1	4.639223884103269	0.0
e0666_S45PRr1	6.086059758200795	0.013955994531601377
e0667_S45Sr1	6.331302229865517	0.013527002260064295
e0668_S45Dr1	6.615019403004504	0.004557707248924863
e0669_S59PRr1	3.587969575896179	0.0008271184571483713
e0670_S59Sr1	4.552149737791295	0.0013955544665732746
e0671_S59Dr1	2.2171762530558734	0.0
e0672_S4PRr1	6.094916872887097	0.00026719008519253103
e0673_S4Sr1	6.377092757676245	0.0012733002462394264
e0674_S4Dr1	6.92379027347317	0.0013188808971272901
e0675_S8PRr1	6.6368329133644615	0.0015220727153386967
e0676_S8Sr1	5.970346007258758	0.007215423795820424
e0677_S8Dr1	6.067506811133059	0.0030536207584556867
e0678_S11PRr1	6.022571876817329	0.0007236029267429016
e0679_S11Sr1	5.858415978396275	0.0032468259933474694
e0680_S11Dr1	6.459004331847419	0.0024188349015558993
e0681_S36Sr1	6.523585330660021	0.006309626443587582
e0682_S36PRr1	5.779675465618107	0.00012646317898080796
e0683_S36Dr1	6.430995023503755	0.020398813021132722
e0685_S6PRr1	6.411481530516404	0.0
e0686_S6Sr1	6.661304166972759	0.0
e0687_S6Dr1	6.79548136779831	8.976147926917835e-05
e0688_S9PRr1	5.093271029897695	7.064570171366288e-05
e0689_S9Sr1	6.194670911611023	0.002116489906639064
e0690_S9Dr1	5.881963056085239	0.001621947809193
e0691_S12PRr1	6.225707401707558	0.00015836348551146243
e0692_S12Sr1	6.202477859780965	0.0020389771829282927
e0693_S12Dr1	6.71999368600651	0.002767326398535813
e0694_S15PRr1	7.38542832807223	0.003923045362319655
e0695_S15Sr1	7.262933017627013	0.0032810551873482512
e0696_S15Dr1	7.394971022945971	0.0031837667665823802
e0697_S17PRr1	6.375092202822419	4.096639731260434e-05
e0698_S17Sr1	6.613700654770778	0.00748821146310686
e0699_S17Dr1	6.09881920211488	0.011606053233046407
e0700_S23PRr1	5.393661007447931	0.0
e0701_S23Sr1	6.427010087104885	0.0
e0702_S23Dr1	4.929152155428599	0.0
e0703_S29PRr1	7.138614758157715	0.0068379811588673645
e0704_S29Sr1	6.7274472279106785	0.01045745166520862
e0705_S29Dr1	6.775571373280927	0.01783133958156487
e0706_S30PRr1	5.563752530387081	0.000188312518074639
e0707_S30Sr1	6.184301596867777	0.011612948812000324
e0708_S30Dr1	6.480520607323799	0.027553117055979442
e0709_S3PRr1	4.927297249873917	2.4820285619436766e-05
e0710_S3Sr1	6.1220178304592405	0.0
e0711_S3Dr1	6.600305901482301	0.0
e0712_S7PRr1	6.3283771145009755	0.0010947967867939573
e0713_S7Sr1	6.762464225113039	0.001478683725980832
e0714_S7Dr1	7.108616721292462	0.002718708810843231
e0715_S14PRr1	3.468795825830494	8.583240745597513e-05
e0716_S14Sr1	6.111224047325997	0.008741769756300564
e0717_S14Dr1	6.716531310117711	0.007005905918941071
e0718_S21PRr1	5.369339238740252	0.0001739382519205682
e0719_S21Sr1	6.475055918624339	0.0003086745462220346
e0720_S21Dr1	6.561423299362917	0.0015648577656066616
e0721_S31PRr1	5.209550996218816	0.0
e0722_S31Sr1	6.267616556268672	0.023336548988857998
e0723_S31Dr1	6.70477764329196	0.022826556476523468
e0724_S48PRr1	6.826897442613331	0.000733810873296346
e0725_S48Sr1	6.507074248021027	0.0005391020874828817
e0726_S48Dr1	1.6436676036712707	0.0
e0727_S32PRr1	5.21890020470679	0.00013686891528409226
e0728_S32Sr1	6.382753638470299	0.01668551449794322
e0729_S32Dr1	6.391685978644217	0.009336024576532057
e0730_S39PRr1	4.507959263742975	0.00012480145223508056
e0731_S39Sr1	6.220293346670275	0.0071683857376126274
e0732_S39Dr1	6.357163015624046	0.01375720886124803
e0733_S50PRr1	3.4868534314418413	0.0003780763955644399
e0734_S50Sr1	5.841317390693406	0.008674239838569232
e0735_S50Dr1	6.041724635804873	0.0052582637933347096
e0736_S1PRr1	4.583465013367976	0.0
e0737_S1Sr1	6.115362115320684	0.00011055605601506839
e0738_S1Dr1	6.35339467305695	0.00020349965133726404
e0739_S5PRr1	6.164563749495939	0.0
e0740_S5Sr1	6.106081346858193	0.0
e0741_S5Dr1	5.758222987555634	0.0
e0742_S10PRr1	3.30256853544107	0.0001138439995673928
e0743_S10Sr1	6.28361833763339	0.002546753669599968
e0744_S10Dr1	6.139390696495915	0.00200795223975605
e0745_S20PRr1	5.657537723190783	0.00022671509972945332
e0746_S20Sr1	7.064503587968902	0.009889724103750205
e0747_S20Dr1	6.427564546870526	0.0031587642897699902
e0748_S24PRr1	6.675196918013002	0.012626710993830524
e0749_S24Sr1	6.583938054919615	0.006118732762888056
e0750_S24Dr1	5.830760068398936	0.015680164771404284
e0751_S34PRr1	5.108459136940008	0.0009417279661815024
e0752_S34Sr1	4.986616572831713	0.0049073094337339015
e0754_S40Sr1	6.115965028149567	0.03747398844842574
e0755_S40Dr1	5.749474673456929	0.002176545674729159
e0756_S52PRr1	5.306348448805435	0.0
e0757_S52Sr1	1.2982877292858153	0.0
e0758_S52Dr1	2.0850351621067684	0.0
e0759_S19PRr1	6.781350961754551	0.012098716843883804
e0760_S19Sr1	6.898436461186261	0.011450295818055024
e0761_S19Dr1	6.517581555588732	0.018760615266846876
e0762_S26PRr1	4.753887864384103	0.00013211286213079174
e0763_S26Sr1	6.64849535783755	0.011186383422093157
e0764_S26Dr1	6.513304392308751	0.009317225146741413
e0765_S42PRr1	5.506309615850148	0.0016794115341984168
e0766_S42Sr1	6.159050732602175	0.003997719080300593
e0767_S42Dr1	3.038678633479346	0.0
e0775_F15PRr1	5.111146940611092	0.0
e0776_F20Sr3	6.162505734954793	0.0009170635471093232
e0777_F24PRr3	5.719783770774992	0.0018322295805739514
e0778_F31Sr2	6.436942559549468	0.006742921086481279
e0779_F31Sr3	6.196505319381622	0.003445696966393857
e0780_F33Dr1	6.330697074272922	0.022622365577928787
e0781_F34Sr1	6.192440072075497	0.009639254418512367
e0782_F40Dr3	6.043713307627707	0.005457056984122165
e0784_F41Dr3	3.7333406214447065	0.004377908332685495
e0785_F43Dr1	5.751163781003958	0.007950467101815689
e0786_F43Sr2	4.867686108285023	0.0013125860473075458
e0787_F47PRr1	2.8201390399199617	0.0
e0788_F48PRr3	4.838772475109598	0.0
e0789_F51Sr3	5.310195279527569	0.0
e0790_F52Sr2	3.6291508375679427	0.0
e0791_F55Sr1	4.56922393298354	0.003419712672459241
e0792_F56Sr2	2.1286894462917894	0.0
e0793_F56Sr3	2.5524518539588565	0.0
e0794_F57Dr1	2.3152140719422496	0.0
e0795_F57Sr3	2.07652835964106	0.0
e0796_F58Dr1	3.050967676496349	0.0
e0797_F58Sr3	6.271120592088879	0.0
e0798_F59Dr2	2.9188907470330165	0.0
e0799_F59PRr1	2.3157282317872867	0.0
e0800_F59Sr3	2.561378863806785	0.0
e0801_F60PRr1	4.6437212138890445	0.0
e0802_F60PRr2	3.5194665948120427	0.0
e0803_F60Sr3	4.790519152163391	0.0
e0804_T1Dr1	3.58614000558767	0.0
e0806_1Sr2	5.866563691283867	0.0
e0807_2Dr2	5.781290608805657	0.0
e0808_2Sr1	5.474460805570494	0.0
e0809_2PRr1	4.237073298237358	0.0
e0810_3Dr3	5.788718462330646	0.0
e0811_3Sr1	6.416737565685514	0.0
e0812_3PRr2	4.730549376365214	0.0
e0813_4Dr1	5.290081596005005	0.0
e0814_5Dr2	5.27192194259091	0.0
e0815_5Sr2	4.790457566262404	0.0
e0816_6Dr3	5.5516825322413155	0.0
e0817_6Sr1	5.911475454407379	0.0
e0818_6PRr1	4.960751909945536	0.0
e0819_7Dr1	5.912314464874851	0.0014547358926986806
e0821_7PRr2	5.307778352015223	0.0
e0822_8Sr2	6.687072660032542	0.0005598598544364378
e0823_8PRr1	5.242408579901045	0.000407705636530425
e0824_8PRr2	5.718424848208404	0.0
e0825_11PRr1	4.722303627164562	0.0
e0826_12Sr2	3.948738271851413	0.0007753791280861704
e0827_14Dr2	4.544390029458166	0.0
e0828_16PRr1	4.9462021903439375	0.0
e0829_17Dr2	6.528513744864096	0.0014827067972524536
e0830_17Sr1	5.478318596701023	0.0012321549966009518
e0831_17Sr2	6.065750611515048	0.0021503456178337313
e0832_17Sr3	6.095877348061311	0.002609514031485284
e0833_17PRr3	6.113315586082402	0.0003299694778233013
e0834_18Dr2	5.7516346712360225	0.003173999239041192
e0835_21Sr3	5.9563949545267825	0.002199024667882598
e0836_22Dr3	6.1253516543619035	0.00014759751499456573
e0837_23Dr3	5.616052490740511	0.004382974578747443
e0838_23Sr3	5.676175500482679	0.005695690124097102
e0839_23PRr1	4.848924801003068	0.0012724926518029966
e0840_24Sr2	4.250677413298455	0.0001441753171856978
e0841_26Sr1	6.029813673562643	0.0022449724788012387
e0842_27Dr2	5.706061334982399	0.0015427064268375625
e0843_28Sr1	5.68750771787375	0.0004617268584506053
e0844_28PRr1	5.861944079762709	0.004670144732413329
e0845_30Sr2	5.738889841967114	0.005641762498137835
e0846_31Sr3	5.708732207568097	0.0021168916740267204
e0848_33Dr3	5.722577363970086	0.005244224691156986
e0849_35PRr3	5.492953196255884	0.0011359948068808828
e0850_36Sr2	6.148162188697348	0.0071436187226783235
e0851_38PRr3	4.07325719203188	0.0
e0852_39Dr3	5.788548924018271	0.0038138194356766263
e0853_39PRr2	5.187070239674169	0.0011772825072057808
e0854_41Dr1	2.5102927171561698	0.00020582907953235632
e0855_42Sr3	6.347060187507755	0.0015391188415943007
e0857_50Sr2	6.232068319924432	0.0032672836822162867
e0858_53Sr3	1.5121167518413738	0.0
e0859_53PRr1	4.82111507619925	0.0
e0860_55Sr1	2.3282005061733093	0.0
e0862_T2Dr2	4.798986593452176	0.0
e0863_T2PRr1	3.94335988837519	0.0
e0864_T3Dr2	4.85366107310956	0.0
e0865_T5Sr3	6.512130613478689	0.0
e0866_T6PRr2	4.161595280341948	0.0
e0867_T7PRr2	5.49442590717081	0.0
e0868_T8Dr1	3.8013977938268675	0.0
e0869_T8PRr1	4.890613153617107	0.0023988005997001498
e0873_F1PRr2	3.4806630020053304	0.0
e0876_S18PRr1	3.3790133362917123	0.0
e0877_S18Sr1	6.395000986244156	0.003949662598325636
e0878_S18Dr1	5.783796225364884	0.003239140984488374
e0880_3Sr3	5.2417599624824245	0.0
e0881_4Dr2	6.7174351600581295	3.665716024311029e-05
e0882_7Dr2	6.871697325574447	0.004041722654057456
e0883_8PRr3	6.546910442394384	0.009526762919905958
e0884_10PRr3	6.30645831821329	6.11313238875578e-05
e0885_11Dr1	5.936652913071521	0.0
e0886_11PRr2	6.005753804039363	4.684889912407199e-05
e0887_12Dr2	6.061404194001822	8.005300060729862e-05
e0888_12Dr3	6.101041181811713	0.00028980140553681687
e0889_19Dr3	4.968748320695644	0.001211518075417
e0890_19Sr1	4.439627681762271	0.0006968540643412566
e0891_19Sr3	4.73951368373843	0.0011748335652449235
e0892_20Dr1	5.80939898608546	0.000654662831812238
e0893_20Sr1	4.025183149636582	0.0002429856866243973
e0894_20Sr3	4.506141671040755	0.0002471057736264008
e0895_22Sr1	5.564868775440573	0.0
e0896_22Sr3	5.7967325226041355	1.9903402154875006e-05
e0897_23PRr2	3.980159741783329	0.0007394019060138022
e0898_23PRr3	6.201336825515491	0.0
e0899_23Sr1	5.695754816150215	0.004843965544431514
e0900_24Sr1	5.814098157054704	0.00023692363768908328
e0901_29PRr2	5.909596342693263	0.012851284665106688
e0902_29Sr2	5.411552140678566	0.014496156961664605
e0903_32PRr1	6.0320950772092985	0.011654377275245015
e0904_32PRr3	5.785211494539049	0.0123223295742321
e0905_33Dr1	5.983039941869642	0.010365396961266853
e0906_33Sr2	6.114771200056609	0.00987364242020248
e0907_34Dr3	5.352106497622107	0.003822199352381747
e0908_35PRr1	4.977492890529072	0.0
e0909_35Sr1	6.014948665529057	0.0016237347123845003
e0910_36Sr1	3.6327929284838456	0.0
e0911_38Sr3	6.492021492276826	0.006788875116880858
e0912_40PRr3	5.841761184484766	0.004507106142481519
e0913_43Sr1	5.484429839154483	0.0030274596813909724
e0914_44PRr2	5.434627912773726	0.0009827189794556108
e0915_45Dr1	5.853253020537178	0.004370407530911559
e0916_45Sr1	6.126548691726865	5.656362334868353e-05
e0917_46Dr1	5.055741797306746	0.008409212226236432
e0918_46Sr3	5.137466977103026	0.0
e0919_49PRr2	5.8978583745096635	0.003768993623814185
e0920_51Sr2	5.681612231567904	0.0
e0921_50PRr1	6.190664401992199	0.0026434851328657515
e0922_54Dr1	5.157151513879043	0.01493797236524478
