#OTU ID	CTL_Ctrl1_Trip1	CTL_Ctrl2	CTL_Ctrl3	CTL_ExtractionCtrlPro_Trip1	CTL_NTC2	CTL_NegCtrl1_Trip2	CTL_NegCtrl2_Trip2	CTL_PCRCtrl_Trip1	TRIP4_EB1	TRIP4_EB2	TRIP4_EB3	TRIP4_EB4	TRIP4_EB5	TRIP4_SEB
c3180366c20bffdae2cb035835c9097a	0	0	0	0	0	0	0	0	1347	0	0	0	0	0
a7dcfc129af0bd371c0514fc51c92c3d	0	0	0	0	0	0	0	0	0	1346	0	0	0	0
d6620c06f41572ca68a28915cbe86a49	0	736	349	0	0	113	84	54	0	0	0	0	0	0
b458175f4e67d44fe0d685b805d87dcd	0	0	0	0	0	0	0	0	1336	0	0	0	0	0
6f7a783d1e2b6215cafc5553369b1abf	0	0	0	1335	0	0	0	0	0	0	0	0	0	0
3a238646f49b634244b5a6a915ac7819	0	0	0	0	0	0	0	0	0	1333	0	0	0	0
9ba25169ccdb38d6fd74db6b805376fb	0	0	0	0	0	0	0	0	1332	0	0	0	0	0
0e6def0db8d1d95dc59b7c50227abac0	0	0	0	0	0	0	0	0	0	1327	0	0	0	0
a981231450dbb773383bd7c8119cc519	0	0	0	0	0	0	0	0	1319	0	0	0	0	0
53a2e273def177c799153f6dc8275d27	0	0	0	0	0	0	0	0	1317	0	0	0	0	0
423ee829a8a3e5f1a61042d12284626e	0	0	0	0	0	0	0	0	0	0	0	0	0	1313
c3b05e3f1b9cd790379435fce2548dfe	0	0	0	1310	0	0	0	0	0	0	0	0	0	0
f02bdb0255f8f72d019dec49461260dd	0	0	0	0	0	0	0	0	0	1310	0	0	0	0
