picrust2_id	sequence_index	sample_id
e0703_S29PRr1	0703	S29PRr1
e0704_S29Sr1	0704	S29Sr1
e0705_S29Dr1	0705	S29Dr1
e0706_S30PRr1	0706	S30PRr1
e0707_S30Sr1	0707	S30Sr1
e0708_S30Dr1	0708	S30Dr1
e0709_S3PRr1	0709	S3PRr1
e0710_S3Sr1	0710	S3Sr1
e0711_S3Dr1	0711	S3Dr1
e0712_S7PRr1	0712	S7PRr1
e0713_S7Sr1	0713	S7Sr1
e0714_S7Dr1	0714	S7Dr1
e0715_S14PRr1	0715	S14PRr1
e0716_S14Sr1	0716	S14Sr1
e0717_S14Dr1	0717	S14Dr1
e0718_S21PRr1	0718	S21PRr1
e0719_S21Sr1	0719	S21Sr1
e0720_S21Dr1	0720	S21Dr1
e0721_S31PRr1	0721	S31PRr1
e0722_S31Sr1	0722	S31Sr1
e0723_S31Dr1	0723	S31Dr1
e0724_S48PRr1	0724	S48PRr1
e0725_S48Sr1	0725	S48Sr1
e0726_S48Dr1	0726	S48Dr1
e0727_S32PRr1	0727	S32PRr1
e0728_S32Sr1	0728	S32Sr1
e0729_S32Dr1	0729	S32Dr1
e0730_S39PRr1	0730	S39PRr1
e0731_S39Sr1	0731	S39Sr1
e0732_S39Dr1	0732	S39Dr1
e0733_S50PRr1	0733	S50PRr1
e0734_S50Sr1	0734	S50Sr1
e0735_S50Dr1	0735	S50Dr1
e0736_S1PRr1	0736	S1PRr1
e0737_S1Sr1	0737	S1Sr1
e0738_S1Dr1	0738	S1Dr1
e0739_S5PRr1	0739	S5PRr1
e0740_S5Sr1	0740	S5Sr1
e0741_S5Dr1	0741	S5Dr1
e0742_S10PRr1	0742	S10PRr1
e0743_S10Sr1	0743	S10Sr1
e0744_S10Dr1	0744	S10Dr1
e0745_S20PRr1	0745	S20PRr1
e0746_S20Sr1	0746	S20Sr1
e0747_S20Dr1	0747	S20Dr1
e0748_S24PRr1	0748	S24PRr1
e0749_S24Sr1	0749	S24Sr1
e0750_S24Dr1	0750	S24Dr1
e0751_S34PRr1	0751	S34PRr1
e0752_S34Sr1	0752	S34Sr1
e0754_S40Sr1	0754	S40Sr1
e0755_S40Dr1	0755	S40Dr1
e0756_S52PRr1	0756	S52PRr1
e0757_S52Sr1	0757	S52Sr1
e0758_S52Dr1	0758	S52Dr1
e0759_S19PRr1	0759	S19PRr1
e0760_S19Sr1	0760	S19Sr1
e0761_S19Dr1	0761	S19Dr1
e0762_S26PRr1	0762	S26PRr1
e0763_S26Sr1	0763	S26Sr1
e0764_S26Dr1	0764	S26Dr1
e0765_S42PRr1	0765	S42PRr1
e0766_S42Sr1	0766	S42Sr1
e0767_S42Dr1	0767	S42Dr1
e0775_F15PRr1	0775	F15PRr1
e0776_F20Sr3	0776	F20Sr3
e0777_F24PRr3	0777	F24PRr3
e0778_F31Sr2	0778	F31Sr2
e0779_F31Sr3	0779	F31Sr3
e0780_F33Dr1	0780	F33Dr1
e0781_F34Sr1	0781	F34Sr1
e0782_F40Dr3	0782	F40Dr3
e0784_F41Dr3	0784	F41Dr3
e0785_F43Dr1	0785	F43Dr1
e0786_F43Sr2	0786	F43Sr2
e0787_F47PRr1	0787	F47PRr1
e0788_F48PRr3	0788	F48PRr3
e0789_F51Sr3	0789	F51Sr3
e0790_F52Sr2	0790	F52Sr2
e0791_F55Sr1	0791	F55Sr1
e0792_F56Sr2	0792	F56Sr2
e0793_F56Sr3	0793	F56Sr3
e0794_F57Dr1	0794	F57Dr1
e0795_F57Sr3	0795	F57Sr3
e0796_F58Dr1	0796	F58Dr1
e0797_F58Sr3	0797	F58Sr3
e0798_F59Dr2	0798	F59Dr2
e0799_F59PRr1	0799	F59PRr1
e0800_F59Sr3	0800	F59Sr3
e0801_F60PRr1	0801	F60PRr1
e0802_F60PRr2	0802	F60PRr2
e0803_F60Sr3	0803	F60Sr3
e0804_T1Dr1	0804	T1Dr1
e0805_1Dr3	0805	1Dr3
e0806_1Sr2	0806	1Sr2
e0807_2Dr2	0807	2Dr2
e0808_2Sr1	0808	2Sr1
e0809_2PRr1	0809	2PRr1
e0810_3Dr3	0810	3Dr3
e0811_3Sr1	0811	3Sr1
e0812_3PRr2	0812	3PRr2
e0813_4Dr1	0813	4Dr1
e0814_5Dr2	0814	5Dr2
e0815_5Sr2	0815	5Sr2
e0816_6Dr3	0816	6Dr3
e0817_6Sr1	0817	6Sr1
e0818_6PRr1	0818	6PRr1
e0819_7Dr1	0819	7Dr1
e0821_7PRr2	0821	7PRr2
e0822_8Sr2	0822	8Sr2
e0823_8PRr1	0823	8PRr1
e0824_8PRr2	0824	8PRr2
e0825_11PRr1	0825	11PRr1
e0826_12Sr2	0826	12Sr2
e0827_14Dr2	0827	14Dr2
e0828_16PRr1	0828	16PRr1
e0829_17Dr2	0829	17Dr2
e0830_17Sr1	0830	17Sr1
e0831_17Sr2	0831	17Sr2
e0832_17Sr3	0832	17Sr3
e0833_17PRr3	0833	17PRr3
e0834_18Dr2	0834	18Dr2
e0835_21Sr3	0835	21Sr3
e0836_22Dr3	0836	22Dr3
e0837_23Dr3	0837	23Dr3
e0838_23Sr3	0838	23Sr3
e0839_23PRr1	0839	23PRr1
e0840_24Sr2	0840	24Sr2
e0841_26Sr1	0841	26Sr1
e0842_27Dr2	0842	27Dr2
e0843_28Sr1	0843	28Sr1
e0844_28PRr1	0844	28PRr1
e0845_30Sr2	0845	30Sr2
e0846_31Sr3	0846	31Sr3
e0847_32Dr3	0847	32Dr3
e0848_33Dr3	0848	33Dr3
e0849_35PRr3	0849	35PRr3
e0850_36Sr2	0850	36Sr2
e0851_38PRr3	0851	38PRr3
e0852_39Dr3	0852	39Dr3
e0853_39PRr2	0853	39PRr2
e0854_41Dr1	0854	41Dr1
e0855_42Sr3	0855	42Sr3
e0856_48PRr3	0856	48PRr3
e0857_50Sr2	0857	50Sr2
e0858_53Sr3	0858	53Sr3
e0859_53PRr1	0859	53PRr1
e0860_55Sr1	0860	55Sr1
e0861_61Sr2	0861	61Sr2
e0862_T2Dr2	0862	T2Dr2
e0863_T2PRr1	0863	T2PRr1
e0864_T3Dr2	0864	T3Dr2
e0865_T5Sr3	0865	T5Sr3
e0866_T6PRr2	0866	T6PRr2
e0867_T7PRr2	0867	T7PRr2
e0868_T8Dr1	0868	T8Dr1
e0869_T8PRr1	0869	T8PRr1
e0873_F1PRr2	0873	F1PRr2
e0876_S18PRr1	0876	S18PRr1
e0877_S18Sr1	0877	S18Sr1
e0878_S18Dr1	0878	S18Dr1
e0880_3Sr3	0880	3Sr3
e0881_4Dr2	0881	4Dr2
e0882_7Dr2	0882	7Dr2
e0883_8PRr3	0883	8PRr3
e0884_10PRr3	0884	10PRr3
e0885_11Dr1	0885	11Dr1
e0886_11PRr2	0886	11PRr2
e0887_12Dr2	0887	12Dr2
e0888_12Dr3	0888	12Dr3
e0889_19Dr3	0889	19Dr3
e0890_19Sr1	0890	19Sr1
e0891_19Sr3	0891	19Sr3
e0892_20Dr1	0892	20Dr1
e0893_20Sr1	0893	20Sr1
e0894_20Sr3	0894	20Sr3
e0895_22Sr1	0895	22Sr1
e0896_22Sr3	0896	22Sr3
e0897_23PRr2	0897	23PRr2
e0898_23PRr3	0898	23PRr3
e0899_23Sr1	0899	23Sr1
e0900_24Sr1	0900	24Sr1
e0901_29PRr2	0901	29PRr2
e0902_29Sr2	0902	29Sr2
e0903_32PRr1	0903	32PRr1
e0904_32PRr3	0904	32PRr3
e0905_33Dr1	0905	33Dr1
e0906_33Sr2	0906	33Sr2
e0907_34Dr3	0907	34Dr3
e0908_35PRr1	0908	35PRr1
e0909_35Sr1	0909	35Sr1
e0910_36Sr1	0910	36Sr1
e0911_38Sr3	0911	38Sr3
e0912_40PRr3	0912	40PRr3
e0913_43Sr1	0913	43Sr1
e0914_44PRr2	0914	44PRr2
e0915_45Dr1	0915	45Dr1
e0916_45Sr1	0916	45Sr1
e0917_46Dr1	0917	46Dr1
e0918_46Sr3	0918	46Sr3
e0919_49PRr2	0919	49PRr2
e0920_51Sr2	0920	51Sr2
e0921_50PRr1	0921	50PRr1
e0922_54Dr1	0922	54Dr1
e0923_54Dr2	0923	54Dr2
e0924_55PRr1	0924	55PRr1
e0925_57PRr1	0925	57PRr1
e0926_57Sr2	0926	57Sr2
e0927_60Dr2	0927	60Dr2
e0928_60Dr3	0928	60Dr3
e681_T1Dr1	681	T1Dr1
e683_T4PRr1	683	T4PRr1
e695_T6Dr2	695	T6Dr2
e705_T5PRr1	705	T5PRr1
e707_T7Dr3	707	T7Dr3
e717_T6PRr3	717	T6PRr3
e719_T8Sr3	719	T8Sr3
e729_T8Dr3	729	T8Dr3
e730_T6Dr1	730	T6Dr1
e734_T5Sr2	734	T5Sr2
e740_T6Sr3	740	T6Sr3
e743_T4PRr2	743	T4PRr2
e744_T8PRr3	744	T8PRr3
e752_T7PRr1	752	T7PRr1
e753_T4Sr1	753	T4Sr1
e756_T2PRr3	756	T2PRr3
e758_T7PRr3	758	T7PRr3
e767_T1PRr3	767	T1PRr3
e768_T5Sr1	768	T5Sr1
e8287_F1Dr1	8287	F1Dr1
e8288_F1Dr2	8288	F1Dr2
e8289_F1Dr3	8289	F1Dr3
e8290_F1Sr1	8290	F1Sr1
e8291_F1Sr2	8291	F1Sr2
e8292_F1Sr3	8292	F1Sr3
e8293_F1PRr1	8293	F1PRr1
e8295_F1PRr3	8295	F1PRr3
e8296_F2Dr1	8296	F2Dr1
e8297_F2Dr2	8297	F2Dr2
e8298_F2Dr3	8298	F2Dr3
e8299_F2Sr1	8299	F2Sr1
e8300_F2Sr2	8300	F2Sr2
e8301_F2Sr3	8301	F2Sr3
e8302_F2PRr1	8302	F2PRr1
e8303_F2PRr2	8303	F2PRr2
e8304_F2PRr3	8304	F2PRr3
e8305_F3Dr1	8305	F3Dr1
e8306_F3Dr2	8306	F3Dr2
e8307_F3Dr3	8307	F3Dr3
e8308_F3Sr1	8308	F3Sr1
e8309_F3Sr2	8309	F3Sr2
e8310_F3Sr3	8310	F3Sr3
e8311_F3PRr1	8311	F3PRr1
e8312_F3PRr2	8312	F3PRr2
e8313_F4Dr1	8313	F4Dr1
e8314_F4Dr2	8314	F4Dr2
e8315_F4Sr1	8315	F4Sr1
e8316_F4Sr2	8316	F4Sr2
e8317_F4Sr3	8317	F4Sr3
e8318_F4PRr1	8318	F4PRr1
e8319_F4PRr2	8319	F4PRr2
e8320_F5Dr2	8320	F5Dr2
e8321_F5Dr3	8321	F5Dr3
e8322_F5Sr1	8322	F5Sr1
e8323_F5Sr2	8323	F5Sr2
e8324_F5Sr3	8324	F5Sr3
e8325_F5PRr2	8325	F5PRr2
e8326_F6Dr1	8326	F6Dr1
e8327_F6Sr1	8327	F6Sr1
e8328_F6Sr2	8328	F6Sr2
e8329_F6Sr3	8329	F6Sr3
e8330_F6PRr1	8330	F6PRr1
e8331_F6PRr2	8331	F6PRr2
e8332_F6PRr3	8332	F6PRr3
e8333_F7Dr1	8333	F7Dr1
e8334_F7Dr2	8334	F7Dr2
e8335_F7Dr3	8335	F7Dr3
e8336_F7Sr1	8336	F7Sr1
e8337_F7Sr2	8337	F7Sr2
e8338_F7Sr3	8338	F7Sr3
e8339_F7PRr1	8339	F7PRr1
e8340_F7PRr2	8340	F7PRr2
e8341_F7PRr3	8341	F7PRr3
e8342_F8Dr1	8342	F8Dr1
e8343_F8Dr2	8343	F8Dr2
e8344_F8Dr3	8344	F8Dr3
e8345_F8Sr1	8345	F8Sr1
e8346_F8Sr2	8346	F8Sr2
e8347_F8Sr3	8347	F8Sr3
e8348_F8PRr1	8348	F8PRr1
e8349_F8PRr2	8349	F8PRr2
e8350_F8PRr3	8350	F8PRr3
e8351_F9Dr1	8351	F9Dr1
e8352_F9Dr2	8352	F9Dr2
e8353_F9Dr3	8353	F9Dr3
e8354_F9Sr1	8354	F9Sr1
e8355_F9Sr2	8355	F9Sr2
e8356_F9Sr3	8356	F9Sr3
e8357_F9PRr1	8357	F9PRr1
e8358_F9PRr2	8358	F9PRr2
e8359_F9PRr3	8359	F9PRr3
e8360_F10Dr1	8360	F10Dr1
e8361_F10Dr2	8361	F10Dr2
e8362_F10Dr3	8362	F10Dr3
e8363_F10Sr1	8363	F10Sr1
e8364_F10Sr2	8364	F10Sr2
e8365_F10Sr3	8365	F10Sr3
e8366_F10PRr1	8366	F10PRr1
e8367_F10PRr2	8367	F10PRr2
e8368_F11Dr1	8368	F11Dr1
e8369_F11Dr2	8369	F11Dr2
e8370_F11Dr3	8370	F11Dr3
e8371_F11Sr1	8371	F11Sr1
e8372_F11Sr2	8372	F11Sr2
e8373_F11Sr3	8373	F11Sr3
e8374_F1PRr2	8374	F1PRr2
e8375_F11PRr1	8375	F11PRr1
e8376_F12Sr3	8376	F12Sr3
e8377_F13Sr2	8377	F13Sr2
e8378_F14Sr1	8378	F14Sr1
e8379_F15Dr3	8379	F15Dr3
e8380_F16Dr2	8380	F16Dr2
e8381_F17Dr1	8381	F17Dr1
e8382_F17PRr3	8382	F17PRr3
e8383_F18PRr2	8383	F18PRr2
e8384_F19PRr1	8384	F19PRr1
e8385_F20Sr3	8385	F20Sr3
e8386_F21Sr2	8386	F21Sr2
e8387_F11PRr2	8387	F11PRr2
e8388_F12PRr1	8388	F12PRr1
e8389_F13Sr3	8389	F13Sr3
e8390_F14Sr2	8390	F14Sr2
e8391_F15Sr1	8391	F15Sr1
e8392_F16Dr3	8392	F16Dr3
e8393_F17Dr2	8393	F17Dr2
e8394_F18Dr1	8394	F18Dr1
e8395_F18PRr3	8395	F18PRr3
e8396_F19PRr2	8396	F19PRr2
e8397_F20PRr1	8397	F20PRr1
e8398_F21Sr3	8398	F21Sr3
e8399_F11PRr3	8399	F11PRr3
e8400_F12PRr2	8400	F12PRr2
e8401_F13PRr1	8401	F13PRr1
e8402_F14Sr3	8402	F14Sr3
e8403_F15Sr2	8403	F15Sr2
e8404_F16Sr1	8404	F16Sr1
e8405_F17Dr3	8405	F17Dr3
e8406_F18Dr2	8406	F18Dr2
e8407_F19Dr1	8407	F19Dr1
e8408_F19PRr3	8408	F19PRr3
e8409_F20PRr2	8409	F20PRr2
e8410_F21PRr1	8410	F21PRr1
e8411_F12Dr1	8411	F12Dr1
e8412_F12PRr3	8412	F12PRr3
e8413_F13PRr2	8413	F13PRr2
e8414_F14PRr1	8414	F14PRr1
e8415_F15Sr3	8415	F15Sr3
e8416_F16Sr2	8416	F16Sr2
e8417_F17Sr1	8417	F17Sr1
e8418_F18Dr3	8418	F18Dr3
e8419_F19Dr2	8419	F19Dr2
e8420_F20Dr1	8420	F20Dr1
e8421_F20PRr3	8421	F20PRr3
