site	Domibacillus	Massilia	Bacillus	Microvirga	Flavisolibacter	Herpetosiphon	Noviherbaspirillum	Streptomyces	Paenibacillus	Nocardioides	Rubrobacter	Ammoniphilus	Lysinibacillus	Deinococcus	Rubellimicrobium	Geodermatophilus	Ramlibacter	Ectobacillus	Acidiferrimicrobium	Neobacillus	Planococcus	Nibribacter	Bradyrhizobium	Adhaeribacter	Metabacillus	Solirubrobacter	Ellin6055	Halomonas	Symbiobacterium	Arthrobacter	Sphingoaurantiacus	Blastococcus	Nitrolancea	Pontibacter	Tumebacillus	Roseomonas	CSP1-2	Chthoniobacter	Pseudomonas	Aeromonas	Pseudonocardia	Lysobacter	Cytophaga	Saccharopolyspora	Archangium	Actinomadura	Cellulomonas	Pirellula	Segetibacter	Halalkalibacter	Chelativorans	Oxalophagus	Steroidobacter	Devosia	Gemmatimonas	Gaiella	Phenylobacterium	Cnuella	Aquibacillus	Prauserella	Roseisolibacter	Vallicoccus	Verrucosispora	Azospirillum	Sphingomonas	Telluribacter	Mycobacterium	Acidibacter	Brucella	Pir4 lineage	MND1	Croceibacterium	Marmoricola	Daejeonella	Bryobacter	Pedomicrobium	Opitutus	Escherichia-Shigella	Sediminibacillus	DSSF69	Terribacillus	Peredibacter	Subgroup 10	Limnobacter	Nitrospira	Truepera	Kallotenue	Litchfieldia	Novosphingobium	Sporocytophaga	OM27 clade	Arenimicrobium	Kocuria	Parviterribacter	Arcticibacter	Roseicella	Nitrosomonas	Actinophytocola	Mesobacillus	Dongia	Lautropia	Saccharibacillus	Brevibacillus	Rhodocista	Pelagibacterium	Caulobacter	Baekduia	Isoptericola	Saccharomonospora	Gemmata	Pantoea	Georgenia	Kineococcus	Streptococcus	Glycomyces	Conexibacter	TM7a	Blastocatella	Cystobacter	Niallia	[Polyangium] brachysporum group	Saccharothrix	Amycolatopsis	Falsirhodobacter	Gracilibacillus	Rubritepida	Methylobacillus	Caenimonas	Aridibacter	Oceanobacillus	SH-PL14	Brevundimonas	Neorhizobium	Turicibacter	Sumerlaea	Polycyclovorans	Thermosipho	Limibaculum	Corynebacterium	YC-ZSS-LKJ147	Pajaroellobacter	Phaselicystis	Luteitalea	Myxococcus	Aeromicrobium	Azohydromonas	Herbaspirillum	Staphylococcus	Polygonibacillus	Arsenicitalea	Aureibacillus	Nesterenkonia	Paracoccus	Hydrocarboniphaga	Rufibacter	Abditibacterium	Caldilinea	Bauldia	Anaeromyxobacter	Plastorhodobacter	Tepidisphaera	Ohtaekwangia	Candidatus Alysiosphaera	Fimbriiglobus	Enterococcus	SM1A02	Rhizorhabdus	Actinoplanes	Longispora	Acinetobacter	JCM 18997	Allorhizocola	Rhodoplanes	Litorilinea	Crossiella	Ornithinibacillus	Nonomuraea	Modestobacter	Nordella	Paraconexibacter	Pelagibius	Fictibacillus	Rhodococcus	Mangrovihabitans	Peribacillus	PMMR1	Cupriavidus	Sandaracinobacter	I-8	Luedemannella	Rhodocytophaga	Niastella	Thermobaculum	Pseudalkalibacillus	Sandaracinus	Kineosporia	Plantactinospora	Tautonia	SZB85	MM2
44	0.713716	0.28999	0.149987	0.417663	0.451905	0.787717	0.749756	-0.116573	0.628346	0.284352	0.528872	0.916247	-0.031688	-0.667277	-0.145116	-0.271556	0.834311	1.202372	0.857109	0.918075	-0.025267	0.337282	1.131029	0.651385	0.767734	0.607587	0.598545	-0.911052	0.884678	0.752856	0.145576	-1.009678	1.096343	0.431897	-1.599789	0.130369	1.836639	1.094631	-1.095205	-0.151558	-0.526099	0.084561	-0.352795	0.643887	0.463345	0.626977	-0.665105	1.216782	0.305245	2.388414	-0.213791	1.490029	0.946703	-0.099857	0.443736	1.187475	-0.119993	0.707896	-0.38532	-1.78135	0.945787	0.564786	0.104017	0.39485	-0.011802	0.318655	-1.469281	0.878634	-0.036473	1.300241	0.957629	-0.840089	0.266838	0.868883	0.252212	2.042239	1.208338	1.140325	-0.592623	-1.174581	-0.551072	0.16466	0.572596	-0.867662	1.081461	-1.573334	-2.056032	-1.069809	-0.754188	0.340774	0.206062	-1.756592	-0.717998	-0.192311	-0.662561	0.615401	-1.431269	-1.3199	-1.229714	0.214915	0.014006	0.767005	-0.715573	-0.56438	-1.513116	1.308701	0.126907	-1.414282	-1.099636	0.383415	-0.799373	-2.310674	0.735687	-0.456856	0.074835	1.201261	-0.47704	-1.214821	0.136268	-1.077286	-0.217025	-1.392489	-1.752343	1.5797	-1.277185	0.680453	-0.307036	0.281811	-0.484785	-0.770554	1.713109	-0.520131	-1.906472	-0.786139	-0.739753	1.244781	1.336338	-0.88689	-0.93094	0.482229	0.843342	1.708476	0.318225	0.256158	-1.191687	0.865018	1.112829	1.005153	-0.50306	0.520022	0.726347	-0.647677	-0.623617	-0.710956	-0.83894	-0.37739	0.146047	1.859539	0.425146	1.653026	-0.48013	1.521151	-0.319047	0.516981	0.368132	-0.362901	-0.83506	-1.358954	-0.072763	-0.986143	-0.908117	0.143088	0.237446	0.014846	0.132734	-0.787088	0.141259	0.215784	1.610777	-1.236774	-0.043665	0.147857	-1.457504	-2.775097	-1.265077	-2.702292	-1.314601	0.124438	-0.866043	0.606659	-0.741599	1.547066	-1.380819	2.606039	0.573123	-0.921389	-1.118466	-0.97338	-0.007059	0.743901
45	0.479751	-0.914546	0.647242	0.62201	-0.24602	-1.113658	-0.145961	-3.033166	0.505445	0.468532	-1.597698	1.693071	0.463876	0.647074	0.807289	1.006831	-0.256827	-0.305099	0.187298	1.282057	1.928699	0.090977	-0.789687	-0.691006	1.298788	-0.61849	0.578502	2.808264	0.147632	0.759012	0.79719	1.274532	0.943571	2.111608	0.774762	-0.09636	-0.777497	0.045352	0.742803	-0.208892	-1.86934	0.741053	0.335379	-1.07409	0.770375	-1.451788	-0.809766	-1.276913	0.342676	3.891829	0.977026	0.045351	-1.577659	1.069484	0.298477	-0.963333	0.190027	-0.547568	3.501315	-2.684685	-1.203178	1.278261	-1.228548	1.291778	0.591498	1.884601	-1.426959	0.3661	0.195435	-0.16669	-0.268282	1.374036	0.230375	-0.927435	-1.482827	-2.094115	-0.746823	0.326323	4.65111	-0.397778	2.241905	0.90574	-1.273534	-0.799536	-1.091677	3.307395	-1.239403	3.871738	-0.235017	0.267691	0.468105	-2.073335	2.707324	0.449065	-0.323968	0.817929	-0.797926	-2.403639	1.661745	-3.00526	0.14636	0.369776	0.630296	3.334428	0.52799	0.527422	1.034598	1.82516	1.520233	-2.607764	-1.175776	1.291611	3.043108	0.092167	-2.445284	0.650835	0.874893	-2.462079	-0.231506	-0.804425	-0.490522	-1.738437	-1.393737	0.985436	2.927729	1.158373	0.558949	-2.078303	-1.552162	1.980214	-0.583239	0.437819	-0.366301	-1.524228	0.651931	-1.658515	-0.603405	4.11562	-0.753634	-1.408059	-0.649684	-0.231564	-1.541966	-0.560475	-0.360428	-0.901979	-0.119973	-0.046013	5.19411	-0.335806	-0.056281	-0.70426	-0.118583	-0.318028	0.102599	-0.488347	-1.809089	-1.295864	0.555188	2.480944	0.560315	-1.060608	0.721355	-1.74067	-0.095805	0.800276	1.335558	-1.447787	-1.538044	1.323927	-0.938023	-2.064089	-2.794031	-2.403944	-0.162242	0.405612	-0.421945	-0.145992	-2.080625	-1.349255	-0.211277	-1.600873	0.152384	-1.394576	-0.07569	-1.345961	-1.124417	0.848464	-0.452368	-2.516088	-2.142563	-2.320155	-1.260117	3.049083	0.466014	2.958175	-2.050073	1.956826	-1.318882	-0.051295
46	0.05799	-0.918075	0.891111	0.488258	0.485025	-0.650649	-0.846844	-2.67739	-0.1893	-0.161446	-1.300314	-0.025963	-0.399461	-0.548789	0.815615	-0.292047	-0.938425	-1.551508	-0.8426	-0.152354	1.730858	-1.339514	1.303553	-1.897902	-0.137683	-0.736738	-0.526286	1.66748	-2.228514	-0.525122	-0.417976	0.73977	-0.009572	0.239958	0.523079	-0.24241	-2.193882	-0.819891	2.665041	1.66514	0.008254	-1.738734	-1.487965	-2.503559	1.060369	-2.110756	0.000842	-0.670134	-1.449564	1.80501	1.164087	-2.643275	-1.039269	0.566256	-0.491195	-1.833032	-0.026045	-1.622815	1.085121	-0.996915	-1.946596	1.656118	0.022845	0.648693	-0.358717	0.235269	-0.821192	-1.428365	0.090404	0.952686	-1.058129	1.378069	0.498536	-1.473865	-1.16832	-2.007694	-0.843259	1.567651	2.171703	-0.781118	0.002783	-1.106785	0.432676	-0.348781	-1.844251	2.117487	-1.093482	1.461248	0.704883	-0.773691	-1.23806	-0.333779	2.770442	-1.582607	-0.566789	-0.013394	0.445344	-1.866343	1.89124	-2.354315	0.343766	0.17816	-0.093876	2.761977	1.67889	0.23114	0.158178	1.107668	1.083922	-0.996064	-0.163456	0.526959	2.784676	-0.4519	-0.773485	-0.871569	1.363424	-0.430557	-0.382733	1.130379	-0.864414	-0.02887	-0.791507	1.848161	1.495421	-1.407618	-0.161347	-2.140536	-0.765815	0.415187	0.883932	0.122169	2.386909	-0.17741	-0.171023	-0.827057	-0.469959	2.821783	-0.28975	0.24065	0.718134	-0.743398	-0.063522	1.710085	0.613581	-0.317393	0.417068	1.507391	1.721713	1.007029	-1.367428	0.583286	1.487058	0.61254	-0.955435	-0.049904	-0.77834	-0.21216	0.31923	1.532467	2.211814	1.215967	0.405713	-0.488429	0.328324	0.972947	-0.896	-0.897254	-0.93141	1.615366	-0.246037	-1.384327	-0.134351	0.352533	0.910168	0.151853	-0.129521	0.092928	-1.654164	-0.974662	2.076668	-0.92281	1.391094	0.373168	1.842992	-0.340266	0.341595	-0.458308	1.005794	-0.367166	0.255537	0.251924	0.506656	0.475873	0.068872	0.838333	0.092671	1.522208	-0.447591	0.107441
47	0.16242	0.031103	1.600624	0.074515	0.567649	1.441444	0.355598	-0.733803	0.418441	-0.002863	0.663198	1.326331	0.05526	-0.574439	0.117611	2.051529	0.160351	0.942482	0.344962	1.099032	-2.073268	0.127482	2.168258	0.158316	0.298768	1.003135	-0.101287	0.453284	0.879533	-0.018143	0.397091	0.835241	-0.693636	1.853206	0.838827	-1.291924	-0.171881	0.046816	-1.512966	1.133234	-1.149546	0.305906	2.466038	-0.898547	1.437571	-0.973368	0.477749	0.308158	0.008207	-0.085631	-0.812459	0.958865	0.088816	-0.732271	-0.205684	0.240679	-0.221725	1.086353	-0.210349	-0.731685	0.61469	1.75443	-0.221575	-0.583082	-1.751716	-0.67472	-0.610203	-0.308345	0.037019	-0.996493	0.254198	-0.73684	0.112834	0.346229	-0.459095	0.252063	-0.563273	1.804498	1.173792	-1.189898	-0.228766	-0.542863	0.030487	-0.149925	-0.986026	0.202456	1.791958	-0.839123	-0.364593	0.269658	-0.402975	0.322931	-0.994747	-0.950561	-0.186364	1.296033	0.116554	-1.299755	-1.302523	-0.347627	1.774048	-2.429448	0.66461	0.389547	-0.809986	0.098142	-0.493276	-0.003926	2.742119	-1.817677	-1.736748	0.321268	-0.431399	-0.744072	-0.58385	-0.413122	-1.827133	0.036734	1.151963	-1.064647	0.078065	-1.133137	-1.188526	-1.266193	0.306749	-0.369409	0.377018	-2.535209	0.399384	0.209975	0.384275	-0.062962	-1.067875	-0.038751	-0.358707	-0.162013	0.205258	1.418021	0.636277	0.393304	-0.98821	0.889542	0.646288	-1.395493	0.28818	-0.071918	0.336824	1.980828	1.4758	-0.064831	-0.134531	-0.084967	-0.769448	2.907019	-0.727544	-0.94013	0.858257	0.321401	-0.829564	0.032213	0.463333	0.811358	0.690837	0.111052	2.425505	-0.940622	0.386369	-0.277487	-0.935435	0.391105	-1.480005	-0.71306	-0.685086	0.429914	0.097733	-0.530434	0.406449	-1.694475	-0.692105	0.406949	-0.153146	-0.741494	0.445507	-0.394162	-0.928229	-1.010141	-1.009746	1.092652	-0.315049	0.133785	-0.517957	-0.574859	0.166049	0.368388	0.746909	1.283761	-1.189191	-0.278587	-0.079145	0.027004
48	-0.344986	-0.465641	1.516287	0.080673	-0.883753	-1.503251	-0.674169	-1.372393	0.697155	-0.434637	-1.291279	0.701342	0.630634	-0.391975	-0.087646	0.324666	-0.50037	-1.028272	-0.794896	0.189225	1.746209	0.163869	-0.763243	-0.820624	0.817107	-1.715629	-0.602805	2.756795	-0.30764	0.823188	-0.009557	-0.527974	-1.488363	1.338997	1.899038	-0.004511	-2.271047	-0.231792	0.514837	1.220699	-0.356857	-0.158978	0.517244	-1.822777	1.201846	-2.377081	0.606602	-0.135765	-1.751617	3.44807	0.174048	-0.717148	-1.794969	0.696028	-0.286529	-2.120278	-0.231426	-1.093596	4.042105	0.023205	-1.185091	0.556021	-1.607207	1.298783	-0.138698	0.284775	0.333206	-1.302328	1.458053	0.467826	-0.701642	1.363535	-0.648502	-0.766895	-1.553555	-0.501568	-1.124245	1.395122	3.786657	0.643534	1.223179	-0.336294	-1.251903	-0.47923	-1.987226	1.422669	-0.350003	3.159548	-0.805122	-0.311299	0.082388	0.901474	0.68409	-0.054558	0.036808	-0.29056	-0.507247	-0.388031	1.433312	-1.974115	-0.596794	-0.107963	0.564683	3.900258	2.601114	0.29667	0.082288	1.014284	2.48783	-1.436952	0.06493	1.750311	1.88589	-0.167193	-1.271796	-0.467054	-0.366082	-0.922923	0.227547	1.254539	-1.431995	-0.176092	0.594814	0.232454	2.854415	0.21191	-0.339422	-2.273309	-1.142301	2.605437	-0.248385	-0.732209	0.842883	0.440775	-0.861842	-1.087181	-1.187545	1.962356	-0.278026	1.288351	-0.880218	-1.411869	-1.135172	0.152657	0.674373	-1.24749	-0.542899	0.118342	1.996524	-0.573024	-1.435567	0.915092	-0.3959	0.451801	-0.342526	-0.108045	-0.869975	-1.005782	-0.621884	1.416504	1.085338	0.422794	1.216745	-1.897811	1.307274	1.47151	0.186149	-0.757677	-1.144463	0.098946	-1.615375	-1.986049	-1.109467	-0.758783	1.139166	2.057541	-1.750456	-0.45617	-0.382894	-0.445486	-0.127051	-1.755044	1.589273	-1.444221	0.89287	-0.135131	0.194703	0.811029	0.222421	-0.503521	-0.19337	-0.771817	0.218114	0.237958	-0.279115	1.399408	-1.275022	0.653446	-0.486613	-0.184825
49	0.072712	-0.846945	1.073972	0.327784	-1.363388	-0.324708	0.284379	-1.677044	0.741901	0.10496	-1.054715	0.953826	-0.377069	0.281	1.101417	1.113117	0.132619	-1.590152	-0.939896	-0.899556	1.333329	-0.576019	1.044968	-0.863767	0.143375	-1.139192	0.361872	2.091884	0.816687	-0.758699	0.46106	0.249286	0.336636	1.28339	1.07241	0.282695	-1.527583	-0.382071	2.078541	0.690137	-1.39828	1.432743	1.004413	-1.789384	0.5287	-2.148258	0.019265	-1.055292	-0.690457	0.899303	-0.914792	0.493556	-0.334435	1.410412	0.477344	-1.419877	1.369841	-0.68097	3.904149	-1.394109	-0.600871	1.363135	-0.047491	0.928088	-0.415832	0.108928	-1.153218	0.747099	0.494941	0.813306	-0.423259	0.739247	0.931477	-2.083166	-1.208921	-0.745818	-1.421127	1.658458	2.955018	0.963042	0.460964	-0.259021	-1.500265	-0.522888	0.177492	2.640362	1.303877	1.303127	-1.039809	-0.147375	0.126476	0.777808	0.947282	0.441711	0.192031	0.730912	-0.22832	-1.202169	-0.136938	-0.222977	-0.171632	-0.468371	0.240016	2.134947	0.122487	0.373821	-0.550889	-0.409579	1.336049	-1.319578	0.247425	1.548351	1.660893	-0.753958	-1.085383	0.572918	-0.564955	-1.524179	0.527731	0.441551	-1.277431	-0.624388	-0.35882	0.988473	2.126895	0.587503	-1.147227	-3.340567	-0.109766	0.758418	-0.174672	1.611659	-0.211265	-0.661309	-0.812235	-1.213053	-0.829911	1.00034	1.922968	0.804022	-1.479514	-0.230438	-0.269189	-0.507836	-0.427216	-0.639361	0.183692	0.956163	1.255516	-1.221643	-1.387524	0.707185	0.399661	-0.066751	-0.868595	-1.35968	-0.490468	-0.259984	0.232915	1.597557	0.649316	-1.138443	0.419243	-0.813076	2.103968	0.660188	-0.790623	-0.690305	0.270031	1.899745	-1.159941	-1.589266	-0.282257	-0.652655	-0.066067	1.179885	-0.964715	-0.454916	-2.754122	-1.089326	0.482455	-1.401754	0.060384	-0.156137	0.790452	1.394052	-1.156823	-0.872867	-0.388767	0.00713	-1.225277	-0.398021	-0.161009	0.730528	-1.700136	1.687701	-0.689877	0.868243	-1.055815	-0.345262
50	-0.58289	-0.513474	0.136707	0.576705	0.578492	0.85339	0.583472	-0.906227	0.680299	0.091744	0.0871	0.838922	0.094866	0.886247	0.835068	1.554298	0.529344	0.814235	0.779497	0.536538	-1.299525	-0.947658	-0.882613	0.003346	0.358167	0.811044	0.866936	0.933914	1.146457	-1.720708	0.456712	0.081743	0.859348	0.469943	0.477233	0.942189	-0.612515	0.655637	-0.462706	-0.02497	-0.109808	0.767253	0.860597	-1.529785	1.827351	-1.651282	0.607054	-0.008695	0.804745	1.079468	0.380074	1.523359	0.256139	-0.869042	0.934559	0.149125	0.51445	0.923549	-0.455869	-0.78631	0.631214	1.756587	-1.153165	1.032229	0.594922	-0.128655	0.691737	0.911023	0.463664	0.100197	0.57965	0.289433	1.145429	-0.7412	-0.027482	-0.587851	0.784353	-0.24551	0.399696	0.868971	0.775017	0.503333	-0.34691	-0.108037	-0.251722	1.186924	3.319589	-0.540073	-1.64046	-0.108292	0.868973	0.615666	0.292185	1.244963	-1.524768	1.657016	-1.280365	-0.582657	-0.720656	-1.738505	1.231827	-1.818901	1.349246	0.878321	-0.401176	1.855406	1.014675	1.431704	1.744701	-1.584867	-2.000007	0.227223	0.234468	-0.949443	-2.624613	1.640396	0.185863	-0.78884	-0.584232	0.318648	1.151844	-1.781725	-1.390076	-0.853081	-0.816397	0.117688	0.61017	-2.271455	1.020642	-0.078678	0.111056	0.356523	-0.846268	-1.738979	-0.057194	0.048669	-0.905867	1.129938	-0.325332	-0.573699	-0.082388	1.321572	0.030696	-0.866793	1.271028	1.629485	0.768001	-0.58525	1.39373	-0.598928	-2.125665	-1.141464	-2.50014	-0.628126	-1.50358	-0.659463	0.985477	-0.693446	0.767164	0.575511	0.185998	0.349368	1.013127	1.346147	-1.205415	-0.458044	-0.290856	-2.184473	-1.317822	-0.388744	0.2912	-1.673632	0.245452	-1.411821	-0.72393	-0.010689	-0.418514	0.449875	-0.901787	0.317378	-0.706785	-0.358763	-0.14974	-1.143799	-2.325149	-1.879761	-0.491252	1.168939	-0.046947	-0.52997	-0.882818	-0.126481	0.153601	-0.3248	0.431054	1.971137	-2.016737	-0.255744	-1.940745	-0.153356
51	0.968029	-0.976343	1.586767	0.495192	-0.0053	-1.178884	0.504773	-2.284798	1.534808	0.368248	-1.624934	1.999464	1.044542	-0.284354	0.057485	0.776949	-0.074028	-0.502	0.168586	1.728505	1.766561	-1.214941	1.914845	-0.947985	2.091369	-1.203986	-0.540946	5.780956	0.931233	-0.263622	0.711296	0.670981	-0.873643	2.307663	0.895938	-0.607718	-1.634056	-0.850366	1.688065	0.914664	-1.362839	0.175396	0.810952	-2.529598	0.247859	-1.226717	-2.229059	-0.955618	-0.056429	4.25757	0.070104	-0.904489	-1.244886	1.054829	-0.775904	-2.210181	-1.116553	-1.388004	5.88177	-1.261638	-1.362765	1.256399	-1.43576	0.26632	-0.63157	0.289719	-1.928646	-0.546812	-0.465201	1.673701	-1.231716	1.971184	-1.83798	-1.218195	-1.722306	-1.117218	-0.980819	3.225827	6.355866	1.394803	0.855521	1.10177	-1.287209	-2.730338	-0.763682	4.634608	0.35214	4.211473	0.143293	0.68007	0.766303	-0.713743	0.991087	-0.376302	-1.21803	-0.088475	0.240185	-1.599659	0.722347	-1.24315	-0.670067	-0.512733	-1.108981	2.376382	1.474244	-0.695785	-0.365922	1.847777	0.832616	-0.403485	-0.493488	1.570557	1.584015	0.38114	-1.723419	-0.832305	0.741869	-1.412297	0.707845	-0.970319	-1.026687	-1.186211	-0.944813	0.809465	4.248804	-0.78441	1.109698	-1.763396	-0.320664	-0.50841	0.0458	-0.923236	-0.750246	-0.554988	-1.021597	-0.876996	-1.819309	4.56345	1.051782	-0.598686	-1.206094	-1.445476	-1.783099	-0.094736	-1.021314	-1.855362	-1.34726	1.223956	5.156317	0.45972	0.255136	-0.395717	-1.16015	-0.335027	-2.134713	-1.570115	-1.422346	-0.413549	-0.689321	4.061332	0.474143	-0.638964	0.467515	-0.904785	2.173671	1.170017	-1.995068	-1.590982	-1.015801	0.549925	-0.953494	-1.069654	0.341375	-0.129428	0.026772	0.878617	-1.197713	-1.298904	-1.555548	-1.450763	0.038173	-0.078297	-1.010439	-0.340755	0.400573	-0.822207	-1.200605	-1.154824	0.510118	-1.389437	0.60309	0.407457	0.095088	0.373116	0.407093	-0.027496	-1.260152	0.448385	-1.024163	-0.323446
52	-0.828498	-1.842705	0.002712	-1.202461	-1.926607	-4.731693	-1.966829	-2.893844	-0.761032	-0.902361	-2.248774	1.439345	0.112135	-1.656691	-2.458963	-2.550904	-0.969855	-3.542712	-2.029488	-0.808376	0.730506	0.289097	4.673968	-2.080927	0.664367	-1.843173	-1.08757	4.987866	-2.889637	0.885131	-1.699616	-0.119965	-3.532258	0.073022	0.628064	-0.66896	-1.254523	-2.776972	3.213562	2.556081	-1.402726	-2.66819	-1.001466	-2.544671	-2.142783	-1.182267	-3.144814	-2.894233	-2.771206	7.280817	0.137726	-2.511905	-3.06072	1.725871	-2.575247	-3.139515	-1.615421	-3.204223	4.926743	-0.621776	-2.543959	-1.042062	-1.647661	1.273089	-1.271231	0.022789	-1.943113	-2.106199	2.324173	2.026845	-2.523471	1.534994	-2.623656	-1.950205	-0.20755	-1.455276	-2.156564	3.977756	5.579469	1.799204	1.106836	-0.525665	0.18318	-1.212996	-1.162606	3.830688	-0.783314	4.009862	-1.265187	-0.665533	0.145901	0.803675	2.881393	-1.917497	-1.311769	-1.07112	1.507929	0.441173	1.339518	-1.636817	-1.82054	-0.231205	-1.02655	3.160664	2.520842	0.737489	-1.143414	1.513275	0.720898	-1.05872	0.558773	2.845331	1.428801	1.765245	-0.348596	-2.269578	0.053927	-0.667192	1.298674	0.289441	-1.916115	-0.144406	0.38362	1.624401	4.180397	-1.929453	0.787539	-1.250089	-1.072933	0.44628	2.027566	-1.172913	0.666853	0.926276	-2.009532	-0.529648	-0.639729	4.615504	2.765412	1.810782	-0.981302	-1.693019	-1.134098	-0.40343	0.075004	-1.160503	-1.131975	3.195632	4.949373	1.476891	-0.69561	1.943367	0.548302	0.748096	-0.301069	-1.001514	-1.591459	0.281344	-2.059476	4.507391	0.886605	-0.2219	0.3369	-1.017679	3.625247	0.799193	-0.171603	-0.271361	0.305892	1.807299	-0.103594	0.053368	0.543822	1.028643	1.899954	2.864159	0.798506	-0.71874	0.72815	-1.049752	1.431714	0.528928	2.501084	0.252149	2.8446	0.087455	0.128322	-0.199393	0.35046	0.304681	0.003466	0.626343	1.620063	1.185879	-0.311636	-0.400368	0.54089	2.1833	1.767339	0.626813
53	-0.843252	-0.878475	1.228766	-1.008902	-2.470651	-0.308445	-0.297551	-0.708193	-0.656161	0.656061	0.313255	0.617196	-0.866686	0.094237	-0.037047	0.779941	-0.517764	-1.25638	2.272214	0.374737	-1.613953	-1.918027	5.587923	-0.975096	0.26541	-0.965981	-0.784738	2.227281	1.134472	-0.900373	-3.039901	0.70427	-0.255985	-0.168795	-1.312087	-2.497665	-1.51107	-2.132374	-1.167445	2.413229	-0.626872	0.107062	-1.980297	-0.510676	-2.077215	-1.729165	-2.529879	-1.869495	-1.678258	2.044795	-0.719447	0.464236	-2.024509	-2.002221	-1.027521	-2.253945	-0.010817	-1.907887	2.676524	1.321199	-0.754786	0.613802	-0.931876	-0.680197	-0.558193	0.320478	-1.690841	0.106267	2.261031	-0.973782	0.498165	-0.722254	-0.684194	-2.474155	-1.295937	-1.529849	-1.047118	3.368207	2.983417	-0.061615	0.377578	-1.217325	-0.195347	0.134156	-1.702527	2.604951	0.943437	2.691352	-1.693446	-0.924203	0.172848	0.796474	0.065542	-0.029354	-1.071397	-1.393706	2.810655	-0.789695	-0.798577	-1.1867	0.324531	-0.773407	-0.457683	1.095803	0.665997	0.058517	-0.296785	0.707576	2.610611	-1.266181	-0.535555	2.4673	-0.120342	2.160662	-0.084714	0.534921	-1.051446	-1.175991	-0.134499	-0.753795	-0.880418	-0.525277	2.175528	-0.499804	1.322909	-1.554705	0.63798	-1.898007	-0.733655	1.547089	-0.188412	-0.257738	0.141345	0.619728	0.059765	-0.638618	0.180605	3.043185	3.332525	0.285632	-1.19451	-1.045506	-1.441374	-0.606316	0.288792	-0.276779	0.381481	4.000334	4.142882	0.028688	-0.82607	0.93889	1.066309	0.825486	-1.606041	-0.97527	0.199328	-0.440784	-0.871629	1.096809	0.600404	-0.201978	-0.405864	-0.017291	2.312698	0.689325	-0.194028	-0.414519	0.115294	2.240208	-0.41696	-0.083228	-0.611475	0.509866	1.433816	0.612369	1.002501	0.972595	-0.672927	-1.317554	0.795729	0.137194	0.710605	0.582746	0.816151	-0.164807	-0.644705	0.580279	0.64382	0.021506	-0.373161	0.194205	1.53561	3.158717	0.366585	0.399888	0.661907	0.613741	0.131688	0.266255
54	-2.460078	-2.193933	0.110433	-1.921449	-3.592549	-2.701478	-1.918231	-1.579802	0.046003	-2.604378	-3.281286	0.235494	-1.455444	-1.880075	-2.475631	-1.294281	-3.185486	-3.020145	1.716163	-0.55399	-0.130565	-1.408357	4.370842	-2.575512	-0.599087	-2.428595	-2.291423	7.826067	-0.542962	-1.879904	-2.330794	-1.889672	-0.237726	-0.055546	0.174763	-2.422615	3.647989	-2.597058	0.041595	2.359094	-1.086212	-2.207938	-1.587034	-1.421134	-1.929261	-1.197438	-1.582674	-2.904662	-2.16326	2.342271	2.40317	-2.202688	-1.975579	-1.408786	-2.456887	-2.790441	-1.601835	-2.033415	4.371786	0.951118	-2.228931	-1.122798	-0.745633	-0.186482	-1.553753	-0.425542	0.050231	-0.519834	2.097213	3.320605	-1.522553	-0.691447	-1.373761	-2.058586	-1.703251	-1.032766	-1.523856	2.179393	3.67861	0.17055	0.157803	-1.706514	6.455959	-0.759758	0.272299	6.220827	0.534109	4.215144	-2.080049	0.207861	0.576194	0.690896	0.544371	-0.766951	-0.867022	-1.390516	1.417366	-0.383756	2.553722	-1.570141	-1.52669	-0.401397	2.044468	0.910913	1.755915	1.210955	-0.911039	0.635796	1.595861	-1.007434	0.288784	0.965284	-0.475761	2.599584	-0.037263	-1.137361	-0.830747	-1.180762	-0.608688	-0.2211	-0.897333	-0.107546	1.228796	-0.142574	4.357152	-1.519247	-0.478439	-1.998734	-1.109973	1.997133	0.327082	-1.214241	0.035313	1.022884	-0.675156	-0.299289	0.002397	8.274904	3.199211	-0.204919	-1.555712	-1.967172	-1.110158	-0.334614	0.601928	-1.582534	-0.786908	2.682757	4.896836	0.316978	1.207685	1.534045	-0.309786	0.199474	-1.434803	-0.796766	-1.535648	0.378556	-0.76583	0.841235	0.17813	-1.272264	-0.90895	-0.776765	3.085603	2.990713	-0.316994	-0.512123	0.866499	2.270329	-0.741556	0.152231	-0.140978	1.144254	2.063067	1.427313	0.574314	0.2093	0.02406	-0.910458	4.143754	1.289362	0.89104	0.233697	2.033843	-0.028152	-0.423164	0.398373	1.506647	0.144167	0.614945	0.471282	1.498834	3.021544	1.466181	1.230894	0.707119	3.392322	0.136086	0.250449
