rank	genus	phylum	class	n_asvs	mean_relative_abundance	median_relative_abundance	prevalence	mean_surface	mean_shallow_subsurface	mean_root_adjacent	mean_west_third	prevalence_west_third	mean_central_third	prevalence_central_third	mean_east_third	prevalence_east_third
376	SWB02	Pseudomonadota	Alphaproteobacteria	74	8.399058633e-05	0	0.3643031785	5.810802843e-05	6.824732091e-05	0.0001169578768	9.852644081e-05	0.4446764092	8.884542906e-05	0.4168618267	5.584201269e-05	0.1744548287
377	Verruc-01	Verrucomicrobiota	Verrucomicrobiia	63	8.379205504e-05	0	0.1361043195	0.0001022164227	7.16726272e-05	7.907399016e-05	7.070183467e-05	0.09812108559	5.101647564e-05	0.1053864169	0.0001469241048	0.2336448598
378	alphaI cluster	Pseudomonadota	Alphaproteobacteria	5	8.341261606e-05	0	0.4213528932	8.787095191e-05	0.0001226594186	4.836718843e-05	7.742439042e-05	0.4780793319	9.728653901e-05	0.4964871194	7.389297427e-05	0.2367601246
379	Duffyella	Pseudomonadota	Gammaproteobacteria	11	8.326359171e-05	0	0.1124694377	2.839508883e-05	1.562958108e-05	0.0001806889949	0.0001622651482	0.1294363257	5.171611138e-05	0.1475409836	7.341562215e-06	0.04049844237
380	Candidatus Chloroploca	Chloroflexota	Chloroflexia	57	8.194916901e-05	0	0.1784841076	0.0001779608315	4.499779046e-05	3.629966853e-05	0.0001616735067	0.2713987474	3.105802419e-05	0.112412178	3.06798889e-05	0.1277258567
381	Ferdinandcohnia	Bacillota	Bacilli	24	8.136961224e-05	0	0.1361043195	0.0001021209425	2.005861112e-05	0.0001143653856	7.527624307e-05	0.1732776618	2.950978377e-05	0.08430913349	0.0001594470907	0.1495327103
382	Luteimonas	Pseudomonadota	Gammaproteobacteria	78	8.131254614e-05	0	0.1491442543	2.447474785e-05	3.593772426e-05	0.0001623915928	0.0001465237495	0.248434238	3.447278269e-05	0.1264637002	4.631071615e-05	0.03115264798
383	Citricoccus	Actinomycetota	Actinobacteria	37	8.101293293e-05	0	0.1361043195	6.907852971e-05	5.251390064e-05	0.0001132866234	0.0001768378432	0.2379958246	2.105452428e-05	0.08430913349	1.777962595e-05	0.05295950156
384	Cesiribacter	Bacteroidota	Bacteroidia	31	8.100991829e-05	0	0.2339038305	0.0001005522728	9.133075997e-05	5.737701418e-05	1.275213279e-05	0.1732776618	3.896994822e-05	0.2505854801	0.0002387873216	0.3021806854
385	Hoeflea	Pseudomonadota	Alphaproteobacteria	6	8.050443956e-05	0	0.03341483293	3.377536839e-06	8.029068449e-06	0.0001992899337	0.0001724532898	0.05010438413	3.613782583e-05	0.03044496487	2.314547896e-06	0.01246105919
386	Rothia	Actinomycetota	Actinobacteria	10	7.978198027e-05	0	0.04726976365	2.399565759e-05	0.0002245576254	7.193354224e-06	6.248562659e-06	0.02922755741	0.000192723767	0.06088992974	3.927221106e-05	0.05607476636
387	Caldibacillus	Bacillota	Bacilli	4	7.960869603e-05	0	0.0097799511	5.03812228e-06	0.0002513136008	1.164696942e-07	2.977681009e-07	0.01043841336	4.608406303e-06	0.01170960187	0.0002977241421	0.006230529595
388	Salinicola	Pseudomonadota	Gammaproteobacteria	76	7.956196632e-05	0	0.05786471068	2.041928547e-05	7.960832451e-06	0.0001835305513	1.112311955e-05	0.04384133612	0.0001539097536	0.06557377049	8.278845358e-05	0.06853582555
389	Endobacterium	Pseudomonadota	Alphaproteobacteria	11	7.918711115e-05	0	0.1923390383	3.0730068e-05	2.535720931e-05	0.0001604850281	0.0001442741372	0.2317327766	5.095799819e-05	0.2552693208	1.961435652e-05	0.04984423676
390	Dactylococcopsis PCC-8305	Cyanobacteriota	Cyanobacteriia	16	7.850916161e-05	0	0.02363488183	9.931352338e-05	5.326330686e-05	8.247424196e-05	1.867115878e-05	0.03340292276	4.283041024e-06	0.01405152225	0.0002665370646	0.02180685358
391	Salinivenus	Rhodothermota	Rhodothermia	23	7.849728207e-05	0	0.01548492258	2.776988206e-07	9.008761584e-05	0.0001305685222	6.791067063e-09	0.002087682672	4.253667368e-08	0.002341920375	0.0002999836418	0.05295950156
392	Nocardiopsis	Actinomycetota	Actinobacteria	91	7.605423509e-05	0	0.1344743276	7.628835232e-06	1.271751897e-05	0.0001806650739	0.0001447287382	0.1565762004	4.194578051e-05	0.149882904	1.894901111e-05	0.08099688474
393	Lentimicrobium	Bacteroidota	Bacteroidia	3	7.549366842e-05	0	0.01140994295	0.0001851139458	6.221009954e-05	1.398637055e-07	1.559545963e-06	0.01252609603	3.821826555e-06	0.007025761124	0.0002811582202	0.01557632399
394	Tenuibacillus	Bacillota	Bacilli	15	7.318138095e-05	0	0.0521597392	3.310784084e-05	2.321797593e-05	0.0001447919595	3.865749125e-07	0.01252609603	1.759363065e-07	0.009367681499	0.0002789198138	0.1682242991
395	oc32	Pseudomonadota	Gammaproteobacteria	35	7.293926119e-05	0	0.4547677262	6.189316117e-05	0.0001207784161	4.315536077e-05	9.348450643e-05	0.5114822547	7.021107374e-05	0.5480093677	4.591048728e-05	0.246105919
396	Piscinibacter	Pseudomonadota	Gammaproteobacteria	18	7.224520582e-05	0	0.1792991035	7.937376406e-05	4.039024112e-05	9.225558111e-05	5.030375089e-05	0.2588726514	3.752071781e-05	0.1569086651	0.000151177646	0.09034267913
397	Saccharospirillum	Pseudomonadota	Gammaproteobacteria	6	7.196103479e-05	0	0.03096984515	2.650748111e-05	2.43024568e-05	0.0001459412883	1.672927192e-05	0.01670146138	1.213348474e-05	0.018735363	0.0002339622132	0.06853582555
398	Bifidobacterium	Actinomycetota	Actinobacteria	6	7.140788169e-05	0	0.0293398533	9.95565843e-05	4.488613e-06	0.0001031060336	5.393848819e-06	0.02505219207	4.906204589e-05	0.037470726	0.0001996396376	0.02492211838
399	Pseudoclavibacter	Actinomycetota	Actinobacteria	19	7.059834007e-05	0	0.1385493073	2.541739904e-05	1.130058685e-05	0.000153720184	4.433977597e-05	0.1461377871	0.0001293275033	0.168618267	3.165908621e-05	0.08722741433
400	Actinocorallia	Actinomycetota	Actinobacteria	49	6.890769861e-05	0	0.2013039935	4.55287369e-05	4.263730201e-05	0.0001083718228	0.0001126220177	0.2463465553	5.45027589e-05	0.2037470726	2.283838518e-05	0.1308411215
401	Flindersiella	Actinomycetota	Actinobacteria	56	6.699816527e-05	0	0.2151589242	7.824677302e-05	5.444525791e-05	6.826013916e-05	0.0001094130686	0.2317327766	6.728425603e-05	0.318501171	3.325581401e-06	0.05295950156
402	Butyratibacter	Pseudomonadota	Alphaproteobacteria	64	6.612544979e-05	0	0.07253463733	6.805511284e-06	3.538357605e-06	0.0001629876845	0.0001404546316	0.09185803758	1.813372065e-05	0.08430913349	1.905003e-05	0.02803738318
403	Tistlia	Pseudomonadota	Alphaproteobacteria	25	6.558329345e-05	0	0.1426242869	2.108579649e-05	1.556879284e-05	0.0001407069086	1.098815513e-05	0.06054279749	5.216674248e-05	0.1709601874	0.0001648977436	0.2274143302
404	Streptomonospora	Actinomycetota	Actinobacteria	38	6.517313441e-05	0	0.1670741646	1.881642232e-05	2.866694084e-05	0.0001308979375	4.444269392e-05	0.1753653445	5.378106863e-05	0.2224824356	0.0001112612749	0.08099688474
405	Caldovatus	Pseudomonadota	Alphaproteobacteria	125	6.49641537e-05	0	0.2526487368	7.590448278e-05	7.218129119e-05	5.057695582e-05	0.0001033344156	0.4363256785	2.629481717e-05	0.1639344262	5.914624489e-05	0.09657320872
406	Ellin517	Verrucomicrobiota	Verrucomicrobiia	57	6.465847695e-05	0	0.3414832926	3.8330831e-05	9.760887768e-05	5.883523142e-05	5.290423263e-05	0.3653444676	9.008103467e-05	0.4590163934	4.838075386e-05	0.1495327103
407	Oceanicaulis	Pseudomonadota	Alphaproteobacteria	4	6.408615702e-05	0	0.008964955175	0.0001776714662	5.959458948e-07	2.597652711e-05	2.754118034e-07	0.002087682672	9.172508167e-07	0.01405152225	0.0002433337268	0.01246105919
408	Nitrosospira	Pseudomonadota	Gammaproteobacteria	50	6.392272905e-05	0	0.06438467808	5.693963011e-05	1.455215518e-05	0.0001090870781	0.0001478185478	0.1252609603	1.716727959e-05	0.03512880562	9.273387648e-07	0.01246105919
409	Alteribacillus	Bacillota	Bacilli	56	6.371037393e-05	0	0.07334963325	3.383310316e-06	5.777246604e-05	0.0001158285397	1.373952551e-05	0.04801670146	2.362941881e-06	0.03044496487	0.0002198829281	0.1682242991
410	Jatrophihabitans	Actinomycetota	Actinobacteria	34	6.365729769e-05	0	0.2461287694	7.945891492e-05	4.99853945e-05	6.224546965e-05	6.874313455e-05	0.3173277662	6.344902067e-05	0.262295082	5.634520559e-05	0.1183800623
411	Candidatus Saccharimonas	Patescibacteria	Saccharimonadia	106	6.305988698e-05	0	0.07416462918	6.78571077e-06	2.094156795e-06	0.0001562285299	2.811526918e-05	0.0751565762	0.0001446367074	0.1007025761	6.689698856e-06	0.03738317757
412	Ferruginivarius	Pseudomonadota	Alphaproteobacteria	14	6.231002398e-05	0	0.02526487368	8.219053709e-05	4.623082811e-05	5.963201291e-05	2.154329041e-06	0.006263048017	7.19276982e-07	0.009367681499	0.0002340041886	0.07476635514
413	Salinibacillus	Bacillota	Bacilli	47	6.195451393e-05	0	0.03748981255	1.190245468e-05	4.022140659e-05	0.0001187048935	2.382835305e-05	0.01461377871	5.042069777e-06	0.01170960187	0.0001945527841	0.1059190031
414	Aliihoeflea	Pseudomonadota	Alphaproteobacteria	26	6.118275732e-05	0	0.065199674	2.83065293e-06	8.279035821e-06	0.0001495019572	9.45980752e-05	0.08350730689	6.355105495e-05	0.07259953162	8.169672119e-06	0.02803738318
415	Lawsonella	Actinomycetota	Actinobacteria	2	6.116648683e-05	0	0.08231458843	0.0001796334611	8.244029634e-06	1.073134288e-05	7.079918849e-06	0.06680584551	1.899291458e-05	0.08899297424	0.0001979751517	0.09657320872
416	FFCH5858	Pseudomonadota	Alphaproteobacteria	42	6.116407e-05	0	0.2339038305	3.114748897e-05	4.869518794e-05	9.474384259e-05	5.402508033e-05	0.248434238	0.0001072626732	0.299765808	1.049576002e-05	0.1246105919
417	Granulicatella	Bacillota	Bacilli	5	6.061869257e-05	0	0.05378973105	8.875169008e-06	0.0001838736195	2.15553558e-06	6.787869301e-06	0.05427974948	0.0001566203256	0.06323185012	1.324257741e-05	0.04049844237
418	Micrococcus	Actinomycetota	Actinobacteria	21	5.877676225e-05	0	0.06112469438	0.0001704061896	8.872325288e-06	1.128191729e-05	9.351980454e-06	0.05636743215	2.965297755e-05	0.06323185012	0.0001712699914	0.06542056075
419	Pluralibacter	Pseudomonadota	Gammaproteobacteria	2	5.768251147e-05	0	0.05378973105	1.978305819e-05	6.868092809e-06	0.0001282708873	1.270283308e-05	0.03131524008	0.0001490430059	0.1053864169	3.272339619e-06	0.01869158879
420	Motilibacter	Actinomycetota	Actinobacteria	47	5.669868131e-05	0	0.3105134474	8.942225625e-05	4.570537448e-05	3.985328051e-05	0.0001141391286	0.4864300626	2.09585854e-05	0.2295081967	1.852748718e-05	0.1557632399
421	Ilumatobacter	Actinomycetota	Acidimicrobiia	45	5.585911913e-05	0	0.2860635697	2.940531615e-05	3.55200012e-05	9.296886311e-05	6.065446598e-05	0.2901878914	5.401772429e-05	0.3583138173	5.11529025e-05	0.1838006231
422	Prosthecobacter	Verrucomicrobiota	Verrucomicrobiia	55	5.575056269e-05	0	0.260798696	1.142394606e-05	5.459643803e-05	9.146622278e-05	6.796251736e-05	0.2797494781	6.025202965e-05	0.3466042155	3.153980668e-05	0.1183800623
423	Fodinicurvata	Pseudomonadota	Alphaproteobacteria	11	5.494238373e-05	0	0.02526487368	7.269941702e-06	6.127585222e-05	8.726537305e-05	0	0	2.131785783e-06	0.007025761124	0.0002071776707	0.08722741433
424	Rhodoligotrophos	Pseudomonadota	Alphaproteobacteria	22	5.461978731e-05	0	0.2363488183	6.988479526e-05	2.461588751e-05	6.67567132e-05	5.994685248e-05	0.2901878914	2.647365758e-05	0.2295081967	8.411116794e-05	0.1651090343
425	Oleiharenicola	Verrucomicrobiota	Verrucomicrobiia	110	5.456936808e-05	0	0.3121434393	2.73474311e-05	4.285115741e-05	8.535248795e-05	4.646244239e-05	0.2818371608	7.812429135e-05	0.4543325527	3.533343402e-05	0.1682242991
426	Sphaerisporangium	Actinomycetota	Actinobacteria	28	5.362277917e-05	0	0.1287693562	1.887504278e-05	1.019008135e-05	0.0001158042471	7.287763596e-05	0.1920668058	1.742986839e-05	0.1077283372	7.303491779e-05	0.06230529595
427	Actinomycetospora	Actinomycetota	Actinobacteria	88	5.350430571e-05	0	0.2330888346	5.497592427e-05	4.6100027e-05	5.830090505e-05	0.0001057246343	0.4258872651	1.782652085e-05	0.1592505855	2.303974727e-05	0.04361370717
428	Nitrosococcus	Pseudomonadota	Gammaproteobacteria	27	5.323909258e-05	0	0.02363488183	5.97430805e-05	2.035038506e-05	7.457055683e-05	6.425661589e-05	0.02713987474	7.598263685e-06	0.004683840749	9.751086911e-05	0.04361370717
429	Egicoccus	Actinomycetota	Actinobacteria	29	5.312786063e-05	0	0.09698451508	1.733638206e-05	4.184360453e-05	9.028763193e-05	9.081006235e-06	0.07098121086	8.087001467e-06	0.07259953162	0.0001787692629	0.1682242991
430	Galbitalea	Actinomycetota	Actinobacteria	18	5.286271e-05	0	0.1809290954	2.441412187e-05	1.764036222e-05	0.000103501084	6.575155673e-05	0.2233820459	4.062398898e-05	0.1639344262	4.990998819e-05	0.1401869159
431	Candidatus Entotheonella	Entotheonellaeota	Entotheonellia	45	5.282487753e-05	0	0.06764466178	6.670793882e-05	2.631389241e-05	6.323877315e-05	7.89368212e-05	0.09394572025	1.711248546e-05	0.03981264637	6.136559525e-05	0.06542056075
432	Christensenellaceae R-7 group	Bacillota	Clostridia	88	5.247808883e-05	0	0.09616951915	1.228189778e-05	6.735209406e-06	0.0001207924773	4.90192352e-05	0.1127348643	9.123264816e-05	0.1264637002	6.087416104e-06	0.03115264798
433	Euzebya	Actinomycetota	Actinobacteria	19	5.229101724e-05	0	0.09616951915	2.163835165e-05	3.337701126e-05	9.155056973e-05	7.186692489e-06	0.03549060543	8.796916456e-06	0.06791569087	0.0001774528633	0.2242990654
434	Treponema	Spirochaetota	Spirochaetia	511	5.197252364e-05	0	0.05134474328	3.729809397e-06	4.610045739e-08	0.0001315722218	2.069508586e-05	0.04592901879	0.0001251758535	0.07494145199	1.268694554e-06	0.02803738318
435	Egibacter	Actinomycetota	Actinobacteria	30	5.174680385e-05	0	0.1833740831	5.269541479e-05	7.980994481e-05	2.844524271e-05	2.002781696e-05	0.1419624217	8.040604558e-05	0.2669789227	6.095521039e-05	0.1339563863
436	Nocardia	Actinomycetota	Actinobacteria	44	5.148202751e-05	0	0.130399348	3.460179477e-05	1.626277543e-05	9.303895078e-05	6.813982905e-05	0.1795407098	6.785834855e-05	0.131147541	4.840980718e-06	0.05607476636
437	Lactococcus	Bacillota	Bacilli	15	5.114088243e-05	0	0.06275468623	7.282362021e-06	4.911330525e-06	0.0001227206902	7.986736833e-05	0.07306889353	5.328678409e-05	0.07962529274	5.420362943e-06	0.02492211838
438	Candidatus Nitrosoarchaeum	SAR324 clade(Marine group B)	Incertae Sedis	206	5.109411239e-05	0	0.4360228199	2.790539974e-05	5.240289629e-05	6.824085172e-05	4.617891464e-05	0.5365344468	5.14944862e-05	0.4449648712	5.789604421e-05	0.2741433022
439	Rhodomicrobium	Pseudomonadota	Alphaproteobacteria	25	5.076245965e-05	0	0.0945395273	1.426858524e-05	9.42877261e-05	4.441772285e-05	3.24854842e-06	0.06471816284	0.0001332071923	0.1288056206	1.199380747e-05	0.09345794393
440	Candidatus Udaeobacter	Verrucomicrobiota	Verrucomicrobiia	62	5.019456661e-05	0	0.07579462103	3.219712653e-05	0.000106610916	1.897182097e-05	9.332095678e-05	0.1524008351	3.383322258e-05	0.04215456674	7.605012107e-06	0.006230529595
441	Lutibaculum	Pseudomonadota	Alphaproteobacteria	7	5.0118145e-05	0	0.06030969845	1.648571629e-05	2.612507349e-05	9.579878578e-05	1.189539615e-06	0.01252609603	4.340699112e-06	0.01170960187	0.0001840239748	0.1962616822
442	Catenuloplanes	Actinomycetota	Actinobacteria	20	4.988048644e-05	0	0.07986960065	3.489907601e-05	3.363655685e-05	7.469487853e-05	6.020601085e-05	0.1064718163	6.962107422e-05	0.09367681499	8.213330128e-06	0.02180685358
443	Candidatus Vestibaculum	Bacteroidota	Bacteroidia	20	4.971804618e-05	0	0.05134474328	3.779147202e-06	2.18667484e-06	0.0001239769552	9.814303631e-06	0.0375782881	0.0001302044849	0.08665105386	2.19836817e-06	0.02492211838
444	Erythrobacter	Pseudomonadota	Alphaproteobacteria	8	4.952807569e-05	0	0.0358598207	0.0001223656809	2.839764968e-05	9.348968495e-06	2.540872703e-05	0.0375782881	1.514366411e-05	0.01639344262	0.0001312580189	0.05919003115
445	Roseibium	Pseudomonadota	Alphaproteobacteria	6	4.916089605e-05	0	0.0228198859	0.0001339792528	2.31817833e-05	3.476535835e-06	2.816148397e-05	0.02922755741	1.41177718e-05	0.02107728337	0.0001271114644	0.01557632399
446	Aquabacterium	Pseudomonadota	Gammaproteobacteria	357	4.892934439e-05	0	0.1662591687	4.808239495e-05	2.775157356e-05	6.661667746e-05	3.146999421e-05	0.2045929019	6.92441551e-05	0.1779859485	4.795926513e-05	0.09345794393
447	Burkholderia-Caballeronia-Paraburkholderia	Pseudomonadota	Gammaproteobacteria	28	4.889788674e-05	0	0.03178484108	1.008163938e-05	2.946348296e-06	0.000116297001	1.056490593e-06	0.03131524008	7.531112254e-06	0.03981264637	0.0001753142153	0.02180685358
448	Naumannella	Actinomycetota	Actinobacteria	30	4.869618065e-05	0	0.108394458	1.684955113e-05	8.204035629e-05	4.688777404e-05	2.458079778e-05	0.09394572025	4.261455045e-05	0.1451990632	9.277133484e-05	0.08099688474
449	Sphaerobacter	Chloroflexota	Chloroflexia	73	4.8683478e-05	0	0.2363488183	4.411065584e-05	8.100660123e-05	2.629103053e-05	0.0001037789675	0.4196242171	1.486435623e-05	0.1381733021	1.145614316e-05	0.09345794393
450	Pullulanibacillus	Bacillota	Bacilli	29	4.849271023e-05	0	0.1515892421	1.669009175e-05	2.973568377e-05	8.852857765e-05	4.191591482e-05	0.108559499	4.440327133e-05	0.2177985948	6.374652771e-05	0.1277258567
451	Olivibacter	Bacteroidota	Bacteroidia	9	4.828888131e-05	0	0.09046454768	3.030402551e-06	4.023836304e-06	0.0001193883249	2.116652769e-05	0.139874739	8.734953045e-05	0.08430913349	3.680199722e-05	0.02492211838
452	Halobacillus	Bacillota	Bacilli	44	4.827370766e-05	0	0.07905460473	2.258234374e-05	2.095299861e-05	9.0396867e-05	1.159301127e-05	0.05219206681	6.630819037e-06	0.04215456674	0.0001584031999	0.1682242991
453	Oceanococcus	Pseudomonadota	Gammaproteobacteria	7	4.7748061e-05	0	0.0162999185	6.125359919e-06	5.483464462e-06	0.000114386154	5.326837663e-06	0.01043841336	3.509514381e-06	0.004683840749	0.0001698964267	0.04049844237
454	Porphyromonas	Bacteroidota	Bacteroidia	8	4.749250937e-05	0	0.02852485738	2.255605321e-06	0.0001496304611	8.966626928e-07	2.503475021e-06	0.02713987474	0.0001330206785	0.03512880562	8.545630218e-07	0.02180685358
455	Kibdelosporangium	Actinomycetota	Actinobacteria	24	4.690451305e-05	0	0.1051344743	1.721315264e-05	2.565060839e-05	8.729042813e-05	8.10494948e-05	0.1795407098	4.361334377e-05	0.09367681499	3.309399153e-07	0.009345794393
456	Maribius	Pseudomonadota	Alphaproteobacteria	7	4.683500881e-05	0	0.1157294214	6.965080071e-05	3.231241518e-05	4.060216827e-05	1.896408171e-06	0.0375782881	8.544272666e-06	0.1264637002	0.0001648279497	0.2180685358
457	Larkinella	Bacteroidota	Bacteroidia	30	4.651103802e-05	0	0.1165444173	8.399155356e-06	1.40475116e-05	0.0001025157298	4.969401952e-05	0.1524008351	5.96485578e-05	0.1241217799	2.428558915e-05	0.05295950156
458	Stenotrophomonas	Pseudomonadota	Gammaproteobacteria	7	4.639438461e-05	0	0.0358598207	1.542573459e-05	0.000122928834	9.180698083e-06	2.390541035e-06	0.02505219207	1.744709668e-05	0.05152224824	0.0001505636463	0.03115264798
459	Thalassiella	Actinomycetota	Actinobacteria	50	4.630703661e-05	0	0.1703341483	4.111316317e-05	2.013786418e-05	7.141795564e-05	7.433076937e-05	0.1941544885	2.344718943e-05	0.1615925059	3.489827262e-05	0.1464174455
460	YC-ZSS-LKJ90	Actinomycetota	Actinobacteria	5	4.623608941e-05	0	0.032599837	3.564174121e-05	6.46357275e-06	8.651968935e-05	1.615672415e-06	0.004175365344	8.080621301e-06	0.009367681499	0.0001635742969	0.1059190031
461	Xylanibacillus	Bacillota	Bacilli	62	4.589292151e-05	0	0.1711491443	3.726663507e-05	3.660000905e-05	6.013253798e-05	4.888683796e-05	0.1461377871	1.771584132e-05	0.168618267	7.890702515e-05	0.2118380062
462	Inquilinus	Pseudomonadota	Alphaproteobacteria	23	4.490520754e-05	0	0.1361043195	2.140737292e-05	1.764889748e-05	8.525509913e-05	1.870381289e-05	0.139874739	8.949224669e-05	0.206088993	2.469275372e-05	0.03738317757
463	Lentzea	Actinomycetota	Actinobacteria	118	4.478975769e-05	0	0.09698451508	2.837403201e-05	1.422275129e-05	8.22426678e-05	5.489394918e-05	0.1419624217	6.642633168e-05	0.1147540984	9.308018607e-07	0.006230529595
464	Puia	Bacteroidota	Bacteroidia	33	4.430669725e-05	0	0.1173594132	8.608932972e-06	1.259690419e-05	9.781091554e-05	6.584267215e-05	0.1252609603	4.819868049e-05	0.1569086651	6.993274135e-06	0.05295950156
465	Gemella	Bacillota	Bacilli	7	4.428884516e-05	0	0.04074979625	1.315739268e-05	0.0001232970342	5.214541957e-06	3.297375592e-06	0.04384133612	0.0001200093243	0.04449648712	4.732051845e-06	0.03115264798
466	Rheinheimera	Pseudomonadota	Gammaproteobacteria	5	4.413676607e-05	0	0.03748981255	8.775452878e-05	5.028486104e-05	4.963281027e-06	2.231186841e-05	0.04175365344	6.950185934e-05	0.03981264637	4.296303136e-05	0.02803738318
467	Bosea	Pseudomonadota	Alphaproteobacteria	21	4.406800462e-05	0	0.2224938875	1.35859514e-05	2.497080829e-05	8.334090673e-05	5.674148428e-05	0.2400835073	4.992930477e-05	0.2974238876	1.735968089e-05	0.09657320872
468	Pyxidicoccus	Myxococcota	Myxococcia	29	4.370486228e-05	0	0.05949470253	1.381191242e-05	2.584574236e-05	8.152026742e-05	8.670272031e-05	0.08977035491	7.416592877e-06	0.0281030445	2.781426116e-05	0.05607476636
469	Dactylosporangium	Actinomycetota	Actinobacteria	29	4.359298247e-05	0	0.1898940505	3.376849837e-05	8.892228584e-05	1.486775779e-05	7.069112394e-05	0.260960334	4.041561133e-05	0.2177985948	7.383411481e-06	0.04672897196
470	Roseimaritima	Planctomycetota	Planctomycetes	72	4.314804899e-05	0	0.09535452323	1.24050372e-05	2.91073509e-05	7.856135355e-05	1.805062276e-05	0.05845511482	1.641500012e-05	0.06557377049	0.0001161595102	0.1900311526
471	Belnapia	Pseudomonadota	Alphaproteobacteria	34	4.296423011e-05	0	0.228198859	6.960066163e-05	3.631133672e-05	2.740726778e-05	8.773317072e-05	0.4196242171	1.886772355e-05	0.1405152225	8.213095361e-06	0.05919003115
472	Janthinobacterium	Pseudomonadota	Gammaproteobacteria	16	4.292001802e-05	0	0.01140994295	0.0001408501687	5.429316848e-07	1.260387825e-07	8.830831669e-07	0.01461377871	3.070237461e-07	0.007025761124	0.0001623326048	0.01246105919
473	Tianweitania	Pseudomonadota	Alphaproteobacteria	7	4.284320839e-05	0	0.065199674	2.36726636e-05	1.395436621e-05	8.110922429e-05	9.754697839e-05	0.1064718163	9.420940531e-06	0.04215456674	5.672499822e-06	0.03426791277
474	Labrys	Pseudomonadota	Alphaproteobacteria	38	4.273585575e-05	0	0.228198859	1.656133536e-05	3.661834444e-05	6.819512451e-05	4.846936517e-05	0.3110647182	4.209405357e-05	0.1896955504	3.503398198e-05	0.1557632399
475	Candidatus Omnitrophus	Verrucomicrobiota	Omnitrophia	462	4.200640638e-05	0	0.2909535452	2.453761509e-05	6.542884842e-05	3.688919106e-05	3.690811447e-05	0.2985386221	4.597989934e-05	0.3653395785	4.432852578e-05	0.1806853583
476	Halosaccharopolyspora	Actinomycetota	Actinobacteria	17	4.198828038e-05	0	0.0586797066	9.362463751e-05	2.691756114e-05	1.357735039e-05	8.865994976e-05	0.05845511482	2.005932138e-05	0.08899297424	1.514560331e-06	0.01869158879
477	Alcanivorax	Pseudomonadota	Gammaproteobacteria	37	4.155594047e-05	0	0.0391198044	1.826734221e-05	5.313817734e-05	5.052329553e-05	7.405147181e-07	0.01252609603	1.512710188e-06	0.018735363	0.0001557274304	0.1059190031
478	Gorillibacterium	Bacillota	Bacilli	65	4.136268713e-05	0	0.2461287694	1.892984438e-05	4.748801664e-05	5.404468494e-05	5.752465624e-05	0.3215031315	2.463757448e-05	0.2599531616	3.949365254e-05	0.1152647975
479	Reyranella	Pseudomonadota	Alphaproteobacteria	50	4.090281482e-05	0	0.2045639772	3.139366342e-05	3.202223672e-05	5.550387933e-05	4.62996264e-05	0.2567849687	4.114937503e-05	0.2529274005	3.252164983e-05	0.06230529595
480	Oharaeibacter	Pseudomonadota	Alphaproteobacteria	10	4.084413656e-05	0	0.1572942135	2.134728428e-05	4.07691862e-05	5.620570858e-05	1.450173106e-05	0.1002087683	5.028238981e-05	0.1990632319	6.759765091e-05	0.1869158879
481	Monoglobus	Bacillota	Clostridia	76	4.071173756e-05	0	0.0945395273	6.084343944e-06	1.578352643e-06	9.934298246e-05	1.762430808e-05	0.09603340292	9.406401261e-05	0.1334894614	4.192912892e-06	0.04049844237
482	Rubrivivax	Pseudomonadota	Gammaproteobacteria	47	4.060207487e-05	0	0.1564792176	2.246980578e-05	2.815086376e-05	6.484071524e-05	2.611980418e-05	0.1878914405	2.367188909e-05	0.1756440281	8.473352966e-05	0.08411214953
483	Methylorubrum	Pseudomonadota	Alphaproteobacteria	5	4.044453186e-05	0	0.1075794621	3.926271877e-05	5.407434531e-05	3.041642119e-05	4.76497915e-05	0.1795407098	2.116849313e-05	0.07728337237	5.533409312e-05	0.04049844237
484	Shouchella	Bacillota	Bacilli	26	4.039230851e-05	0	0.1385493073	1.375024282e-05	8.543044223e-06	8.690162945e-05	4.300707994e-05	0.1628392484	6.369864935e-05	0.168618267	5.487999912e-06	0.06230529595
485	Stigmatella	Myxococcota	Myxococcia	53	4.030796717e-05	0	0.1369193154	3.41122417e-05	3.868954527e-05	4.647131868e-05	4.288921631e-05	0.2025052192	3.397355676e-05	0.1194379391	4.488234381e-05	0.06230529595
486	Aliterella	Cyanobacteriota	Cyanobacteriia	11	4.023011075e-05	0	0.05378973105	5.970028342e-05	9.399501247e-06	4.973128794e-05	4.225602695e-05	0.07933194154	2.233068379e-05	0.04449648712	6.101715578e-05	0.02803738318
487	Beutenbergia	Actinomycetota	Actinobacteria	4	3.929896231e-05	0	0.004074979625	0.0001296078812	0	1.201464394e-08	1.099867468e-06	0.008350730689	0	0	0.0001485762936	0.003115264798
488	Neo-b11	Pseudomonadota	Alphaproteobacteria	25	3.906551421e-05	0	0.1238793806	7.927021841e-05	2.577839303e-05	1.819260958e-05	9.034244451e-05	0.2505219207	1.054375168e-05	0.07025761124	4.896356439e-07	0.006230529595
489	Klebsiella	Pseudomonadota	Gammaproteobacteria	13	3.905295614e-05	0	0.0293398533	4.687815105e-06	7.623487483e-05	3.613633471e-05	3.409307003e-06	0.02922755741	3.664357433e-05	0.03278688525	9.544583455e-05	0.02492211838
