library	campaign	site	position	recruited_pct	coxL_CO_dehydrogenase	NiFe_hydrogenase_large	rbcL_RuBisCO	psbA_photosystem_II	nifH_nitrogenase	amoA_pmoA_ammonia_monooxygenase	nirK_nirS_nitrite_reductase	nosZ_N2O_reductase	ureC_urease	otsA_otsB_trehalose	treY_treZ_trehalose	ectABC_ectoine	crtB_phytoene_synthase	spo0A_sporulation	phrB_photolyase	uvrA_excision_repair	recA_recombination_repair	katE_katG_catalase	sodA_superoxide_dismutase	dps_DNA_protection
F25Sr1	3	25	Surface	34.75796535	0.2279117866	0.05827939051	0.1145572294	0.0004941241331	0	0.01524340856	0.09978387009	0.002669711925	0.2848411079	0.8685326745	0.7248032728	0.1334057207	0.5050957499	0.1067941554	0.3704319612	0.9639615384	0.9080948735	0.8720090437	0.8568944568	0.7898573145
F26Dr2	3	26	Deep	21.23843575	0.569798431	0.5169767029	0.2848894794	0	0	0.1539047228	0.4607326059	0.02607069689	0.2438246604	0.860624236	0.8642062189	0.3404241342	0.3809516964	0.06259337561	0.0359395494	0.8539541134	0.8835361254	0.6064145155	0.3388304516	0.2926090746
F26PRr1	3	26	Rhizosphere	26.11528879	0.3432999401	0.1627502451	0.1755339567	0.001114976604	0	0.01876701328	0.274316696	0.01149249692	0.2991302165	0.8052637573	0.8459212105	0.1756081047	0.4727577262	0.05711493623	0.2821035612	0.9271882707	0.9245618442	0.8373669213	0.7642381478	0.7172664094
F27Dr1	3	27	Deep	24.59991991	0.4225860536	0.5644194726	0.2944299414	0.001900292081	0	0.1088858842	0.5629118134	0.01065930381	0.2388981755	0.9389048196	0.7160459171	0.2832122773	0.3541408642	0.04436656212	0.08923788416	0.8807540164	0.9320043117	0.5135642573	0.6502878658	0.264135671
F27PRr2	3	27	Rhizosphere	45.65579404	0.06422431112	0.007438557623	0.03673406427	0.0001952822021	0.0002473364934	0.001543246437	0.02241838157	0.002595476035	0.4409466953	0.7323543576	0.5600513291	0.08551395235	0.6886841512	0.1596116204	0.3978084264	0.9778256973	0.9837265877	0.9043481374	0.9765837799	0.9165953871
F27Sr1	3	27	Surface	36.98572572	0.2002952812	0.06235913706	0.1110248014	0.0002288970633	0.0002046239151	0.01354223582	0.08457137943	0.002757319531	0.2509319546	0.8524073229	0.612928329	0.1306142988	0.6310438435	0.06303493032	0.4353513952	0.9573025856	0.9061961817	0.8467285088	0.8998424952	0.7706316571
F28Dr1	3	28	Deep	29.47808642	0.5414743556	0.3719806555	0.2293806823	0.000771002964	0	0.05472305038	0.4127033482	0.0550368966	0.3180268013	0.9187784525	0.8885732088	0.363447471	0.5851249875	0.05081512869	0.08840477482	0.9248874474	0.9248191551	0.8034475511	0.4691196037	0.4933872351
F28PRr2	3	28	Rhizosphere	40.15694162	0.4434521156	0.01785259902	0.2178358196	0	0.0001366990059	0.001634647967	0.08488338359	0.05864376546	0.4024126894	0.9688743911	0.6591013372	0.6300179367	0.5592759079	0.01817137379	0.1191935846	0.988079169	0.9523445676	0.9614683014	0.7387943346	0.7964918433
F2Dr1	3	2	Deep	16.23468827	0.5021399503	0.4334311747	0.3171961645	0.04310388894	0.06153164521	0.01552100692	0.5734265428	0.02277869519	0.163409077	0.9097362047	0.7509074701	0.2154575749	0.5503480967	0.02189084639	0.09715064266	0.9249346404	0.9514510741	0.7598625149	0.680640964	0.2240164673
F2PRr3	3	2	Rhizosphere	19.98120389	0.3974990656	0.1644111623	0.1144101052	0.001528716897	0.006112655908	0.00973632225	0.303934457	0.01618302169	0.3224322181	0.7856313624	0.6354226789	0.2668522409	0.5206747082	0.04489877749	0.3216834744	0.9191632345	0.9714653776	0.7386209003	0.73608069	0.6193736823
F2Sr2	3	2	Surface	19.92394672	0.4561409123	0.3733884094	0.2629525514	0.002922302535	0.1232655131	0.01025194677	0.5639855894	0.02056990534	0.1076071688	0.7364865609	0.7932184271	0.1265054792	0.4778083467	0.01994310446	0.1288362461	0.943960541	0.9761976484	0.7748143053	0.7591689794	0.1588822152
F31Dr2	3	31	Deep	47.30295136	0.6231218049	0.4810871972	0.1878733914	0	0	0.2300085873	0.5034069096	0.001449127074	0.1249777832	0.9049546148	0.8304771715	0.648287359	0.4515666333	0.0180603229	0.0242585999	0.9813027502	0.910623684	0.6602774253	0.371392901	0.3883793611
F32PRr1	3	32	Rhizosphere	46.98128958	0.6662766772	0.1806495888	0.2808863155	0.001436091955	0	0.1611860644	0.2543549222	0.002064889978	0.2883925936	0.888136856	0.8751412918	0.5149073694	0.4690203541	0.0109276934	0.1055572577	0.947671368	0.9094215058	0.8715405921	0.6125849929	0.4623420271
F33PRr1	3	33	Rhizosphere	28.42708584	0.5674492993	0.2623382294	0.2043366331	0.003675011381	0	0.03181278651	0.2275954448	0.03633657016	0.4013849065	0.8863862982	0.6875397869	0.5288705494	0.6001079918	0.01699707656	0.1705943433	0.9010119559	0.9324761175	0.6892372797	0.8156947963	0.7231272819
F34PRr2	3	34	Rhizosphere	29.23159415	0.4754402458	0.3182726554	0.3053756003	0.0008071759235	0.002182330381	0.03817010862	0.3749873347	0.01212936331	0.2263022087	0.9309038354	0.794263794	0.2283219283	0.3680189508	0.02649117742	0.1632563713	0.9076305822	0.948792094	0.7114800804	0.7739160379	0.5343921091
F35Dr1	3	35	Deep	24.6159227	0.5472585609	0.6501363054	0.3586406107	0.0008488514224	0	0.07937247886	0.5574190531	0.01748547309	0.118331233	0.9420940435	0.822327528	0.221349151	0.4839117552	0.02466440015	0.05227040418	0.9125263396	0.9621891637	0.7154454499	0.4401596744	0.1783781054
F35PRr1	3	35	Rhizosphere	39.79356052	0.4911090032	0.101739756	0.2123254535	0.0006903476252	0.001745698377	0.003702466808	0.1378804328	0.03380764145	0.5537843229	0.8994387344	0.8735242077	0.4753807394	0.6404557044	0.0909128021	0.1595990366	0.9794190295	0.962008077	0.9473944689	0.7850722297	0.7805967669
F36Dr3	3	36	Deep	16.29191821	0.4871638389	0.26538266	0.2255256981	0.003296172944	0.0009810766171	0.02825362116	0.3024051313	0.009503156475	0.2364075029	0.8737380137	0.8404485219	0.2100973001	0.5132997343	0.03935627403	0.194532528	0.8750508191	0.93095272	0.7286607635	0.6738456852	0.4537272295
F36PRr2	3	36	Rhizosphere	40.71601334	0.1921968985	0.0258175404	0.1216100164	0.0005704166026	9.63653776e-05	0.005980785628	0.07459683053	0.003000763296	0.3285779668	0.8456682005	0.6740570583	0.1554903349	0.5910672278	0.102730016	0.4127974627	0.9650996631	0.9150262386	0.9007083115	0.8948923654	0.8378932778
F36Sr1	3	36	Surface	29.58514639	0.3348221478	0.1633544339	0.1896404405	0.0007682706282	0	0.0413171675	0.212547495	0.001559028047	0.2226816269	0.8321040918	0.7241381893	0.206862118	0.609611984	0.09807639404	0.3456637643	0.971308597	0.9646445892	0.8186051337	0.7919843326	0.6198454284
F37Dr2	3	37	Deep	35.70530242	0.4545237648	0.05200475195	0.1899356924	0.0003728171195	0	0.004308006357	0.1014597925	0.002999828962	0.4386290865	0.8991008719	0.8075929974	0.1739817843	0.6618413222	0.01043057734	0.3029069497	0.9608373184	0.9576539479	0.8591529705	0.8125516878	0.6601981148
F37PRr2	3	37	Rhizosphere	37.66059653	0.1815075549	0.02581479911	0.09450481368	0.0001912397483	0	0.003043576368	0.05251823662	0.0005405650965	0.2688671335	0.8707337104	0.7958334823	0.09098661299	0.4231085156	0.08557589626	0.3218719914	0.9744336538	0.8211249586	0.8092707112	0.8610227842	0.8607573868
F37Sr1	3	37	Surface	31.82112959	0.4516697571	0.3163581325	0.263810748	0.0005015687974	0	0.07181706207	0.2901066432	0.006252165501	0.2358624588	0.9080432425	0.7789326789	0.2964543834	0.5744289072	0.03153436036	0.252498779	0.9469749525	0.9688721966	0.8126929013	0.6305287161	0.4694108973
F38Dr3	3	38	Deep	28.18537131	0.5441775037	0.3759014303	0.2618435654	0.008367318579	0	0.07076911682	0.4453036319	0.01924823328	0.4197723625	0.9381695234	0.8849401827	0.4099451868	0.5951280316	0.006688100027	0.206085947	0.8971666122	0.8467729018	0.7614533773	0.7025439417	0.4710279088
F38PRr1	3	38	Rhizosphere	36.08758836	0.443736809	0.2972303773	0.3067204066	0.008225646642	0.0186583363	0.06372233986	0.3113575369	0.02134763579	0.5014967093	0.9249560297	0.8032973217	0.3902733442	0.6232856873	0.006665853218	0.1331665309	0.8549726039	0.9648116028	0.7231716069	0.7726417981	0.6141690867
F38Sr1	3	38	Surface	31.2497414	0.5979468011	0.5698838651	0.4413940246	0	0	0.2508864711	0.5407097875	0.003700298557	0.1049149912	0.9390090342	0.8885575832	0.3831685832	0.4179858753	0.009256511714	0.1188446105	0.9671802399	0.9874847603	0.5999773585	0.5072270618	0.2614577316
F39PRr2	3	39	Rhizosphere	45.04164583	0.6176904981	0.09612305606	0.2121233606	0.0009309840977	0.0004113967565	0.03851920049	0.1005229546	0.01031192812	0.4118695766	0.9138878889	0.5520127713	0.600979563	0.6076525181	0.0951577206	0.1562715186	0.9616773457	0.9616491239	0.9343600243	0.6932382031	0.823351646
F39Sr1	3	39	Surface	32.14939454	0.5106334917	0.2556983329	0.2170287229	0.0006773709213	0.008083733262	0.1356327743	0.3196924177	0.001050698294	0.1853833298	0.9129398218	0.634686791	0.2696614703	0.4986295725	0.06426874293	0.2023730307	0.953763945	0.97212931	0.7500368722	0.7338137892	0.6069434635
F3PRr1	3	3	Rhizosphere	16.12571837	0.5112697366	0.2698019009	0.1884536887	0	0	0.03983159914	0.2916074452	0.02869345479	0.2766798793	0.8441145626	0.8643088258	0.200357571	0.5651130122	0.05229416424	0.2672747287	0.8892901743	0.8906734411	0.7781950705	0.6117925647	0.4203521459
F41Dr3	3	41	Deep	49.4569442	0.1741344365	0.919364715	0.9278591118	0	0	0.09541615005	0.4758049661	0.01351455997	0.6267161512	0.9591011132	0.9490362407	0.1060432907	0.1435442535	0.003545096909	0.01228298585	0.9844163052	0.9286667083	0.7977691028	0.1899842799	0.09862127467
F41PRr1	3	41	Rhizosphere	28.94679453	0.6611692912	0.3408075208	0.4018050588	0	0	0.00281710225	0.3560353069	0.002900341622	0.1738382042	0.7926784258	0.5854133626	0.5174219794	0.3088808224	0.006948240187	0.1812033883	0.9175733559	0.7714771865	0.5642710444	0.7154830463	0.2896157754
F42PRr2	3	42	Rhizosphere	37.77269171	0.2803421955	0.01131854498	0.1288703655	0.000437033456	0	0.003093809078	0.0853559699	0.03684138983	0.3601863605	0.9367151187	0.8731874682	0.2132860653	0.4710403187	0.1074822596	0.2987349252	0.9787568206	0.8157621765	0.8849324865	0.779452937	0.8939819874
F43PRr2	3	43	Rhizosphere	26.84683263	0.3288767604	0.03353080206	0.216358539	0.0008657999369	0	0.002621332541	0.09848215724	0.0006953375936	0.4499986882	0.8603091858	0.8481302761	0.2189905252	0.5394779256	0.05937266633	0.2340820367	0.9611752563	0.9002883651	0.8755698764	0.9133161627	0.7765368403
F45Dr3	3	45	Deep	26.22891986	0.3638750939	0.06207055554	0.1582240165	0.0008357629714	0	0.008953442279	0.339540043	0.012221644	0.401697481	0.755485748	0.6325206055	0.2814291031	0.5578328939	0.2347531104	0.1718171598	0.9541677163	0.912262454	0.9032559654	0.8343421266	0.5678107246
F45Sr3	3	45	Surface	19.67018644	0.6979167062	0.1085268849	0.1643619638	0	0.0009138452783	0.02594888674	0.3120224152	0.02812514466	0.2643216722	0.9620804784	0.8349800486	0.4224717477	0.5858017035	0.02105323047	0.2147209067	0.8649551471	0.9292056202	0.872735083	0.4999440649	0.4903213986
F46Dr2	3	46	Deep	12.41915584	0.5460823977	0.04176107627	0.3866690662	0	0	0.01727360505	0.2808787829	0.03760373694	0.2819806474	0.938337801	0.672412129	0.5178238162	0.7968665525	0.04447825861	0.2120762546	0.8878400444	0.7450413278	0.9213072543	0.8572118946	0.6885615814
F47Dr3	3	47	Deep	1.036872364	0.4715518394	0.108264163	0.2094555223	0	0	0.08215015073	0.1261408387	0.009005403484	0.3832556964	0.9897795395	0.5665763863	0.134731002	0.7303412654	0.00810842423	0.4434555784	0.9668566125	0.9911186812	0.918154557	0.7357727406	0.5891672661
F48Dr2	3	48	Deep	27.27075831	0.5927524404	0.1295986724	0.1119610824	0.0007417421902	0.005917125888	0	0.2224438156	0.005604220324	0.3612030901	0.8925887643	0.8442968461	0.2475637974	0.6091739872	0.04316955141	0.1585965768	0.9283440192	0.9476812845	0.8175739288	0.8060706438	0.5302787562
F48Sr2	3	48	Surface	35.53205384	0.3327468725	0.02923367936	0.1242507235	0	0.0003294376129	0.0004335919074	0.1587752578	0.04648710444	0.3386553895	0.7913856663	0.7324802792	0.3365938357	0.4790491722	0.1971853475	0.2517903342	0.9459833223	0.9026453858	0.9044802379	0.8755641157	0.8568588132
F49Dr1	3	49	Deep	52.77646523	0.4916276198	0.08672284286	0.2772808167	0.0004758953236	0	0.0009282036185	0.1926133833	0.004895536976	0.4896484777	0.9516499998	0.8470401807	0.4459534947	0.609687722	0.01582127093	0.1333178112	0.9842940312	0.9699626893	0.8940615195	0.6879076791	0.8502251421
F49PRr3	3	49	Rhizosphere	23.26599091	0.5667030137	0.7660445234	0.3715005995	0	0.0003465462112	0.01219988738	0.4609791472	0.02192144658	0.1007869469	0.988553385	0.9183412123	0.1960814804	0.5735652633	0.02122026291	0.05368426992	0.771639071	0.9761100045	0.747689665	0.2982419661	0.1181388866
F4Dr1	3	4	Deep	26.06115517	0.5776942375	0.4877017988	0.2879073885	0	0.03748707775	0.017023673	0.3753744455	0.007034559705	0.1177271468	0.9677138194	0.8390498749	0.1001701068	0.2901395244	0.007080531669	0.03696546564	0.9769903431	0.9848951916	0.4045756537	0.6873854362	0.1285503044
F4PRr2	3	4	Rhizosphere	22.53694626	0.5138619644	0.3424747037	0.2394759566	0.0006586376357	0.004742421567	0.04693975997	0.4825572582	0.04483453252	0.2436780574	0.766219152	0.8417923251	0.2427409908	0.3106443766	0.01306818276	0.07996538762	0.9567289585	0.9128787367	0.5879155502	0.5445601031	0.271362293
F4Sr2	3	4	Surface	23.45565356	0.5992581588	0.2784065169	0.145167822	0.001900507606	0.001111017087	0.07076282038	0.3589111436	0.009298419038	0.354455782	0.8918603041	0.7743385502	0.4927722685	0.5251868571	0.03127751419	0.1343208249	0.9516640483	0.9230425469	0.7734333544	0.6203274886	0.5146579172
F51PRr1	3	51	Rhizosphere	24.44231147	0.4567036046	0.09267274095	0.3945867349	0.001145958885	0.001270030048	0.005931407027	0.1843004763	0.003663595978	0.4160245199	0.9239149209	0.9344149589	0.4525604938	0.5124973852	0.04756161542	0.2016358868	0.914024792	0.9628781415	0.9112284974	0.7995942652	0.7197476585
F54PRr2	3	54	Rhizosphere	24.73896336	0.596516321	0.2442073907	0.3085555917	0	0	0	0.8413710444	0.1995722743	0.2774536338	0.7595870944	0.5769817146	0.763129771	0.6361484657	0	0.4506722833	0.9378411679	0.9711075082	0.8685902759	0.6981987263	0.5425777502
F57PRr2	3	57	Rhizosphere	0.618456829	0.4585977496	0.111826575	0.2394751372	0	0	0	0.3001324075	0	0.172812274	0.8319124519	0.7660210281	0.3399859459	0.4413015351	0.06819502675	0.5193954985	0.8586849463	0.939368633	0.939368633	0.6584637309	0.6960830163
F58PRr1	3	58	Rhizosphere	21.43981476	0.2187350536	0.00630649593	0.203796235	0.001640077417	0.0007067512323	0	0.114689695	0.01975669383	0.3319877844	0.6517521301	0.6898157372	0.5402502012	0.5641496925	0.1614460215	0.2818822356	0.8933171033	0.9477940523	0.9065374953	0.930993632	0.7617259987
F58Sr3	3	58	Surface	19.06221497	0.4284711647	0.07732198057	0.2511568167	0.0008951861066	0.0009984262601	0.004457768268	0.2107083003	0.009727195334	0.3296814404	0.8367992672	0.7615984063	0.3723144925	0.5986000314	0.06807431927	0.386364813	0.8074433678	0.8749948195	0.8515120175	0.7445100507	0.6713619994
F5PRr3	3	5	Rhizosphere	17.77835574	0.4699204816	0.3750627117	0.2518203618	0.001184644706	0.002735086046	0.02144333711	0.395731114	0.01081626473	0.3288543025	0.9615981729	0.8237803863	0.198640892	0.589581752	0.03040791551	0.1845702819	0.8969576499	0.9497745222	0.7739258594	0.5432326445	0.3767229107
F5Sr2	3	5	Surface	14.25600556	0.4934366047	0.2975720352	0.2013300367	0	0	0.03644264186	0.3405854033	0.004070146631	0.3214526764	0.9470554872	0.8509107212	0.1784688397	0.6470718696	0.03274098625	0.2602639334	0.8920688111	0.939215124	0.8493599971	0.4768461689	0.3558743796
F6Dr2	3	6	Deep	33.84946495	0.338737128	0.4092710508	0.1093568448	0.000710692179	0.002708551684	0.009620333802	0.328433188	0.02996429055	0.3981038622	0.9046335736	0.7879299604	0.1803483377	0.4790002364	0.1352965467	0.212970094	0.9653512691	0.9407389243	0.5858839619	0.8956129805	0.4119855607
F6PRr3	3	6	Rhizosphere	29.78046159	0.4015501794	0.2808673917	0.1144256493	0.00119109638	0.002198795617	0.006987266523	0.2628781201	0.02255485347	0.4271241966	0.8957514039	0.7953905277	0.2129043905	0.5312378596	0.09902736632	0.209770071	0.9459413767	0.9337010814	0.694191487	0.8711374463	0.4813096628
F8PRr3	3	8	Rhizosphere	29.12998278	0.5153833629	0.1236833553	0.1479849148	0.001558317228	0.0004063570546	0.008525588474	0.2385456589	0.0140931792	0.3620852079	0.9232800507	0.8747188592	0.3055389456	0.5966930298	0.07255537896	0.2266216811	0.9375985321	0.9329387807	0.8896301605	0.6896696796	0.6005754914
F9PRr2	3	9	Rhizosphere	7.015477367	0.3793019208	0.2480963971	0.1891945452	0	0.356636086	0.01074275833	0.2146713457	0.02603560809	0.4249340559	0.6294588429	0.5508049528	0.3344946944	0.4584799314	0.3140873156	0.06014744842	0.9790464101	0.9802480128	0.6873018115	0.9076665438	0.7129208864
T1Dr2	2	1	Deep	18.05925581	0.4764626219	0.4220974928	0.2029818606	0.0006323183313	0.006364795604	0.0125735649	0.5872886558	0.01661566673	0.2610667996	0.9725225048	0.8016746243	0.242477656	0.5701565561	0.0254765047	0.09801608564	0.9095055201	0.954834505	0.7633127	0.5390432862	0.2656167867
T1PRr2	2	1	Rhizosphere	16.84825911	0.5195958353	0.2081062598	0.1520250002	0.003109966831	0.008869324244	0.02109283285	0.3394213975	0.0252353873	0.3059385098	0.9105981841	0.8031352849	0.2301525905	0.5055668359	0.0313311151	0.217585105	0.9139145756	0.9505230162	0.7853187064	0.7149243544	0.4372924638
T2Dr2	2	2	Deep	20.05665636	0.4917077709	0.1737973393	0.1550695646	0.0008942142538	0.001097155194	0.008436113257	0.2726621968	0.0129571729	0.2986990418	0.9378583213	0.8144570253	0.2255673301	0.5968708513	0.04986054233	0.2805459785	0.9057358064	0.9453047454	0.8479170276	0.6902995157	0.5195747396
T2PRr2	2	2	Rhizosphere	21.93711189	0.5161078087	0.2440192518	0.1140555426	0.001656185472	0.01029822253	0.01180003896	0.4872453163	0.02272993581	0.4222358654	0.8779492467	0.7232815857	0.2600988196	0.6191040613	0.01359587641	0.3229146085	0.8196251443	0.9764611926	0.7776566774	0.5873881462	0.5510505855
T2Sr2	2	2	Surface	23.0060852	0.4827939425	0.1593584547	0.127017047	0.0009695435276	0.001053792042	0.007738829334	0.2720645362	0.005697195845	0.2843178053	0.952803238	0.8652570033	0.1801503589	0.6007125952	0.05032377836	0.4150231432	0.9510506542	0.9630902971	0.9073264475	0.5799078268	0.510298345
T4PRr3	2	4	Rhizosphere	27.28135973	0.3141494058	0.09074374169	0.1434460477	0.0009346064952	0.0001881149162	0.001644639397	0.1495034337	0.00571257009	0.336837668	0.8776106645	0.8771881408	0.1619042875	0.4168013809	0.05206087452	0.2627053852	0.9589859763	0.9035132914	0.8412856848	0.8393575154	0.7784383647
T5Dr3	2	5	Deep	17.26052707	0.4083565127	0.5117717139	0.2406970238	0.0006905159937	0.004745445448	0.01340265663	0.5894269517	0.01630453685	0.1285322521	0.9817604744	0.7383964069	0.1723220577	0.3720502639	0.02369262001	0.06901426965	0.8939060171	0.9688963806	0.597368855	0.6278712383	0.1153511712
T5PRr3	2	5	Rhizosphere	15.46091975	0.4700176106	0.2226355576	0.1680245201	0.003570173307	0	0.005556422722	0.2039553753	0.007749314318	0.3440899501	0.9151877578	0.6828347686	0.2306800663	0.6293605251	0.0644627783	0.4144980141	0.9271845061	0.9659646773	0.8989288094	0.722684809	0.4711749919
T5Sr2	2	5	Surface	21.13702722	0.4276371725	0.2754580012	0.1677379381	0	0	0.02641908308	0.2693345735	0.003994429165	0.2983676256	0.8279996083	0.7237923346	0.1961579635	0.7128075352	0.06595110653	0.410747825	0.9248631277	0.9496937175	0.833137642	0.578485358	0.4492455995
T6Dr3	2	6	Deep	28.04512261	0.3639948829	0.07562867457	0.1310868803	0.000422977648	0.0007419230891	0.003292401224	0.1707719788	0.003404019117	0.3664987015	0.92620788	0.8944597573	0.1833405804	0.557790784	0.0902904553	0.3093032732	0.9703342123	0.9007871882	0.8842256575	0.8085381905	0.6887963313
T6PRr1	2	6	Rhizosphere	28.37137701	0.2778610931	0.03913173844	0.1276923808	0.0005138517068	0.001050067855	0.001083738022	0.12259841	0.00246475741	0.3523230151	0.9023301396	0.8730377045	0.1904214672	0.4584399015	0.07800594299	0.3560282795	0.9702417494	0.9328907401	0.900814149	0.8279035705	0.7707438733
T7Dr3	2	7	Deep	38.25188308	0.5160585927	0.22422721	0.1514972121	0.0009745919153	0.0006889254299	0.02587300113	0.2099455201	0.01443919153	0.3854426559	0.8517715977	0.8774509802	0.4172311583	0.6648189107	0.02499307016	0.1471462068	0.9432836792	0.9457316944	0.7966722288	0.810238914	0.6486790542
T7PRr1	2	7	Rhizosphere	37.66090711	0.3269678679	0.093017909	0.1296598624	0.000326795846	0.0002627417064	0.008060106709	0.179547506	0.005209619949	0.3209655346	0.901140976	0.8792156834	0.263552906	0.5346730133	0.05719382512	0.2280716198	0.9608453193	0.9082193347	0.8568228123	0.7760745547	0.7728847058
T8Dr1	2	8	Deep	17.43589872	0.6028759313	0.3074757737	0.1791838137	0.0005472612081	0	0.06440548414	0.5472771236	0.04132482013	0.212225398	0.9663658616	0.6208117645	0.415113388	0.3806266522	0.0136517654	0.09522182667	0.8458244601	0.9780870131	0.7391872907	0.7586799818	0.4839086101
T8PRr1	2	8	Rhizosphere	27.32415759	0.6963922271	0.3839939526	0.2968727281	0.00120141047	0.001280995101	0.06230385518	0.4351366982	0.01157169763	0.3024537761	0.9692702009	0.7050705214	0.3593776051	0.3890093102	0.01434579741	0.08881355226	0.9194180727	0.9683552171	0.8144631878	0.696062664	0.5456791574
