campaign	site	position	coxL_CO_dehydrogenase	NiFe_hydrogenase_large	rbcL_RuBisCO	psbA_photosystem_II	nifH_nitrogenase	amoA_pmoA_ammonia_monooxygenase	nirK_nirS_nitrite_reductase	nosZ_N2O_reductase	ureC_urease	otsA_otsB_trehalose	treY_treZ_trehalose	ectABC_ectoine	crtB_phytoene_synthase	spo0A_sporulation	phrB_photolyase	uvrA_excision_repair	recA_recombination_repair	katE_katG_catalase	sodA_superoxide_dismutase	dps_DNA_protection
1	10	Deep	0.0004542376227	0.0001794897988	0.0001475788133	7.461623411e-07	5.521141165e-05	6.214048059e-06	0.0001837607758	9.636074091e-05	0.0002542663133	0.0005815443702	0.0006131211135	0.0001140363269	0.0004411425735	5.335391698e-05	0.0004779394297	0.0008568814834	0.0006417343206	0.0007823474396	0.0005977378065	0.0003982248139
1	10	Rhizosphere	0.0003750491269	0.0001642027202	0.0001303824433	1.447152482e-06	4.480992481e-05	3.633830605e-06	0.0001672406448	0.0001030672103	0.0002442745148	0.0005277685496	0.0005391343208	0.0001122293365	0.000418876066	6.824569492e-05	0.0004622390679	0.0008257059522	0.0005933328329	0.0008523502657	0.0006162287539	0.0004356765051
1	10	Surface	0.0003715473866	0.0001559108138	0.0001407398514	1.06640465e-06	4.300980176e-05	3.456622167e-06	0.0001870135403	0.0001086515051	0.0002556613129	0.0005665197939	0.0005751100048	9.737523874e-05	0.0004497857535	4.794951634e-05	0.0004792230825	0.000811777457	0.0005841802718	0.0008935075025	0.0006061028529	0.000446428796
1	11	Deep	0.0004149642673	0.0001587687092	0.0001094235496	1.257789334e-06	4.401368225e-05	4.193199947e-06	0.0001135569271	7.263944973e-05	0.0002616713263	0.0004727073797	0.0004468161666	0.0001873968701	0.0003726154112	0.0001360265464	0.0003902616055	0.0007704005101	0.0005803819005	0.0009011280019	0.0006220329457	0.0004677301677
1	11	Rhizosphere	0.0002926061346	9.889146526e-05	8.329151236e-05	5.788516818e-07	3.002697319e-05	1.14638323e-06	9.936398916e-05	5.956528064e-05	0.0003112836875	0.0003509070031	0.0003170763635	0.0002271592331	0.0003300683966	0.0002260201649	0.0003008470628	0.0006494040669	0.000539464379	0.001120645961	0.0006678635523	0.0005223156307
1	11	Surface	0.0004543235353	0.0001181838019	0.0001164086025	1.241031467e-06	3.110826597e-05	1.633185802e-06	0.0001621689345	9.036317261e-05	0.0002742380571	0.0006573664798	0.0005783342397	7.64714413e-05	0.00050609246	1.490258674e-05	0.0005257106151	0.0007822283024	0.0005590423658	0.0008679322098	0.0006122929389	0.0004561147093
1	12	Deep	0.000386487935	0.0001416499399	9.887542615e-05	2.625144099e-06	4.836534093e-05	3.949433499e-06	0.0001102830889	7.365347626e-05	0.0002728287968	0.0004426355454	0.0004230802601	0.0001871818988	0.0003391235984	0.0001650096322	0.0003708826591	0.0007628575643	0.0005867845629	0.0009605527244	0.000603723784	0.0004726511859
1	12	Rhizosphere	0.0004023089692	0.0001818784628	0.0001235782951	1.131550845e-06	4.454539081e-05	4.664312425e-06	0.0001528663334	9.30210283e-05	0.0002801103132	0.0005605468724	0.0005325057616	0.0001938018829	0.0004764883494	4.299814827e-05	0.000467799054	0.0008301721979	0.0005826411106	0.0008815185714	0.0005682380495	0.000440050111
1	12	Surface	0.0003335316782	0.0001924647651	9.404865579e-05	1.023985931e-06	3.345066435e-05	3.12131168e-06	0.0001103766251	7.714271879e-05	0.0004283612203	0.0005702508538	0.0004704045756	0.0004674239169	0.0005625798859	6.282356745e-05	0.0004469594935	0.0007840559932	0.0005649044856	0.001151812874	0.0005598538716	0.0005401384428
1	13	Deep	0.0003361835233	0.0001615266881	0.000111946633	1.032011807e-06	4.605266839e-05	4.030363929e-06	0.0001193250074	8.092547699e-05	0.0002841054249	0.0004592593092	0.0004096670514	0.0001545228502	0.0003698605384	0.0001307006419	0.0003968163425	0.0007849650845	0.0005760405934	0.000910428326	0.0006115440956	0.0004521429013
1	13	Surface	0.000223458177	0.0001400175639	0.0001213699438	7.208995906e-07	3.871762355e-05	2.64760906e-06	0.0001235219591	7.321013465e-05	0.0002980005124	0.0004228013179	0.000353701478	8.567212784e-05	0.0003483511726	0.0001547857746	0.00039002443	0.0007043067426	0.0005293754099	0.0009907368759	0.0006303095874	0.0004715548423
1	14	Deep	0.0002347992496	0.0001195308414	0.0001128534019	4.143101326e-06	3.793867725e-05	3.002825201e-06	0.0001543195174	0.0001289575211	0.0002537566315	0.0004057585593	0.0004502721052	0.0001024140496	0.0003674125958	0.0001366181511	0.0004126501847	0.0008132725562	0.0005686468581	0.001153307433	0.0006285671386	0.0005108209396
1	14	Rhizosphere	0.0001358471218	7.036008314e-05	7.220066799e-05	3.914073942e-08	2.518654467e-05	1.341523227e-07	0.0001004747226	0.0001172609026	0.000249926402	0.0003245810699	0.0003152552946	0.0001635382447	0.0003301923185	0.0001090224013	0.0004125746202	0.0007758600477	0.0004963717746	0.001134169997	0.0006271836246	0.0005538974971
1	14	Surface	0.0001958372275	9.218446654e-05	0.0001018844605	7.725073477e-07	3.169667923e-05	1.718096459e-06	0.0001139496487	0.0001029174469	0.0002561205555	0.0004022120602	0.0003514578309	0.0001065124408	0.000368951315	0.0001230374383	0.0004045200792	0.0008147509169	0.0005391681822	0.001127914885	0.0006265787168	0.0005160420986
1	15	Deep	0.0004867126099	0.0002099927234	9.514512113e-05	9.669578555e-07	5.803718667e-05	7.393791238e-06	0.0001303020764	8.98966939e-05	0.0002357957203	0.0004925942563	0.000485506465	0.0002308875182	0.0004177568829	8.915411499e-05	0.0004383512471	0.0008728812836	0.0006140652712	0.0007605810612	0.0005872287855	0.0004567921185
1	15	Rhizosphere	0.0002054056594	7.650306937e-05	7.42353432e-05	1.035088195e-06	3.304846918e-05	2.383403399e-06	0.0001071797323	7.65504428e-05	0.0002482383415	0.0004175097246	0.0003103960203	0.0002432565466	0.000382015778	0.0001456049261	0.000393237869	0.0007317087506	0.0005184876695	0.001069111997	0.0006486927396	0.0005506356628
1	15	Surface	0.0003832012433	0.0001546454021	0.0001389556848	5.63834683e-06	4.59511559e-05	5.249419339e-06	0.0001801009343	0.000109197963	0.000261123037	0.0005748383723	0.0005484807328	0.0001079440219	0.0004389426352	3.367757982e-05	0.0004963562667	0.000816204351	0.0005751880393	0.0009122901517	0.0005964917031	0.0004566066909
1	16	Deep	0.0004786134891	0.0001874561421	0.0001421645722	1.428209418e-06	5.547861515e-05	4.202871646e-06	0.0001797486737	9.073735827e-05	0.0002665711575	0.0006297331398	0.0006082436864	0.0001628135658	0.000418175163	4.597338223e-05	0.0004847794401	0.0008166981388	0.0006031437331	0.0008820972919	0.0005645947512	0.0004416831452
1	16	Rhizosphere	0.000138504092	6.981066059e-05	5.005629457e-05	1.772964261e-07	1.753010666e-05	7.13400284e-07	7.9931692e-05	6.048712174e-05	0.0002625885491	0.0002777716867	0.0002240326249	0.0001706270444	0.0003017331423	0.000231252607	0.0002899746308	0.0006653960393	0.0004996380064	0.00115763984	0.0006603895136	0.0005103265443
1	16	Surface	0.0001304637479	8.389132293e-05	6.469944912e-05	3.656400118e-07	1.964751679e-05	6.697366256e-07	9.239850935e-05	8.616937707e-05	0.0002817615723	0.0002268338965	0.0001889511004	7.121985483e-05	0.0003096592507	0.0002401286358	0.0002926537043	0.0006976683105	0.000496903766	0.001194885109	0.0006385049041	0.0005091186598
1	17	Deep	0.0003915280433	0.0002039805919	0.0001608504494	1.520316566e-06	6.709988119e-05	5.214672474e-06	0.0001772638466	0.0001122596036	0.0002448009348	0.0005501215738	0.000572489687	0.0001020191839	0.0004025272313	5.30419911e-05	0.0004871962101	0.0008705053798	0.000624829931	0.0008079043991	0.0006153197164	0.0004213258183
1	17	Rhizosphere	0.0002925825227	0.0001248700681	0.0001177749709	6.272410665e-07	5.074098232e-05	1.882103339e-06	0.0001165245142	8.324596041e-05	0.0002590743692	0.0004417251004	0.0003941638805	0.0001103611023	0.0003393857602	0.0001432804743	0.0003823049503	0.0007421833703	0.0005394624705	0.0009828187681	0.0006427283766	0.0005058305276
1	17	Surface	0.0003218943423	0.000134136811	0.0001609165309	7.59035541e-07	4.115463176e-05	4.462322363e-06	0.000172527986	0.0001245913728	0.0002603088548	0.0004944347167	0.0005036503856	8.143740148e-05	0.0004184273823	4.910524618e-05	0.0004539127556	0.0008328780864	0.0005861146754	0.0009869537934	0.0006250612279	0.000436085729
1	18	Deep	0.0004080064228	0.0002717567224	0.0001355201212	6.958082362e-07	8.751091736e-05	3.712538312e-06	0.0001575308074	8.085495846e-05	0.0002644630015	0.0005656050179	0.0004393303798	0.0001338365259	0.0003313108115	0.0001312629971	0.000395356637	0.0007243153119	0.0005629941114	0.0007838618423	0.0005454234426	0.0004310267361
1	18	Rhizosphere	0.0001015785369	6.475996666e-05	4.593300527e-05	1.290293083e-07	1.335218805e-05	6.167652001e-07	5.518163922e-05	4.524110893e-05	0.0003078858151	0.0002473031899	0.00028918725	0.0001808080953	0.0002530206992	0.0002222461631	0.0002790835945	0.0007054283953	0.0004841021586	0.001132524622	0.0006836669939	0.000533377169
1	18	Surface	0.0002683326488	0.0002458061487	0.0001442838946	6.670921476e-07	6.401183556e-05	3.601008245e-06	0.0001167558196	7.124859871e-05	0.0002744154472	0.0004560584135	0.0003109508475	0.0001161196305	0.0004009363583	0.000108782688	0.0004124936644	0.0007772690002	0.0005214606926	0.0009368268171	0.0005899408502	0.0004317619097
1	19	Deep	0.0002374447721	0.0001586405248	0.0001210045782	2.227683896e-06	4.442449399e-05	1.984013316e-06	0.0001242064139	8.248045834e-05	0.0002856309281	0.0004153845846	0.000362675775	0.0001044357813	0.0003347033164	0.0001464086812	0.0003729190512	0.0007656061084	0.0005479860872	0.001029459173	0.0006038823022	0.0004491789531
1	19	Surface	0.0001363980332	0.0001030234202	6.95690974e-05	4.818826109e-07	2.23770349e-05	1.836792743e-06	6.813205758e-05	6.003226076e-05	0.0003438329847	0.000237105553	0.0001992301489	8.80493077e-05	0.0002554030152	0.0002641003258	0.0002615816264	0.0007027301665	0.0005239314857	0.001304256528	0.0006044282063	0.0004947656912
1	20	Deep	0.0002066650996	0.0001605086323	0.0001009674872	2.391559273e-06	4.630513579e-05	2.333538945e-06	0.0001047838115	7.050189711e-05	0.0003050741104	0.0003257160683	0.0002759697236	0.0001221484764	0.0002682553889	0.0002166297928	0.000326953483	0.0007129719659	0.000543142864	0.001048520464	0.0006287800524	0.0004840406204
1	20	Rhizosphere	0.000268837444	0.000170811769	8.84625942e-05	9.807385533e-07	4.506205948e-05	2.563209292e-06	9.237715254e-05	6.163081692e-05	0.0002913159844	0.0003400228686	0.0002802379786	0.0001332290837	0.0002559987276	0.0002333238496	0.0003098621009	0.0007146434208	0.0005569217394	0.001089953118	0.0006076189959	0.0004729067407
1	20	Surface	0.000105738135	0.0001091893826	6.264875438e-05	6.644746555e-07	2.34041333e-05	1.242396901e-06	6.001296106e-05	4.717928492e-05	0.0003669674893	0.0001805105308	0.0001394424748	0.0001209489364	0.000201264963	0.0003204526417	0.0002245607535	0.000630524355	0.0005438067139	0.001324661567	0.0006123627576	0.0004964050167
1	21	Deep	0.0005409275874	0.0002598665835	9.020367116e-05	1.810879272e-06	5.943765474e-05	4.495387149e-06	0.0001345756952	7.856050043e-05	0.0002718640932	0.0006212376574	0.0004619307922	0.0003210942042	0.000475832329	5.103789171e-05	0.0004534272923	0.0008350702119	0.0005842381996	0.000809930363	0.0005434595723	0.0004616561872
1	21	Surface	0.0003880256631	0.000241382789	0.0001335846214	4.171730541e-06	6.370387614e-05	3.498594132e-06	0.0001372136933	6.98052581e-05	0.0002669133395	0.0006068471659	0.0004307399652	0.0001448664279	0.0004400914369	6.89707405e-05	0.0004138326999	0.0007593959337	0.0005317667742	0.0008706408891	0.0005187530687	0.0004288017203
1	22	Deep	0.0003955327723	0.0002176297648	0.0001345506135	8.425650999e-06	6.792838809e-05	4.554317737e-06	0.0002135376505	0.0001086385563	0.0002297323124	0.0005932762966	0.0005998098759	0.0001085577728	0.0003604566139	6.873524664e-05	0.0004466343287	0.0008287104572	0.000587669206	0.0008321168951	0.000568529282	0.0004511353903
1	22	Rhizosphere	0.0002723447684	0.0001345228251	0.000109172717	9.445350328e-07	4.2611189e-05	2.040012651e-06	0.0001340928524	8.524684774e-05	0.0002880227901	0.0004476326969	0.0004562729701	0.0003290265646	0.0003929589703	0.0001322177254	0.0003780879446	0.0007880860849	0.0005955894051	0.001011297743	0.0006446861129	0.0005298203523
1	22	Surface	0.0004442046473	0.0001542776657	0.0001535936924	2.464460205e-06	5.07198515e-05	5.073920061e-06	0.0001706958022	0.0001039769299	0.0002628659199	0.0006480137264	0.0006118155142	0.000143340111	0.000428466068	4.060286288e-05	0.0004690102806	0.0007837260179	0.000587443179	0.0009029808119	0.0005678635805	0.0003995470494
1	23	Deep	0.0005195637536	0.0002747268943	8.897503988e-05	6.407262156e-07	7.070669893e-05	1.782494476e-06	0.0001328494002	8.191315938e-05	0.0002407064008	0.0006601707785	0.0004624296828	0.0003053107025	0.0004529998386	5.862401225e-05	0.0004195850786	0.0008208085494	0.0005773366287	0.0007517730249	0.0005169413952	0.0004637281373
1	23	Rhizosphere	0.0001861596686	0.0001167810307	7.852691263e-05	3.251823572e-07	2.992326842e-05	1.200457615e-06	7.632518812e-05	5.09528419e-05	0.0003402967117	0.0004623262547	0.0003625340016	0.0002279099875	0.0002619628316	0.0001862213354	0.0003184223125	0.0007579109766	0.0005427467608	0.001112210809	0.0006445360694	0.0005205974474
1	23	Surface	0.0002771642519	0.0002235039093	0.0001263349955	5.039496643e-07	5.797682739e-05	1.935446659e-06	0.0001038149928	7.299654832e-05	0.0003018878999	0.0004752400004	0.0003623782085	0.0002665219322	0.0003746791967	0.0001173578452	0.000380926131	0.0008021903283	0.000537111039	0.0009187834411	0.0005909389545	0.0004942447148
1	24	Deep	0.0003770276009	0.000213335604	0.0001210381338	3.712544398e-06	5.452259824e-05	2.703427305e-06	0.0001270668387	0.0001103569863	0.0002462623055	0.0004694235724	0.0003952740544	0.0001646432144	0.0003291635036	8.934115684e-05	0.0004471864816	0.0008655675353	0.0005438929937	0.0008068958072	0.0006607819114	0.0004744645033
1	24	Surface	0.0002316403042	8.740826531e-05	8.730201513e-05	3.495641365e-07	2.943003402e-05	1.926122201e-06	9.563496333e-05	7.312220495e-05	0.0003174056617	0.0003445653959	0.000303682908	0.0001203937409	0.0003140680612	0.0002108769289	0.0003050662582	0.0007206297515	0.0005718765299	0.001208626056	0.0006031539864	0.0004702774769
1	25	Deep	0.0003225350463	0.000204867031	0.0001147782483	1.94028508e-06	5.261317563e-05	4.532341175e-06	0.0001222466279	0.0001035677285	0.0002841503391	0.0004420993795	0.0003981552413	0.0001926172225	0.0003334363364	0.0001237114481	0.0004034127704	0.0008666399086	0.0005719535818	0.0009147878802	0.0006120079941	0.0004599770114
1	25	Rhizosphere	0.0002490188234	0.0001013779622	5.084381944e-05	2.72651717e-07	1.519697924e-05	7.259745981e-07	5.299612687e-05	4.304130069e-05	0.0004028767527	0.0004763805799	0.0004497838322	0.0005977072783	0.0004728658369	0.0001240239838	0.0003483805917	0.0007410382458	0.0004767112329	0.001159443344	0.0005867313813	0.0006204527095
1	25	Surface	0.0003432020618	0.0001799353413	0.0001242772534	1.768832415e-06	5.184107043e-05	5.994570612e-06	0.0001232932559	9.83551522e-05	0.0002739566472	0.0004348821585	0.0004260102458	0.0001240070323	0.0002889782854	0.000146784365	0.0003865274494	0.0008291448247	0.0005782710597	0.0009469112742	0.0006080970494	0.0004428649626
1	26	Deep	0.0002816927692	0.0002145394723	0.0001588811534	1.488335822e-06	5.847073055e-05	2.001378417e-06	0.0001613633332	0.0001096113472	0.0002678833787	0.0005241903277	0.0004467633253	8.638044828e-05	0.0003950912723	5.51642246e-05	0.0004909291896	0.0008188965615	0.000535523006	0.0009000118208	0.0006031584002	0.0004708801686
1	26	Rhizosphere	0.0001536511328	0.0001328030355	9.14389512e-05	6.404745466e-07	3.50717927e-05	1.058862743e-06	9.06237246e-05	8.878488792e-05	0.0002785670453	0.0003274681104	0.0002554663192	9.405774189e-05	0.0003255977302	0.0001611394137	0.0003537764089	0.000777050153	0.0005042957603	0.001105476604	0.0006094655951	0.0005054965573
1	26	Surface	0.0002321957509	0.0002295728478	0.0001480307091	9.22582057e-07	5.904299386e-05	2.123351191e-06	0.0001092795417	7.787706415e-05	0.00028593839	0.0004436437837	0.0003197001781	0.0001170225221	0.0003571775413	0.0001198163513	0.0004007258659	0.0007666228773	0.000525837742	0.0009544845728	0.0005762017871	0.0004495934776
1	27	Deep	0.0003116778728	0.000211366202	0.0001365186125	1.625456721e-06	6.411549687e-05	5.050988972e-06	0.000140871755	0.0001009631694	0.00024560999	0.00046311236	0.0004377084811	9.999574677e-05	0.0004050600362	8.375269665e-05	0.0004553219535	0.00087031632	0.0005871379854	0.0008467831189	0.0006224743359	0.0004350762573
1	27	Rhizosphere	0.0002105809259	8.473463414e-05	8.042070721e-05	4.871995733e-06	2.552909145e-05	1.594181147e-06	8.12544662e-05	8.881848391e-05	0.0002758164374	0.000337050186	0.0002811588115	0.0002351466244	0.000311585329	0.0001624794787	0.0003217546903	0.0008169383488	0.0005185507689	0.001288165421	0.0006355000011	0.0004821216518
1	27	Surface	0.0002201673183	0.0001545182192	0.0001234824926	8.300595847e-07	4.272947741e-05	1.934512656e-06	0.0001080922502	0.0001001159357	0.0002807237449	0.0004214114759	0.0003344962546	8.970943013e-05	0.0003555412806	0.0001134549962	0.0003889387379	0.0008144376971	0.0005216491555	0.001065161373	0.0005901066948	0.0004892051314
1	28	Deep	0.0005242496951	0.0002827249587	0.0001336919728	1.090295817e-06	6.858507036e-05	4.825553826e-06	0.0001027415309	8.137266225e-05	0.0002389068374	0.0006237008134	0.0004776092463	0.0002427588691	0.0004103712196	4.119256332e-05	0.0004790679417	0.0009037926846	0.0006088298738	0.0006803297256	0.0005403907467	0.0003747005845
1	28	Rhizosphere	0.000257846371	0.0001714526773	0.000121124482	3.581013952e-07	4.802417724e-05	1.929494012e-06	9.97383409e-05	7.537946359e-05	0.0002993549064	0.0004092782408	0.0002931704375	0.0001548509188	0.0003257900533	0.0001722917534	0.0003714402749	0.0007140216657	0.0005123941345	0.001022714043	0.0006281730005	0.0004697756187
1	28	Surface	0.0003036603448	0.0001825282389	0.0001759195337	1.641495524e-06	5.591353852e-05	1.614073008e-06	0.0001506266064	9.872694948e-05	0.0002746411367	0.000550700092	0.0004649176372	7.402958727e-05	0.0004267167759	3.878916161e-05	0.0004846079243	0.0007869907507	0.0005350587248	0.0009297540303	0.0005810548752	0.0004376342631
