campaign	site	position	coxL_CO_dehydrogenase	NiFe_hydrogenase_large	rbcL_RuBisCO	psbA_photosystem_II	nifH_nitrogenase	amoA_pmoA_ammonia_monooxygenase	nirK_nirS_nitrite_reductase	nosZ_N2O_reductase	ureC_urease	otsA_otsB_trehalose	treY_treZ_trehalose	ectABC_ectoine	crtB_phytoene_synthase	spo0A_sporulation	phrB_photolyase	uvrA_excision_repair	recA_recombination_repair	katE_katG_catalase	sodA_superoxide_dismutase	dps_DNA_protection
1	1	Deep	0.0006759912804	0.0001536122811	0.0001275174526	1.299148802e-06	4.22456754e-05	3.79125799e-06	0.0001394238661	7.584359829e-05	0.000234285618	0.0006903075058	0.0006049447959	0.0001637012072	0.0004682291967	3.352361581e-05	0.0004750841211	0.0007700451333	0.0006222238496	0.0007255907811	0.0005703514716	0.0003830118678
1	1	Rhizosphere	0.000539934823	0.0001483234013	0.0001262093137	2.559532446e-06	4.901349875e-05	4.052999184e-06	0.0001272859353	8.117860747e-05	0.0002506126029	0.000650176006	0.0005817545669	0.0001806105264	0.0004532067807	5.49146145e-05	0.0004335617073	0.0007916671707	0.0006019732933	0.0008242661883	0.0005999227043	0.0004215853053
1	1	Surface	0.0003789362497	0.0001008505316	0.0001208648595	1.675657977e-06	3.698485174e-05	1.652474333e-06	0.0001731146641	9.655787518e-05	0.0002788226822	0.0005999025118	0.0005715559068	0.0001058397534	0.0004650695246	4.854024612e-05	0.0004469796618	0.0007581166373	0.000577413103	0.0009865816761	0.0005680139901	0.0004123030895
1	2	Deep	0.0005321896186	0.000127442429	0.0001688926872	2.246386712e-06	5.588723191e-05	1.82422712e-06	0.0001749698753	8.90243768e-05	0.0002689333299	0.0007019017227	0.0006492166147	0.0001270348852	0.0004971832457	1.651320917e-05	0.0004785461303	0.0007823785907	0.0006450424634	0.0008631898963	0.0005929647474	0.0003741167991
1	2	Rhizosphere	0.0002349903646	5.241794234e-05	0.0001021066556	4.906216932e-07	2.475694068e-05	2.491620557e-06	0.000133557523	7.679380062e-05	0.0002998503511	0.0004946471258	0.0005066437662	0.000204797599	0.0003174382104	7.443895348e-05	0.0003449371778	0.0007646880625	0.0005517124876	0.00101247156	0.0006123076184	0.0004564415088
1	2	Surface	0.0003416586483	7.543699918e-05	0.0001287955101	1.477380102e-06	3.694878801e-05	6.003192764e-07	0.0001513485791	8.501312526e-05	0.0002880120764	0.0006136297217	0.0005771277305	9.119326218e-05	0.0004253924454	7.005188265e-05	0.0004232705955	0.0007701362208	0.000590778103	0.001080331904	0.0005843275503	0.0004137431852
1	3	Deep	0.0003581044569	0.0001368778669	0.0001079308204	1.146553948e-06	4.141980109e-05	3.249012365e-06	0.0001407206285	7.563209605e-05	0.0002599640674	0.000525085222	0.0004841504396	0.0001674916832	0.0004223300368	8.099883895e-05	0.0004053184881	0.0007800889199	0.0005660215136	0.000927875912	0.000559108632	0.0004478461112
1	3	Rhizosphere	0.0001608546359	5.844417633e-05	4.897526027e-05	6.411575096e-07	1.572036953e-05	1.208017584e-06	8.721067373e-05	7.000550247e-05	0.0003308501681	0.0003199908893	0.000313445887	0.0001391516944	0.0002266265963	0.0002462235199	0.0002706914222	0.0007453747903	0.0005460362863	0.001298129688	0.0006152832924	0.000523184534
1	3	Surface	0.0004625450752	0.0001239201146	0.0001457838867	7.496625203e-07	3.885359272e-05	1.642749102e-06	0.0001886863561	9.0307999e-05	0.0002883798558	0.0006704450882	0.0006180309668	0.0001228733796	0.0004935993633	4.698755317e-05	0.0004449302109	0.0007023436834	0.0005746546207	0.0009383398528	0.0005531816817	0.0003919089987
1	4	Deep	0.000543871684	0.0001231082344	0.0001203530605	2.105822118e-06	3.881940142e-05	2.825117078e-06	0.0001528123437	8.635090282e-05	0.0002968365383	0.0007009740118	0.0006031293902	0.0002656022319	0.0004881504011	3.763228605e-05	0.0004348694245	0.0007467125858	0.0005833947875	0.0008850032145	0.0005751058969	0.0004459772791
1	4	Rhizosphere	0.0003252297116	0.000107970348	0.0001255599462	1.35851609e-06	4.184293547e-05	3.520772447e-06	0.0001409653125	8.77935471e-05	0.0002947660773	0.0005320235246	0.0005342971785	0.0001463365838	0.0004021491019	6.97294817e-05	0.0004511398631	0.0008036531761	0.0005684471422	0.0009693781579	0.0006498648662	0.0004988341083
1	4	Surface	0.0004570625511	9.393377791e-05	0.0001295913286	1.70581053e-06	3.743888183e-05	2.292496192e-06	0.0001758286965	8.796357861e-05	0.0002701541648	0.0006560170395	0.0006312259783	9.919432852e-05	0.000469835151	3.255949852e-05	0.000469988511	0.0007727416911	0.0005547506232	0.000965068058	0.000552027772	0.0004337988987
1	5	Deep	0.0009008805576	0.0001419131543	0.0001222220127	5.862997372e-06	4.399217329e-05	3.644532036e-08	0.0001536867408	4.796942397e-05	0.0002411914738	0.0008648397539	0.0007292379381	0.0001832542779	0.0005733633212	2.567531157e-06	0.0005298419595	0.0006744124937	0.0006178355486	0.0006368438785	0.0005227198652	0.0003158281129
1	5	Surface	0.0005992774643	0.0001258876034	0.0001291771293	1.720406379e-05	4.538138328e-05	5.351964691e-07	0.0001483843297	6.503971394e-05	0.0002644818117	0.0007986101035	0.0006694123243	0.0001681734853	0.0005558431299	1.236277323e-05	0.0004945123765	0.0006886691281	0.0005808060319	0.0009036598946	0.000491864796	0.0003380309411
1	6	Deep	0.0006267773769	0.0001395561244	0.0001797383096	8.149125344e-07	5.633533777e-05	3.272451897e-06	0.0001593004936	9.167975336e-05	0.0002610747591	0.0007223410528	0.0006291064891	0.0001361238422	0.0005116824675	1.156198764e-05	0.0004767067541	0.0007711740799	0.0006621470561	0.0007808800756	0.0005477279131	0.0003153015391
1	6	Rhizosphere	0.0002101696465	7.043972296e-05	0.0001079177537	3.928073866e-07	3.35398921e-05	9.778379738e-07	0.0001216876928	7.725647865e-05	0.0003075653212	0.0004641037309	0.000425990532	0.0001019982724	0.0003392862654	0.0001473017318	0.0003704392054	0.0007402451276	0.0005636162234	0.001089332359	0.0006718961486	0.0004640520954
1	6	Surface	0.0004321346967	0.0001033501147	0.0001387868973	7.256778642e-07	4.023592968e-05	1.630766921e-06	0.0001760240789	0.0001014245545	0.0002725180925	0.0006570865152	0.0006257431321	0.0001222231266	0.0004330065004	4.221858732e-05	0.000452391309	0.0007915044111	0.0005957977765	0.0009790190304	0.0005798709014	0.0004184070129
1	7	Deep	0.0004433850006	0.0002068504505	9.01678199e-05	1.761992879e-06	6.077723938e-05	4.636622267e-06	0.0001146732372	7.363909424e-05	0.000303358284	0.0005644344764	0.00047582107	0.0003371248247	0.0004517476656	9.705008625e-05	0.0003970389128	0.0008048700304	0.0006139573922	0.000886887196	0.0005380392681	0.0004337058659
1	7	Rhizosphere	0.0002789637029	0.0001152351662	0.0001383412094	1.688691754e-08	5.228212677e-05	4.512162256e-07	0.000137294018	7.803087617e-05	0.0003534148213	0.000514915835	0.0004590377428	0.0002999008344	0.0004946212643	7.092399819e-05	0.0003915935357	0.0007491246105	0.000567333096	0.000988349492	0.000590680135	0.0004714526866
1	7	Surface	0.0003582978511	0.0002921965543	3.82535148e-05	5.620163953e-07	2.279562382e-05	1.009885993e-06	6.312047662e-05	3.522137779e-05	0.0006653555192	0.0007419214405	0.0004988696143	0.001042895196	0.0008319286006	1.126216073e-05	0.0004561159088	0.0006974286896	0.0005199783019	0.001358426126	0.0004846275486	0.0006411854235
1	8	Rhizosphere	0.0004844386032	0.0002307042906	0.0001422926866	1.401003941e-06	6.468624643e-05	1.253213913e-05	0.0001188110963	8.16470194e-05	0.000249440343	0.0006261147567	0.0004505839298	0.0002242208382	0.0004293308675	6.127145456e-05	0.0004412759037	0.0008372502338	0.0005807035542	0.0007755641129	0.0005544197705	0.0004073088289
1	8	Surface	0.0004363626014	0.0001691073924	0.0001412468192	1.635739234e-06	4.726075513e-05	5.900824859e-06	0.0001875887451	0.000105791967	0.0002533638087	0.0006401141679	0.0005879776714	0.0001291752675	0.0004851269809	3.010467809e-05	0.0004755654969	0.0007817089163	0.000580569248	0.0008917795757	0.0005766597818	0.0004288718067
1	9	Deep	0.000469847732	0.0002282684236	0.0001139218586	2.50006824e-06	6.321723398e-05	5.657247504e-06	9.554877623e-05	7.906017532e-05	0.000210460266	0.0005485806932	0.0004769073305	0.0002465646291	0.0003958808537	7.393828774e-05	0.0004592330597	0.000904858234	0.0006266622556	0.0006970514022	0.0005465332575	0.0003697102324
1	9	Rhizosphere	0.0004466406799	0.0001769256249	0.0001308164724	1.525418306e-06	5.422459645e-05	5.201654651e-06	0.0001577964659	8.171515866e-05	0.0002616470144	0.000605366374	0.0005703668351	0.0001697139365	0.0004419153445	7.659937325e-05	0.0004437251494	0.0007842691295	0.0005843485128	0.0008664713347	0.0005423950532	0.0004099705604
1	9	Surface	0.0004092705427	0.0001683829257	0.0001229912962	7.702970101e-07	3.753560482e-05	3.20728376e-06	0.0001624086768	8.976682677e-05	0.0002371954945	0.000578367008	0.0005294462354	0.0001351764578	0.0005215466459	2.443263771e-05	0.0004798959425	0.0008182168067	0.0005517003009	0.0008854511205	0.0005670216808	0.0004270316988
