ASV_ID	TRIP4_EB1	TRIP4_EB2	TRIP4_EB3	TRIP4_EB4	TRIP4_EB5	TRIP4_SEB
16dc2270d357dcf2cc4205a6da71a0e3	0	0	0	1110	0	0
237d9f083a226e512e71d64977134445	1109	0	0	0	0	0
9458017ddc3d98c986256dca766a32e9	0	1105	0	0	0	0
31e75fdcc28b30672b7a3fd791f3fcb1	0	1095	0	0	0	4
dfd8eb80a70de41e032094c7d0490ff4	1092	0	0	0	0	0
b08c9fa716d9ece91996744ddb2408db	1075	0	0	0	0	0
ce1de948bbdc3b8deb47eb5cd2b57a5c	0	0	0	0	1070	0
68d256900ba7375c06d529855a197ae6	1068	0	0	0	0	0
a0a82df66235ad0c8ea1a0b02fe2b005	0	1068	0	0	0	0
83259b23a30743d77b95f2edf605f25b	1067	0	0	0	0	0
82a435a65f567e0143ff84d29dfd5bf5	1066	0	0	0	0	0
ad524721af226357421c7d94393207e9	0	1060	0	0	0	0
c3a18e2fa464d3878997473b8f7930b1	1056	0	0	0	0	0
933fe24392fceebb273b8b36613d4298	0	1056	0	0	0	0
fe61c0efd469836585d8fa2f8d7163c2	0	0	1054	0	0	0
a7a9d145e504b05567f3d20d791a5ad9	0	1053	0	0	0	0
c02b1e49b8c3ae45f1c9c5ae932790d8	0	1050	0	0	0	0
52bf70dcb7648ecf957d6f3584f1947e	1049	0	0	0	0	0
fe49127021ecadf21ad945c1c8d8a007	1034	0	0	0	0	0
2f802d34026c4e58ffa397b7a24e534e	1032	0	0	0	0	0
094837c84cbfb4aee355eefae8505b4c	0	1032	0	0	0	0
0021109dd6c3d36d9cd45b8b4fdeffc0	0	1023	0	0	0	0
c497c31d0cbb7d71847c383fefed1526	1019	0	0	0	0	0
cb418e61512405d51a19833eac39ceb2	1001	0	0	0	0	0
2a1c056029c1471530e60e148844b8e3	994	0	0	0	0	0
a567634b3d7f27ea099c89d7910fdb1d	993	0	0	0	0	0
a0a6444f04bd1a0ddac3783e1b94a5e0	0	988	0	0	0	0
e15cf45af49d0e48c6bc07aae7d39c86	0	986	0	0	0	0
669c02d792ad1a306a8e3a25f3d8f36c	0	984	0	0	0	0
8edcda72ebc624af0ccbd89ffd2362bc	974	0	0	0	0	0
cc46657df8bc74f3d8805baed8b4619f	0	963	0	0	0	0
54e5a7af94910d026d86e26b0889b505	0	922	0	0	0	41
fb19efc31a63e6e31b9a239ab433fdae	0	962	0	0	0	0
6d1a5d81599f24de069bfd7572a16f76	0	0	0	0	960	0
81d8ab0bf8044083411556e40aa7caca	0	947	0	0	0	0
c681232dc5d3a7e6133de82cd793287d	0	938	0	0	0	0
6b75c7a077cd60379e553d7952216c71	0	937	0	0	0	0
b198528d3dc528ab0ba53445bc996700	0	933	0	0	0	0
5c35d22c1080fcebc7538813e26dcb70	932	0	0	0	0	0
c48b2f68d2b51312689620fa57f874b2	931	0	0	0	0	0
f02b841f7935124be4df4df6cdb49371	0	925	0	0	0	0
5f1653d696e9de2b643bc31b2392b02b	0	925	0	0	0	0
68fcd0c69abb5d249609e17a7a2e194f	0	0	925	0	0	0
16042e8a5ca97cbb78acacf284188c34	0	922	0	0	0	0
f9945c5f56c60fdf27ee53cda0012203	0	918	0	0	0	0
6497c21223c645a0c93bfa08324cceb5	912	0	0	0	0	0
f012b51fd22973ca6d75162101c58d77	0	0	0	0	912	0
8dad4fba0eb5e791d987a8bbe09e76af	0	911	0	0	0	0
880884e94c79a88805eec01afa9e40c7	0	0	909	0	0	0
eb1bb2819309f952ff916d8bd307788d	0	908	0	0	0	0
e43ca8871978f9805fbbf5f9700b49d6	0	905	0	0	0	0
3b32ed0e7eeb5c90fe7673da1480c197	0	0	0	0	894	0
9ff51cb0577a0072341ef52671c710c6	893	0	0	0	0	0
7419717c99fc09a4363b99a71c557804	0	0	884	0	0	0
d67272120864edbef41012231866d949	877	0	0	0	0	0
cb0ff0d3837b4ce08370e061bd53452b	0	0	0	876	0	0
89583d981a7acb95f2961e44526712c8	871	0	0	0	0	0
33566cd8d904ac2f5a75bb8d3c627998	867	0	0	0	0	0
f29ab84d4eafbbaa65577f14c5bdff99	0	0	0	862	0	0
f3802c80053575676979392d07a1f55a	0	858	0	0	0	0
77f66c6812b52f7c418fcc25ce0c9038	0	856	0	0	0	0
c9255543799b4124e22c0ac172e4c439	0	856	0	0	0	0
4fcc8cd7460d8cb86306ebfe3a149896	0	835	0	0	0	15
86233b0aaf37ea3b44445847aab15d8b	0	846	0	0	0	0
a9a1be9f7b448553e954668544fbb6c7	0	831	0	0	0	14
8255e2475791d9b0927b14f28e8f0d9c	0	803	0	0	0	40
6313747f3e8be515d3d1ab6287ef72ea	0	842	0	0	0	0
f6e7319372e3c4004fd9de12edcd3780	0	795	0	0	0	45
848ea8abf3fc551c73881ca1afb22668	825	0	0	0	0	0
4be823c57ca5d2b863301147c5d511b8	0	824	0	0	0	0
ec5d548fc71add164dfa92271cc01b3e	0	816	0	0	0	0
f5cebf0316180f39b2ec52029adbf236	0	811	0	0	0	0
bf80d108a4e17ea44d1fadab628fd957	0	811	0	0	0	0
e1ec5186a049caeb947c4a0b2fd9f8e4	0	0	804	0	0	0
9b374d5742bea033127f7ecc67ecd213	803	0	0	0	0	0
ac878a6e0c434dc118d5934fb352b463	0	803	0	0	0	0
f991cc5f6593df340ec0622e34aa4690	0	801	0	0	0	0
3cd7929e08acd3e5c87880b74959b2bd	0	801	0	0	0	0
35bac26f23f8831524e7a3774cbb5532	0	797	0	0	0	0
d87d9b98432f581781fd1a4f22a606c8	0	794	0	0	0	0
19e80da3a9ec75d52ebfd4f4d3532e06	0	789	0	0	0	0
52adace161124d83b831b8eae2d1b401	0	789	0	0	0	0
1f052d2f81fd2febf76b366a0ffced64	788	0	0	0	0	0
70be28cbbee648524c32c3fa4c609056	0	788	0	0	0	0
367ec8cf2a7c3d6bd585f910cff95f97	0	788	0	0	0	0
c9536d6e1a51b12af7d28f9c2542c2c5	0	783	0	0	0	0
99533cda957d5b975c00264653e183c6	778	0	0	0	0	0
8a6d31b5c11a316628864898cbe0967b	0	777	0	0	0	0
0fbd5805479a0987397378815c1aeceb	0	777	0	0	0	0
1fdef38620810374590fbd29becab061	776	0	0	0	0	0
5b226f48bbe3d032b31e9e3588613f82	0	776	0	0	0	0
788c252e221a63b7cb20b583f4a87ce7	0	0	770	0	0	0
28948f0d3dca5fbe4c26fc4b54c13059	769	0	0	0	0	0
136e784a84f388bd65144890c0ecd4ea	0	0	0	0	762	0
f3313f7948e40476b8cebf68bce1147e	752	0	0	0	0	0
b90e5f207e760c0b02d67b5488f525f8	0	725	0	0	0	26
6417cb584a009fdef61213cccd58e440	749	0	0	0	0	0
a6e07fc9500d82fc517fa6d066046611	741	0	0	0	0	0
403fb34cf333de741a9bbe5fdfbd723b	0	737	0	0	0	0
02ac7c7f8691282391e80eb4f5deba4c	0	731	0	0	0	0
5a770dc9b3ee04cf0c0796aad5cd06a6	0	0	0	728	0	0
ab7754e09ce7c6de70dad3de4de97862	725	0	0	0	0	0
b0ef5098a2d1db566df2c6903363e035	0	719	0	0	0	0
aa8cb990b29945043d10044523531464	0	716	0	0	0	0
3e0b14efad3fe5024fe72fdf941db7b8	714	0	0	0	0	0
aa4de3fbfc02f00dc30d3b0a1bc8d280	0	0	713	0	0	0
5e67fe9a98f5eaf40e35fbdbb5829632	0	712	0	0	0	0
60891a8510745258f7866b9d63c90767	710	0	0	0	0	0
848f6dee3f8ea166d4e216baceedb19c	710	0	0	0	0	0
a6d013a7a216cf4c78dd5a12b5515389	0	698	0	0	0	0
a39d5e39694233a435927dec32140583	0	697	0	0	0	0
e68ba3376775c96114d1b24f07620165	674	0	0	0	0	14
948a691a1eaf973a9165e3cdf528aa51	0	686	0	0	0	0
747c976487df7694fb885b1e07da3f0b	0	0	683	0	0	0
57d302b5c4360db27df7cb4881c57be3	0	682	0	0	0	0
40d02f2beccc9424651a3e2c52dd1ca2	680	0	0	0	0	0
dac65f2dbe2bd6c7672a9e7e733f42d2	679	0	0	0	0	0
c13a00c7f0ad2af435fe1c0ea4af9294	0	679	0	0	0	0
ec9b2899c83f01ac60dfe73065212895	0	0	0	676	0	0
d7b1ad3c1eeeb356003a40b48ba078a3	0	669	0	0	0	0
610b5562109836723975c0d4546a6182	0	667	0	0	0	0
96a8df2f36a7b47662ad366f73f5178e	0	666	0	0	0	0
d2425405de17a3c45e6ec6f520bcb77b	0	664	0	0	0	0
35395ef8317505d0451f195cfabe44b0	0	0	0	659	0	0
90cbfe6ec0cc944d9f93993b16d841c8	0	657	0	0	0	0
70f5f2262deffe3a47e48cdc99c3866b	0	655	0	0	0	0
58a02ba5ee8db4e80b41723784574f3a	0	644	0	0	0	0
79bf90ebe2d2e75b558efb97f1d7ea33	639	0	0	0	0	0
c517f774e9ab3f6c96e1f7adc560d82c	0	637	0	0	0	0
28493d4acc88fb0222c669254d8b3076	635	0	0	0	0	0
df54ad9e4c8640f8308ff61277ac7bf9	0	632	0	0	0	0
b34809fdfbb467e04476d01c98729089	0	620	0	0	0	0
862befaacd6c500e4ba6a34ed20fd80d	0	618	0	0	0	0
7e047c19b7308c1d65f856976f2afce7	0	617	0	0	0	0
aee67785162eaf00016a09eb78c63744	0	615	0	0	0	0
1d31b58baa088d465ef2b51ca9f7c06f	607	0	0	0	0	0
0687278fff938a086f825d5cce04ac4f	0	606	0	0	0	0
1d54bf40dee53634c0d1a17532d500ad	429	0	137	0	0	38
20dc3ee62a2a38e3ad3c1f7716b25792	603	0	0	0	0	0
c50e0f3e076cdf370583690d5e406dfb	600	0	0	0	0	0
79c21a15325bb48106e4f0868f20fcf8	600	0	0	0	0	0
ac0ae9e4a6f5d0ca5da8ffa87731ee14	0	0	0	0	589	0
855bbfc40fd859825297eb2387566d94	588	0	0	0	0	0
2300b6b69efe7ff0ae8570751c13760d	0	586	0	0	0	0
992ba8a2a1a2c8d99e0ee53f855229e2	0	586	0	0	0	0
248e9feae8d7c32c75cce9831a17e062	0	0	585	0	0	0
104d62b5075f1e397af8bf6a34e9e8f8	582	0	0	0	0	0
18f3b613df6261feb57efb8dbe33c529	580	0	0	0	0	0
e035779000aaaf4bdedc12396e15c3e8	0	579	0	0	0	0
cf6331d7b1fbf2e842950573d7a6578c	0	0	0	0	579	0
6c59e672b3aa022629018612e5faaa53	0	577	0	0	0	0
696d19940e593d784ac277f89d5031a2	0	571	0	0	0	0
0cf8d7163166bf55a8349e89d5cb6b15	568	0	0	0	0	0
836b9de81af7b9c1084c1e9ef0d69488	0	565	0	0	0	0
31232120ea5823685ca9a6714a12db94	0	565	0	0	0	0
0faff080f36b1d8cd647e7010bbd3a9d	0	563	0	0	0	0
c6cdc71a1f7376db5a843ade152ed641	0	0	0	0	561	0
979465ad60af868ec7a5c2072872ea36	0	560	0	0	0	0
707fa0009ce76cec0dd98a04c8dca9be	556	0	0	0	0	0
ef5a2b24f6737cd6edcf4b6c8e5fbc66	0	555	0	0	0	0
9f555d2fe5ffacaa6ff5921cb8686319	0	554	0	0	0	0
67e8bfd7d8af09c5c9ad8d0f29a2594b	0	553	0	0	0	0
c7eb5c61bc95088f8c959d4db7114ff1	0	550	0	0	0	0
318f34e6c60838b88118e96634fb84c7	547	0	0	0	0	0
fa125881a56ad7eb399b9aeae1f72735	0	0	547	0	0	0
8ac5cbd4b2a42abaaea7292ba573b58e	0	0	0	0	542	0
541fb08356787320d1702f3326649397	0	540	0	0	0	0
024e2b53a768bf972ffadf4c9355bfb0	0	536	0	0	0	0
d45322a19af1b4ab1bf578d5a2cfce89	0	533	0	0	0	0
2b825041dbad70ac24b18218b9e84f01	531	0	0	0	0	0
0cf4131b1efab5752488805ce00551ad	0	528	0	0	0	0
d8067a05042817952a2eee86cbf6da22	0	527	0	0	0	0
64e6d1b7335d2e7f2872a74f4b4c65f8	0	527	0	0	0	0
b79565a1545613690ae12fb1e31cb6dc	0	0	526	0	0	0
f522eef366d1adf1aada901ca45efb20	0	522	0	0	0	0
7c51608da01554abb8ee79f921a18256	0	521	0	0	0	0
1d3633404f1a562e071ef9fb6fc9d430	0	519	0	0	0	0
6926888a5a5b9c5751cec4227d91b3cf	0	519	0	0	0	0
e6a1983c6ae4bb282fdee23e53b48af9	0	516	0	0	0	0
22ffd4e407337bb0913a380045e76dfd	514	0	0	0	0	0
09b4d3f5dd9100f26f094de13bb4f64b	0	509	0	0	0	0
30619132af6d3d43ecbcc3721fdb9f42	0	509	0	0	0	0
f3f046da90c52edd9bce1519297b97cf	0	509	0	0	0	0
bfd042a3f4f84c8070583c78f8a97054	0	508	0	0	0	0
78e417af3e49eb7b0e16377240744cf6	503	0	0	0	0	0
e77cd91f55110eff936e72a0730cc6a1	503	0	0	0	0	0
0670bbdd82b6f26051a609c1fe8dbcb5	0	498	0	0	0	0
caf3686dae60e3f86e6c79d018c27f1e	0	495	0	0	0	0
ec6f96609ce6195d26da85f14995f718	0	494	0	0	0	0
2b5c134ad96204274c0c04410edbd4d8	0	494	0	0	0	0
e73da67da9585e928be6f70b6e59d83e	0	492	0	0	0	0
9241af524f4f52badb5dead020760daf	485	0	0	0	0	0
36d51307a5ca4d7ddab89adb3861f937	0	482	0	0	0	0
26fa49b4e82256126c68aab0f5d33962	0	474	0	0	0	0
2119fa6effc041cea705bcbcce5dd06b	0	0	474	0	0	0
5e979ed1a76658fb98292f9d957f384d	0	473	0	0	0	0
e17ac9ba497f3118eac7a4b3c266a064	0	0	465	0	0	0
90976ca1f6d2ba256a8337057c2c5b2e	0	0	0	464	0	0
7d66a94f6e8975051ce7bdef58308578	0	462	0	0	0	0
079c089ab2001f73e68bcb13ba94813f	452	0	0	0	0	0
f9766e45e8cb57a229911469ed09e3d6	0	450	0	0	0	0
7c05f7c40f490793fe00305b132f36a1	0	446	0	0	0	0
29db0ce4f5606a8bce7453c6883e838b	0	445	0	0	0	0
2130250ceff0c73c8be655c730eb19b0	0	444	0	0	0	0
31474b8a27524b8ed79905a638134949	0	0	0	399	0	45
322ee3d3c079c7518f44e1b8acc328b0	0	443	0	0	0	0
e778134e032562e8658b580a884a2c5a	0	0	0	0	440	0
eea6d237a74f74582431e3e98f38a142	438	0	0	0	0	0
e70629f76e4e98fe3fbc7e7cbda93c02	0	436	0	0	0	0
2da87862a74f7e965180ae96c6ad7962	431	0	0	0	0	0
7e54528acb68a54b158a9e6a6bb1cbf4	0	431	0	0	0	0
59d49b44054eba9a572c04842cffcf55	0	428	0	0	0	0
de063937e38de4c0a53a547514e78739	427	0	0	0	0	0
739dd3357e4be42af0994b3ad67dfde2	0	423	0	0	0	0
be9a96582926c6023b112942a9a60d2c	0	419	0	0	0	0
b156d2177162fc0970a9bb0ee17474c2	0	416	0	0	0	0
cbc426dda5f8420eb130dafac56f05be	0	0	412	0	0	0
db82d4d8ae7ab0a253afe5c10c79a8dc	0	409	0	0	0	0
8f4a84aa6f96fcc8a054f6401d420d24	0	0	408	0	0	0
e81a8ea1018ff32e92e33d3321ae9e60	407	0	0	0	0	0
0fc5ed339904eff2cc29827f9db73148	407	0	0	0	0	0
0eac6131e5770fcfc116194cab0a7108	0	407	0	0	0	0
aa857b34cab0531706a2526bbbddb03a	402	0	0	0	0	0
e781c82aefc8e69c19de3dac2ae18c2f	0	401	0	0	0	0
372c53e5d468669364299c3975205b37	0	0	0	0	401	0
383730998c7261ea1496452fbbb2b70c	398	0	0	0	0	0
b19c4362ba287049cb3b373f52b92d96	0	393	0	0	0	0
729d3155b7b6123976c68e5904d7a37e	0	389	0	0	0	0
16bfdb356f5531c5498b6baf9e479e68	388	0	0	0	0	0
59da64855a2cbe269558e9393162ab9a	388	0	0	0	0	0
728b49af6fd4ae896c184befaa891703	387	0	0	0	0	0
15e9ae9af549f82e7db9a99a38507855	387	0	0	0	0	0
68c935333112486a99897c122b16f5c0	0	387	0	0	0	0
f8933e7c60303bea818d4234dddf3d49	0	386	0	0	0	0
9c56b78f69452504d103fde02ff9208c	381	0	0	0	0	0
9a34b077cc8d2623f9b98cd1b9232d4f	376	0	0	0	0	0
30a5e46db60bc0c1700fad527e31b98e	0	376	0	0	0	0
efcbe0542c734e65f7749a9af0e07389	369	0	0	0	0	0
7b373bb8edfe64c1a109a267e4e43fce	0	368	0	0	0	0
f2c3a41df11b66b69bcab55dd14e75c6	0	0	0	368	0	0
60e9e5581ee2801a4dc456557954e3dd	0	0	0	366	0	0
a86af5263766010e28f63e8bade99fd0	360	0	0	0	0	0
ec9acd2da644f18f5241870da2c004f6	357	0	0	0	0	0
6f85c1e63f7a9025679227a27198c8d9	0	0	356	0	0	0
a03b2d3b164d387cebde401ba76d2bb4	0	0	0	0	353	0
d8fb1d99cdf4a8a8d8df13d976af7dc6	352	0	0	0	0	0
6a5ca95d005aaaca4ec7e95c68584a8d	0	0	0	0	351	0
163b6e9a6da1a6c6ef3d5004233011c5	349	0	0	0	0	0
10f3f00fefd6c131535b94bc9987f798	348	0	0	0	0	0
829cd8ec560409b513102c9de9ff5f85	348	0	0	0	0	0
0451713ca22a0bf21edac128337eeb47	0	0	0	348	0	0
b7f5c00261b4e3dccce4012808c72449	347	0	0	0	0	0
fd3d260ddce3391724cf3d137dd5f0cd	0	346	0	0	0	0
950584b9ba111f55abcc0bef080ae16f	0	346	0	0	0	0
f4566bca291129444ee1b79561cb3a31	0	343	0	0	0	0
80468e4bc5790e26f8adfdeedbdd5a0a	0	343	0	0	0	0
b885be4e50699fe05572d62f6be2f420	0	342	0	0	0	0
977d5ec9e2770fd0ee7f1f81f7281a49	0	0	341	0	0	0
06debe6632439bbe5c1a5938a87f0599	0	340	0	0	0	0
0e2b48db7c4dcc73862916a9920ebce3	0	335	0	0	0	0
14c0cdcd0aff0062724ae38942350913	0	0	330	0	0	0
510b57c0693809bc008777a087fbcf75	328	0	0	0	0	0
788ca2d615c4679f8dd7dce84cc82304	0	326	0	0	0	0
b36ab26b9aaba56cea6abb1ee9cee522	0	325	0	0	0	0
d618097338f506d44bac8aa82b9c2c49	0	0	316	0	0	0
790baca46eda97b89a37715faaf796c5	315	0	0	0	0	0
02623d79aa47e2b330c60413ed0b579f	312	0	0	0	0	0
895f8e0a71532ff57351f87d61b85b43	0	0	0	0	312	0
fbe05cef594859e32e485834c847b7d9	310	0	0	0	0	0
c7178d0c325868f0feecefbab289b12a	0	310	0	0	0	0
9bb57db427ea2cbce72df7258a3f54f7	0	0	0	0	310	0
b46aa6f21e16b7a7310d645413e0e7dd	308	0	0	0	0	0
9d0ecabd752c561afaa882615e273f0f	0	0	0	305	0	0
040382a25e07244a56ef389b90a7631a	0	301	0	0	0	0
d61bd01b013431e5bdaf9343567b9fca	0	0	0	0	301	0
7e56b305adbd4d8869ac02b7f37fe545	0	300	0	0	0	0
7d71169cdaf12c3736e613ffc3d8fb37	296	0	0	0	0	0
439dea6ca3387719ffe76c5c6f6ad4cf	296	0	0	0	0	0
c1821e98aacc04e3f6a474ea16d62f69	0	0	295	0	0	0
68501901ef59259b997bbc0a476bceac	0	0	0	295	0	0
321bc3495c8395f50be8ab16f29fbde1	289	0	0	0	0	0
92581e5fbb4cb0a2c766307afeb130c9	0	286	0	0	0	0
fca2681e0c30dc1fe162566587f2ae8b	0	286	0	0	0	0
ac91ee131392068760f63c75a8063897	0	0	0	286	0	0
cc6183b540fc1949aa40c35fe3231c02	285	0	0	0	0	0
7944fc15728ece04e1183feb97a2c40a	0	283	0	0	0	0
88c5cf9e1a066e876c39f5507ef5e4e8	0	0	0	0	283	0
dc8d66901eaca2f2fb2bddcd47b23ef7	282	0	0	0	0	0
13a64dab642697646015f99d5e4bff2a	0	281	0	0	0	0
db89ac7e0dd2359b01a6456caa8658a6	278	0	0	0	0	0
135ea3e4d147e2cf6e381bd218ca38c2	0	0	0	0	277	0
de6abd8abbfc9317bbe85c36af80fd26	0	274	0	0	0	0
61640d3cd7b6b6a7b47d8c6d97109561	0	0	0	0	0	274
2932e9d7b17bb3ae569897894d323d12	273	0	0	0	0	0
