run_accession	sample_accession	sample_title	library_name	instrument_model	read_count	base_count	lat	lon	country	fastq_ftp	fastq_bytes	desert	bioproject
SRR5839218	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	32988	9108648	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/008/SRR5839218/SRR5839218.fastq.gz	3042682	Gurbantunggut	PRJNA376617
SRR5839239	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	43973	12142760	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/009/SRR5839239/SRR5839239.fastq.gz	4334376	Gurbantunggut	PRJNA376617
SRR5839242	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	36860	10177709	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/002/SRR5839242/SRR5839242.fastq.gz	3525533	Gurbantunggut	PRJNA376617
SRR5839248	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	39419	10882802	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/008/SRR5839248/SRR5839248.fastq.gz	3630222	Gurbantunggut	PRJNA376617
SRR5839249	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	43624	12046574	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/009/SRR5839249/SRR5839249.fastq.gz	4120622	Gurbantunggut	PRJNA376617
SRR5839252	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	32963	9102153	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/002/SRR5839252/SRR5839252.fastq.gz	3087273	Gurbantunggut	PRJNA376617
SRR5839254	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	40119	11081673	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/004/SRR5839254/SRR5839254.fastq.gz	3695098	Gurbantunggut	PRJNA376617
SRR5839258	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	33148	9156921	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/008/SRR5839258/SRR5839258.fastq.gz	3178265	Gurbantunggut	PRJNA376617
SRR5839260	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	30267	8361519	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/000/SRR5839260/SRR5839260.fastq.gz	2926781	Gurbantunggut	PRJNA376617
SRR5839262	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	37736	10419571	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/002/SRR5839262/SRR5839262.fastq.gz	3686334	Gurbantunggut	PRJNA376617
SRR5839282	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	41966	11589794	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/002/SRR5839282/SRR5839282.fastq.gz	3949748	Gurbantunggut	PRJNA376617
SRR5839285	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	35048	9679629	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/005/SRR5839285/SRR5839285.fastq.gz	3340792	Gurbantunggut	PRJNA376617
SRR5839286	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	39621	10940013	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/006/SRR5839286/SRR5839286.fastq.gz	3719171	Gurbantunggut	PRJNA376617
SRR5839289	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	39596	10933643	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/009/SRR5839289/SRR5839289.fastq.gz	3860085	Gurbantunggut	PRJNA376617
SRR5839290	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	30091	8310359	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/000/SRR5839290/SRR5839290.fastq.gz	2891680	Gurbantunggut	PRJNA376617
SRR5839291	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	33008	9116378	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/001/SRR5839291/SRR5839291.fastq.gz	3062958	Gurbantunggut	PRJNA376617
SRR5839293	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	35704	9860649	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/003/SRR5839293/SRR5839293.fastq.gz	3416242	Gurbantunggut	PRJNA376617
SRR5839294	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	42977	11867672	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/004/SRR5839294/SRR5839294.fastq.gz	4140611	Gurbantunggut	PRJNA376617
SRR5839299	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	37142	10255532	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/009/SRR5839299/SRR5839299.fastq.gz	3721034	Gurbantunggut	PRJNA376617
SRR5839300	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	40449	11167013	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/000/SRR5839300/SRR5839300.fastq.gz	3700684	Gurbantunggut	PRJNA376617
SRR5839301	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	36562	10095687	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/001/SRR5839301/SRR5839301.fastq.gz	3520814	Gurbantunggut	PRJNA376617
SRR5839302	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	31301	8642422	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/002/SRR5839302/SRR5839302.fastq.gz	2911427	Gurbantunggut	PRJNA376617
SRR5839304	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	35070	9678121	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/004/SRR5839304/SRR5839304.fastq.gz	3248227	Gurbantunggut	PRJNA376617
SRR5839305	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	33727	9311972	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/005/SRR5839305/SRR5839305.fastq.gz	3150694	Gurbantunggut	PRJNA376617
SRR5839306	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	43070	11893411	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/006/SRR5839306/SRR5839306.fastq.gz	4118489	Gurbantunggut	PRJNA376617
SRR5839307	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	37813	10442707	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/007/SRR5839307/SRR5839307.fastq.gz	3585422	Gurbantunggut	PRJNA376617
SRR5839310	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	41296	11399867	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/000/SRR5839310/SRR5839310.fastq.gz	3735691	Gurbantunggut	PRJNA376617
SRR5839312	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	43178	11923533	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/002/SRR5839312/SRR5839312.fastq.gz	4151171	Gurbantunggut	PRJNA376617
SRR5839317	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	35912	9914468	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/007/SRR5839317/SRR5839317.fastq.gz	3293635	Gurbantunggut	PRJNA376617
SRR5839318	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	36980	10208814	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/008/SRR5839318/SRR5839318.fastq.gz	3612323	Gurbantunggut	PRJNA376617
SRR5839321	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	39537	10917684	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/001/SRR5839321/SRR5839321.fastq.gz	3512825	Gurbantunggut	PRJNA376617
SRR5839325	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	38521	10639051	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/005/SRR5839325/SRR5839325.fastq.gz	3894710	Gurbantunggut	PRJNA376617
SRR5839329	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	30205	8341061	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/009/SRR5839329/SRR5839329.fastq.gz	2780552	Gurbantunggut	PRJNA376617
SRR5839330	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	43651	12053764	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/000/SRR5839330/SRR5839330.fastq.gz	4019258	Gurbantunggut	PRJNA376617
SRR5839331	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	37772	10429980	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/001/SRR5839331/SRR5839331.fastq.gz	3572030	Gurbantunggut	PRJNA376617
SRR5839332	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	37464	10345432	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/002/SRR5839332/SRR5839332.fastq.gz	3551251	Gurbantunggut	PRJNA376617
SRR5839333	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	38805	10716689	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/003/SRR5839333/SRR5839333.fastq.gz	3624507	Gurbantunggut	PRJNA376617
SRR5839341	SAMN07367689	MIMS Environmental/Metagenome sample from soil metagenome		Illumina MiSeq	43564	12030856	44.61742777	83.1616	China:Gurbantunggut Desert	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/001/SRR5839341/SRR5839341.fastq.gz	4208535	Gurbantunggut	PRJNA376617
