profile	trip	site	compartment	depth	lat	lon	lib_series	lib_number	dna_conc	dna_kit
e0614_S58Sr1	4	58	Surface	90160.0	20.66540111111111	54.59327444444445	JUL_M25	614		
e0615_S58Dr1	4	58	Deep	28112.0	20.66540111111111	54.59327444444445	JUL_M25	615		
e0616_S13PRr1	4	13	Rhizosphere	519732.0	19.52934611111111	47.053284444444444	JUL_M25	616		
e0617_S13Sr1	4	13	Surface	569978.0	19.52934611111111	47.053284444444444	JUL_M25	617		
e0618_S13Dr1	4	13	Deep	602152.0	19.52934611111111	47.053284444444444	JUL_M25	618		
e0619_S25PRr1	4	25	Rhizosphere	242997.0	20.100259722222223	48.95421972222223	JUL_M25	619		
e0620_S25Sr1	4	25	Surface	719569.0	20.100259722222223	48.95421972222223	JUL_M25	620		
e0621_S25Dr1	4	25	Deep	388881.0	20.100259722222223	48.95421972222223	JUL_M25	621		
e0622_S54PRr1	4	54	Rhizosphere	221041.0	20.92017888888889	53.962204444444446	JUL_M25	622		
e0623_S54Sr1	4	54	Surface	15266.0	20.92017888888889	53.962204444444446	JUL_M25	623		
e0624_S54Dr1	4	54	Deep	159416.0	20.92017888888889	53.962204444444446	JUL_M25	624		
e0625_S55PRr1	4	55	Rhizosphere	119617.0	20.9022725	54.0024376	JUL_M25	625		
e0626_S55Sr1	4	55	Surface	93822.0	20.9022725	54.0024376	JUL_M25	626		
e0627_S55Dr1	4	55	Deep	114126.0	20.9022725	54.0024376	JUL_M25	627		
e0628_S44PRr1	4	44	Rhizosphere	236291.0	20.56783	52.41036	JUL_M25	628		
e0629_S44Sr1	4	44	Surface	554370.0	20.56783	52.41036	JUL_M25	629		
e0630_S44Dr1	4	44	Deep	560521.0	20.56783	52.41036	JUL_M25	630		
e0631_S38PRr1	4	38	Rhizosphere	212973.0	20.4610275	51.370224722222225	JUL_M25	631		
e0632_S38Sr1	4	38	Surface	450747.0	20.4610275	51.370224722222225	JUL_M25	632		
e0633_S38Dr1	4	38	Deep	518648.0	20.4610275	51.370224722222225	JUL_M25	633		
e0634_S41PRr1	4	41	Rhizosphere	219888.0	20.539777222222224	51.94610583333333	JUL_M25	634		
e0635_S41Sr1	4	41	Surface	464378.0	20.539777222222224	51.94610583333333	JUL_M25	635		
e0636_S41Dr1	4	41	Deep	441537.0	20.539777222222224	51.94610583333333	JUL_M25	636		
e0637_S33PRr1	4	33	Rhizosphere	634824.0	20.317507777777777	50.30307027777778	JUL_M25	637		
e0638_S33Sr1	4	33	Surface	253904.0	20.317507777777777	50.30307027777778	JUL_M25	638		
e0639_S33Dr1	4	33	Deep	598794.0	20.317507777777777	50.30307027777778	JUL_M25	639		
e0640_S2Sr1	4	2	Surface	430872.0	19.203468333333333	45.2447675	JUL_M25	640		
e0641_S2Dr1	4	2	Deep	211591.0	19.203468333333333	45.2447675	JUL_M25	641		
e0642_S27PRr1	4	27	Rhizosphere	361496.0	20.2038574	49.1959834	JUL_M25	642		
e0643_S27Sr1	4	27	Surface	434304.0	20.2038574	49.1959834	JUL_M25	643		
e0644_S27Dr1	4	27	Deep	509270.0	20.2038574	49.1959834	JUL_M25	644		
e0645_S51PRr1	4	51	Rhizosphere	450329.0	20.7987	53.487	JUL_M25	645		
e0646_S51Sr1	4	51	Surface	63682.0	20.7987	53.487	JUL_M25	646		
e0647_S51Dr1	4	51	Deep	509352.0	20.7987	53.487	JUL_M25	647		
e0648_S16PRr1	4	16	Rhizosphere	357655.0	19.644455833333332	47.62611861111111	JUL_M25	648		
e0649_S16Sr1	4	16	Surface	618043.0	19.644455833333332	47.62611861111111	JUL_M25	649		
e0650_S16Dr1	4	16	Deep	475095.0	19.644455833333332	47.62611861111111	JUL_M25	650		
e0651_S56PRr1	4	56	Rhizosphere	37594.0	20.821580833333332	54.22385916666667	JUL_M25	651		
e0652_S56Sr1	4	56	Surface	34250.0	20.821580833333332	54.22385916666667	JUL_M25	652		
e0653_S56Dr1	4	56	Deep	25214.0	20.821580833333332	54.22385916666667	JUL_M25	653		
e0654_S57PRr1	4	57	Rhizosphere	115623.0	20.7349775	54.41764333333333	JUL_M25	654		
e0655_S57Sr1	4	57	Surface	302229.0	20.7349775	54.41764333333333	JUL_M25	655		
e0656_S57Dr1	4	57	Deep	134129.0	20.7349775	54.41764333333333	JUL_M25	656		
e0657_S60PRr1	4	60	Rhizosphere	269463.0	20.706374444444442	54.732105555555556	JUL_M25	657		
e0658_S60Sr1	4	60	Surface	37387.0	20.706374444444442	54.732105555555556	JUL_M25	658		
e0659_S60Dr1	4	60	Deep	476823.0	20.706374444444442	54.732105555555556	JUL_M25	659		
e0660_S37PRr1	4	37	Rhizosphere	436420.0	20.454150277777778	51.344883333333335	JUL_M25	660		
e0661_S37Sr1	4	37	Surface	351005.0	20.454150277777778	51.344883333333335	JUL_M25	661		
e0662_S37Dr1	4	37	Deep	489679.0	20.454150277777778	51.344883333333335	JUL_M25	662		
e0663_S49PRr1	4	49	Rhizosphere	46683.0	20.644662222222223	53.28794	JUL_M25	663		
e0664_S49Sr1	4	49	Surface	140943.0	20.644662222222223	53.28794	JUL_M25	664		
e0665_S49Dr1	4	49	Deep	178016.0	20.644662222222223	53.28794	JUL_M25	665		
e0666_S45PRr1	4	45	Rhizosphere	449184.0	20.56346	52.46776	JUL_M25	666		
e0667_S45Sr1	4	45	Surface	599288.0	20.56346	52.46776	JUL_M25	667		
e0668_S45Dr1	4	45	Deep	549047.0	20.56346	52.46776	JUL_M25	668		
e0669_S59PRr1	4	59	Rhizosphere	87477.0	20.65626	54.635868055555555	JUL_M25	669		
e0670_S59Sr1	4	59	Surface	194102.0	20.65626	54.635868055555555	JUL_M25	670		
e0671_S59Dr1	4	59	Deep	17783.0	20.65626	54.635868055555555	JUL_M25	671		
e0672_S4PRr1	4	4	Rhizosphere	194618.0	19.379571666666667	45.55182694444444	JUL_M25	672		
e0673_S4Sr1	4	4	Surface	391895.0	19.379571666666667	45.55182694444444	JUL_M25	673		
e0674_S4Dr1	4	4	Deep	416306.0	19.379571666666667	45.55182694444444	JUL_M25	674		
e0675_S8PRr1	4	8	Rhizosphere	563748.0	19.393154166666665	46.110734722222226	JUL_M25	675		
e0676_S8Sr1	4	8	Surface	543835.0	19.393154166666665	46.110734722222226	JUL_M25	676		
e0677_S8Dr1	4	8	Deep	583897.0	19.393154166666665	46.110734722222226	JUL_M25	677		
e0678_S11PRr1	4	11	Rhizosphere	259816.0	19.44435222222222	46.6356325	JUL_M25	678		
e0679_S11Sr1	4	11	Surface	490941.0	19.44435222222222	46.6356325	JUL_M25	679		
e0680_S11Dr1	4	11	Deep	443602.0	19.44435222222222	46.6356325	JUL_M25	680		
e0681_S36Sr1	4	36	Surface	422374.0	20.42319	51.14483	JUL_M25	681		
e0682_S36PRr1	4	36	Rhizosphere	198470.0	20.42319	51.14483	JUL_M25	682		
e0683_S36Dr1	4	36	Deep	471473.0	20.42319	51.14483	JUL_M25	683		
e0685_S6PRr1	4	6	Rhizosphere	507052.0	19.405739166666667	45.8161425	JUL_M25	685		
e0686_S6Sr1	4	6	Surface	795417.0	19.405739166666667	45.8161425	JUL_M25	686		
e0687_S6Dr1	4	6	Deep	367860.0	19.405739166666667	45.8161425	JUL_M25	687		
e0688_S9PRr1	4	9	Rhizosphere	99086.0	19.411200277777777	46.30267361111111	JUL_M25	688		
e0689_S9Sr1	4	9	Surface	518496.0	19.411200277777777	46.30267361111111	JUL_M25	689		
e0690_S9Dr1	4	9	Deep	339715.0	19.411200277777777	46.30267361111111	JUL_M25	690		
e0691_S12PRr1	4	12	Rhizosphere	290486.0	19.47793361111111	46.83437333333334	JUL_M25	691		
e0692_S12Sr1	4	12	Surface	883286.0	19.47793361111111	46.83437333333334	JUL_M25	692		
e0693_S12Dr1	4	12	Deep	637514.0	19.47793361111111	46.83437333333334	JUL_M25	693		
e0694_S15PRr1	4	15	Rhizosphere	355904.0	19.613749722222224	47.47587194444445	JUL_M25	694		
e0695_S15Sr1	4	15	Surface	594496.0	19.613749722222224	47.47587194444445	JUL_M25	695		
e0696_S15Dr1	4	15	Deep	477736.0	19.613749722222224	47.47587194444445	JUL_M25	696		
e0697_S17PRr1	4	17	Rhizosphere	195282.0	19.676460000000002	47.82730555555556	JUL_M25	697		
e0698_S17Sr1	4	17	Surface	481857.0	19.676460000000002	47.82730555555556	JUL_M25	698		
e0699_S17Dr1	4	17	Deep	522026.0	19.676460000000002	47.82730555555556	JUL_M25	699		
e0700_S23PRr1	4	23	Rhizosphere	296625.0	20.049265555555557	48.773331388888884	JUL_M25	700		
e0701_S23Sr1	4	23	Surface	541334.0	20.049265555555557	48.773331388888884	JUL_M25	701		
e0702_S23Dr1	4	23	Deep	160888.0	20.049265555555557	48.773331388888884	JUL_M25	702		
e0703_S29PRr1	4	29	Rhizosphere	443026.0	20.2597976	49.5675445	JUL_M25	703		
e0704_S29Sr1	4	29	Surface	444766.0	20.2597976	49.5675445	JUL_M25	704		
e0705_S29Dr1	4	29	Deep	575172.0	20.2597976	49.5675445	JUL_M25	705		
e0706_S30PRr1	4	30	Rhizosphere	148689.0	20.269303055555554	49.68367333333333	JUL_M25	706		
e0707_S30Sr1	4	30	Surface	481269.0	20.269303055555554	49.68367333333333	JUL_M25	707		
e0708_S30Dr1	4	30	Deep	541835.0	20.269303055555554	49.68367333333333	JUL_M25	708		
e0709_S3PRr1	4	3	Rhizosphere	322317.0	19.301079444444444	45.384414166666666	JUL_M25	709		
e0710_S3Sr1	4	3	Surface	504288.0	19.301079444444444	45.384414166666666	JUL_M25	710		
e0711_S3Dr1	4	3	Deep	550224.0	19.301079444444444	45.384414166666666	JUL_M25	711		
e0712_S7PRr1	4	7	Rhizosphere	221959.0	19.407005277777778	45.953943611111114	JUL_M25	712		
e0713_S7Sr1	4	7	Surface	529525.0	19.407005277777778	45.953943611111114	JUL_M25	713		
e0714_S7Dr1	4	7	Deep	556882.0	19.407005277777778	45.953943611111114	JUL_M25	714		
e0715_S14PRr1	4	14	Rhizosphere	209711.0	19.581338055555555	47.2920225	JUL_M25	715		
e0716_S14Sr1	4	14	Surface	403700.0	19.581338055555555	47.2920225	JUL_M25	716		
e0717_S14Dr1	4	14	Deep	652895.0	19.581338055555555	47.2920225	JUL_M25	717		
e0718_S21PRr1	4	21	Rhizosphere	137986.0	19.9011325	48.48646388888889	JUL_M25	718		
e0719_S21Sr1	4	21	Surface	379049.0	19.9011325	48.48646388888889	JUL_M25	719		
e0720_S21Dr1	4	21	Deep	483111.0	19.9011325	48.48646388888889	JUL_M25	720		
e0721_S31PRr1	4	31	Rhizosphere	36064.0	20.294623333333334	49.891405	JUL_M25	721		
e0722_S31Sr1	4	31	Surface	615421.0	20.294623333333334	49.891405	JUL_M25	722		
e0723_S31Dr1	4	31	Deep	490807.0	20.294623333333334	49.891405	JUL_M25	723		
e0724_S48PRr1	4	48	Rhizosphere	325754.0	20.568648333333332	53.09404833333333	JUL_M25	724		
e0725_S48Sr1	4	48	Surface	552873.0	20.568648333333332	53.09404833333333	JUL_M25	725		
e0726_S48Dr1	4	48	Deep	29529.0	20.568648333333332	53.09404833333333	JUL_M25	726		
e0727_S32PRr1	4	32	Rhizosphere	168044.0	20.310684166666668	50.09302138888889	JUL_M25	727		
e0728_S32Sr1	4	32	Surface	630929.0	20.310684166666668	50.09302138888889	JUL_M25	728		
e0729_S32Dr1	4	32	Deep	485503.0	20.310684166666668	50.09302138888889	JUL_M25	729		
e0730_S39PRr1	4	39	Rhizosphere	88140.0	20.51023	51.59742	JUL_M25	730		
e0731_S39Sr1	4	39	Surface	392885.0	20.51023	51.59742	JUL_M25	731		
e0732_S39Dr1	4	39	Deep	453888.0	20.51023	51.59742	JUL_M25	732		
e0733_S50PRr1	4	50	Rhizosphere	248627.0	20.71385	53.4123	JUL_M25	733		
e0734_S50Sr1	4	50	Surface	601146.0	20.71385	53.4123	JUL_M25	734		
e0735_S50Dr1	4	50	Deep	663527.0	20.71385	53.4123	JUL_M25	735		
e0736_S1PRr1	4	1	Rhizosphere	136718.0	19.149770555555556	45.166511388888885	JUL_M25	736		
e0737_S1Sr1	4	1	Surface	244296.0	19.149770555555556	45.166511388888885	JUL_M25	737		
e0738_S1Dr1	4	1	Deep	368561.0	19.149770555555556	45.166511388888885	JUL_M25	738		
e0739_S5PRr1	4	5	Rhizosphere	362651.0	19.407155277777775	45.659501388888884	JUL_M25	739		
e0740_S5Sr1	4	5	Surface	112226.0	19.407155277777775	45.659501388888884	JUL_M25	740		
e0741_S5Dr1	4	5	Deep	380915.0	19.407155277777775	45.659501388888884	JUL_M25	741		
e0742_S10PRr1	4	10	Rhizosphere	175679.0	19.420469722222222	46.460795277777784	JUL_M25	742		
e0743_S10Sr1	4	10	Surface	448414.0	19.420469722222222	46.460795277777784	JUL_M25	743		
e0744_S10Dr1	4	10	Deep	427301.0	19.420469722222222	46.460795277777784	JUL_M25	744		
e0745_S20PRr1	4	20	Rhizosphere	198502.0	19.869310833333333	48.42464444444444	JUL_M25	745		
e0746_S20Sr1	4	20	Surface	484245.0	19.869310833333333	48.42464444444444	JUL_M25	746		
e0747_S20Dr1	4	20	Deep	488075.0	19.869310833333333	48.42464444444444	JUL_M25	747		
e0748_S24PRr1	4	24	Rhizosphere	490020.0	20.09273861111111	48.89939527777778	JUL_M25	748		
e0749_S24Sr1	4	24	Surface	565700.0	20.09273861111111	48.89939527777778	JUL_M25	749		
e0750_S24Dr1	4	24	Deep	528256.0	20.09273861111111	48.89939527777778	JUL_M25	750		
e0751_S34PRr1	4	34	Rhizosphere	95569.0	20.344394444444443	50.5153725	JUL_M25	751		
e0752_S34Sr1	4	34	Surface	545675.0	20.344394444444443	50.5153725	JUL_M25	752		
e0754_S40Sr1	4	40	Surface	633853.0	20.54718	51.82559	JUL_M25	754		
e0755_S40Dr1	4	40	Deep	183318.0	20.54718	51.82559	JUL_M25	755		
e0756_S52PRr1	4	52	Rhizosphere	95285.0	20.82784	53.57835	JUL_M25	756		
e0757_S52Sr1	4	52	Surface	54874.0	20.82784	53.57835	JUL_M25	757		
e0758_S52Dr1	4	52	Deep	76639.0	20.82784	53.57835	JUL_M25	758		
e0759_S19PRr1	4	19	Rhizosphere	294742.0	19.81231916666667	48.24049472222222	JUL_M25	759		
e0760_S19Sr1	4	19	Surface	533436.0	19.81231916666667	48.24049472222222	JUL_M25	760		
e0761_S19Dr1	4	19	Deep	167221.0	19.81231916666667	48.24049472222222	JUL_M25	761		
e0762_S26PRr1	4	26	Rhizosphere	52990.0	20.148753888888887	49.07873861111111	JUL_M25	762		
e0763_S26Sr1	4	26	Surface	491484.0	20.148753888888887	49.07873861111111	JUL_M25	763		
e0764_S26Dr1	4	26	Deep	512137.0	20.148753888888887	49.07873861111111	JUL_M25	764		
e0765_S42PRr1	4	42	Rhizosphere	89400.0	20.55516	52.12403	JUL_M25	765		
e0766_S42Sr1	4	42	Surface	491030.0	20.55516	52.12403	JUL_M25	766		
e0767_S42Dr1	4	42	Deep	202429.0	20.55516	52.12403	JUL_M25	767		
e0775_F15PRr1	3	15	Rhizosphere	44056.0	19.613749722222224	47.47587194444445	JUL_M25	775	1.991830936	PowerSoil
e0776_F20Sr3	3	20	Surface	519118.0	19.869310833333333	48.42464444444444	JUL_M25	776	0.03408589712	Pro
e0777_F24PRr3	3	24	Rhizosphere	135900.0	20.09273861111111	48.89939527777778	JUL_M25	777	0.273751594	PowerSoil
e0778_F31Sr2	3	31	Surface	346747.0	20.294623333333334	49.891405	JUL_M25	778	0.02656687999	PowerSoil
e0779_F31Sr3	3	31	Surface	330334.0	20.294623333333334	49.891405	JUL_M25	779	0.01041041973	PowerSoil
e0780_F33Dr1	3	33	Deep	638705.0	20.317507777777777	50.30307027777778	JUL_M25	780	0.06572519432	PowerSoil
e0781_F34Sr1	3	34	Surface	640860.0	20.344394444444443	50.5153725	JUL_M25	781		
e0782_F40Dr3	3	40	Deep	527271.0	20.54718	51.82559	JUL_M25	782	0.04164764788	PowerSoil
e0784_F41Dr3	3	41	Deep	453018.0	20.539777222222224	51.94610583333333	JUL_M25	784	0.1946190867	PowerSoil
e0785_F43Dr1	3	43	Deep	631922.0	20.567575555555557	52.22413277777778	JUL_M25	785	0.0126927297	PowerSoil
e0786_F43Sr2	3	43	Surface	514441.0	20.567575555555557	52.22413277777778	JUL_M25	786	0.00404286946	PowerSoil
e0787_F47PRr1	3	47	Rhizosphere	164406.0	20.54181555555556	52.868785833333334	JUL_M25	787	0.01226963871	PowerSoil MoBio
e0788_F48PRr3	3	48	Rhizosphere	171036.0	20.568648333333332	53.09404833333333	JUL_M25	788	0.03939447218	PowerSoil MoBio
e0789_F51Sr3	3	51	Surface	283169.0	20.7987	53.487	JUL_M25	789	0.7775942294	PowerSoil MoBio
e0790_F52Sr2	3	52	Surface	97694.0	20.851514166666668	53.75788444444444	JUL_M25	790	0	PowerSoil MoBio
e0791_F55Sr1	3	55	Surface	1060384.0	20.9022725	54.0024376	JUL_M25	791	0.01495820502	PowerSoil MoBio
e0792_F56Sr2	3	56	Surface	100406.0	20.821580833333332	54.22385916666667	JUL_M25	792	0.004487461505	PowerSoil MoBio
e0793_F56Sr3	3	56	Surface	40862.0	20.821580833333332	54.22385916666667	JUL_M25	793	0	Pro
e0794_F57Dr1	3	57	Deep	141218.0	20.7349775	54.41764333333333	JUL_M25	794	0.002595688517	Pro
e0795_F57Sr3	3	57	Surface	122158.0	20.7349775	54.41764333333333	JUL_M25	795	0.02160140783	Pro
e0796_F58Dr1	3	58	Deep	3571.0	20.66540111111111	54.59327444444445	JUL_M25	796	0.01223053234	Pro
e0797_F58Sr3	3	58	Surface	340345.0	20.66540111111111	54.59327444444445	JUL_M25	797	0.1357677079	Pro
e0798_F59Dr2	3	59	Deep	32260.0	20.65626	54.635868055555555	JUL_M25	798	0.04021117466	Pro
e0799_F59PRr1	3	59	Rhizosphere	54837.0	20.65626	54.635868055555555	JUL_M25	799	0.006467223933	Pro
e0800_F59Sr3	3	59	Surface	32805.0	20.65626	54.635868055555555	JUL_M25	800	0.002375714914	Pro
e0801_F60PRr1	3	60	Rhizosphere	88416.0	20.706374444444442	54.732105555555556	JUL_M25	801	0.01121865376	Pro
e0802_F60PRr2	3	60	Rhizosphere	98782.0	20.706374444444442	54.732105555555556	JUL_M25	802	0.01561812582	Pro
e0803_F60Sr3	3	60	Surface	74139.0	20.706374444444442	54.732105555555556	JUL_M25	803	0.008974923009	Pro
e0804_T1Dr1	2	1	Deep	1485.0	19.149770555555556	45.166511388888885	JUL_M25	804	0.6052561008	PowerSoil
e0806_1Sr2	1	1	Surface	79374.0	19.149770555555556	45.166511388888885	JUL_M25	806	0.138	PowerSoil
e0807_2Dr2	1	2	Deep	20729.0	19.203468333333333	45.2447675	JUL_M25	807	0.763	PowerSoil
e0808_2Sr1	1	2	Surface	18569.0	19.203468333333333	45.2447675	JUL_M25	808		
e0809_2PRr1	1	2	Rhizosphere	6345.0	19.203468333333333	45.2447675	JUL_M25	809	4.030660588	PowerSoil
e0810_3Dr3	1	3	Deep	48105.0	19.301079444444444	45.384414166666666	JUL_M25	810	0.015228	PowerSoil
e0811_3Sr1	1	3	Surface	68097.0	19.301079444444444	45.384414166666666	JUL_M25	811		PowerSoil
e0812_3PRr2	1	3	Rhizosphere	11513.0	19.301079444444444	45.384414166666666	JUL_M25	812	1.946129958	Pro
e0813_4Dr1	1	4	Deep	12168.0	19.379571666666667	45.55182694444444	JUL_M25	813	0.8313875	PowerSoil
e0814_5Dr2	1	5	Deep	10785.0	19.407155277777775	45.659501388888884	JUL_M25	814	0.1324751944	PowerSoil
e0815_5Sr2	1	5	Surface	14283.0	19.407155277777775	45.659501388888884	JUL_M25	815	0.2982792315	PowerSoil
e0816_6Dr3	1	6	Deep	15584.0	19.405739166666667	45.8161425	JUL_M25	816		PowerSoil
e0817_6Sr1	1	6	Surface	53354.0	19.405739166666667	45.8161425	JUL_M25	817	0	PowerSoil
e0818_6PRr1	1	6	Rhizosphere	16591.0	19.405739166666667	45.8161425	JUL_M25	818	1.187977463	PowerSoil
e0819_7Dr1	1	7	Deep	68741.0	19.407005277777778	45.953943611111114	JUL_M25	819		PowerSoil
e0821_7PRr2	1	7	Rhizosphere	14554.0	19.407005277777778	45.953943611111114	JUL_M25	821	0.7411280951	PowerSoil
e0822_8Sr2	1	8	Surface	166155.0	19.393154166666665	46.110734722222226	JUL_M25	822	0.04165549298	PowerSoil
e0823_8PRr1	1	8	Rhizosphere	9811.0	19.393154166666665	46.110734722222226	JUL_M25	823	0	PowerSoil
e0824_8PRr2	1	8	Rhizosphere	336935.0	19.393154166666665	46.110734722222226	JUL_M25	824	0.0347725038	PowerSoil
e0825_11PRr1	1	11	Rhizosphere	14098.0	19.44435222222222	46.6356325	JUL_M25	825		PowerSoil
e0826_12Sr2	1	12	Surface	154766.0	19.47793361111111	46.83437333333334	JUL_M25	826		
e0827_14Dr2	1	14	Deep	89414.0	19.581338055555555	47.2920225	JUL_M25	827		PowerSoil
e0828_16PRr1	1	16	Rhizosphere	16917.0	19.644455833333332	47.62611861111111	JUL_M25	828	0	PowerSoil
e0829_17Dr2	1	17	Deep	99156.0	19.676460000000002	47.82730555555556	JUL_M25	829	0.035912794091521	PowerSoil
e0830_17Sr1	1	17	Surface	23551.0	19.676460000000002	47.82730555555556	JUL_M25	830	0.015925991726098	PowerSoil
e0831_17Sr2	1	17	Surface	403191.0	19.676460000000002	47.82730555555556	JUL_M25	831	0	Pro
e0832_17Sr3	1	17	Surface	303928.0	19.676460000000002	47.82730555555556	JUL_M25	832	0.006648544473713	Pro
e0833_17PRr3	1	17	Rhizosphere	36376.0	19.676460000000002	47.82730555555556	JUL_M25	833		PowerSoil
e0834_18Dr2	1	18	Deep	299805.0	19.732518055555555	48.046860555555554	JUL_M25	834	0.003045607979493	PowerSoil
e0835_21Sr3	1	21	Surface	77341.0	19.9011325	48.48646388888889	JUL_M25	835		PowerSoil
e0836_22Dr3	1	22	Deep	149063.0	19.97866972222222	48.63943555555556	JUL_M25	836	0.004187710971803	PowerSoil
e0837_23Dr3	1	23	Deep	92422.0	20.049265555555557	48.773331388888884	JUL_M25	837		PowerSoil
e0838_23Sr3	1	23	Surface	316406.0	20.049265555555557	48.773331388888884	JUL_M25	838		PowerSoil
e0839_23PRr1	1	23	Rhizosphere	55872.0	20.049265555555557	48.773331388888884	JUL_M25	839		PowerSoil
e0840_24Sr2	1	24	Surface	90168.0	20.09273861111111	48.89939527777778	JUL_M25	840		PowerSoil
e0841_26Sr1	1	26	Surface	296583.0	20.148753888888887	49.07873861111111	JUL_M25	841	0.012245882084211	PowerSoil
e0842_27Dr2	1	27	Deep	180892.0	20.2038574	49.1959834	JUL_M25	842	0.120364965356209	PowerSoil
e0843_28Sr1	1	28	Surface	49818.0	20.24376861111111	49.37088472222222	JUL_M25	843		PowerSoil
e0844_28PRr1	1	28	Rhizosphere	71385.0	20.24376861111111	49.37088472222222	JUL_M25	844		PowerSoil
e0845_30Sr2	1	30	Surface	416195.0	20.269303055555554	49.68367333333333	JUL_M25	845	0.012943833912845	PowerSoil
e0846_31Sr3	1	31	Surface	71347.0	20.294623333333334	49.891405	JUL_M25	846		PowerSoil
e0848_33Dr3	1	33	Deep	270235.0	20.317507777777777	50.30307027777778	JUL_M25	848		
e0849_35PRr3	1	35	Rhizosphere	12324.0	20.371795833333334	50.72999222222222	JUL_M25	849		PowerSoil
e0850_36Sr2	1	36	Surface	112627.0	20.42319	51.14483	JUL_M25	850	0.070620035024492	PowerSoil
e0851_38PRr3	1	38	Rhizosphere	13906.0	20.4610275	51.370224722222225	JUL_M25	851		PowerSoil
e0852_39Dr3	1	39	Deep	229779.0	20.51023	51.59742	JUL_M25	852		PowerSoil
e0853_39PRr2	1	39	Rhizosphere	24646.0	20.51023	51.59742	JUL_M25	853	0.072840790842872	PowerSoil
e0854_41Dr1	1	41	Deep	24318.0	20.539777222222224	51.94610583333333	JUL_M25	854	0.036230044922718	PowerSoil
e0855_42Sr3	1	42	Surface	194361.0	20.55516	52.12403	JUL_M25	855		PowerSoil
e0857_50Sr2	1	50	Surface	245134.0	20.71385	53.4123	JUL_M25	857	0.054259408241709	PowerSoil
e0858_53Sr3	1	53	Surface	67648.0	20.851514166666668	53.75788444444444	JUL_M25	858		
e0859_53PRr1	1	53	Rhizosphere	34154.0	20.851514166666668	53.75788444444444	JUL_M25	859		PowerSoil
e0860_55Sr1	1	55	Surface	24663.0	20.9022725	54.0024376	JUL_M25	860		
e0861_61Sr2	1	61	Surface	8125.0			JUL_M25	861		PowerSoil
e0862_T2Dr2	2	2	Deep	12566.0	19.203468333333333	45.2447675	JUL_M25	862		
e0863_T2PRr1	2	2	Rhizosphere	3658.0	19.203468333333333	45.2447675	JUL_M25	863	23.29766693	PowerSoil
e0864_T3Dr2	2	3	Deep	6881.0	19.301079444444444	45.384414166666666	JUL_M25	864	0.009654062751	PowerSoil
e0865_T5Sr3	2	5	Surface	318680.0	19.407155277777775	45.659501388888884	JUL_M25	865	0.004441511637	PowerSoil
e0866_T6PRr2	2	6	Rhizosphere	22057.0	19.405739166666667	45.8161425	JUL_M25	866	0.141	PowerSoil
e0867_T7PRr2	2	7	Rhizosphere	37427.0	19.407005277777778	45.953943611111114	JUL_M25	867	0.04505229284	PowerSoil
e0868_T8Dr1	2	8	Deep	13407.0	19.393154166666665	46.110734722222226	JUL_M25	868	0	PowerSoil
e0869_T8PRr1	2	8	Rhizosphere	6670.0	19.393154166666665	46.110734722222226	JUL_M25	869		
e0873_F1PRr2	3	1	Rhizosphere	4027.0	19.149770555555556	45.166511388888885	JUL_M25	873	0.717449961	PowerSoil
e0876_S18PRr1	4	18	Rhizosphere	13267.0	19.732518055555555	48.046860555555554	JUL_M25	876		
e0877_S18Sr1	4	18	Surface	300562.0	19.732518055555555	48.046860555555554	JUL_M25	877		
e0878_S18Dr1	4	18	Deep	342752.0	19.732518055555555	48.046860555555554	JUL_M25	878		
e0880_3Sr3	1	3	Surface	25999.0	19.301079444444444	45.384414166666666	JUL_M25	880	0	Pro
e0881_4Dr2	1	4	Deep	409201.0	19.379571666666667	45.55182694444444	JUL_M25	881	3.763539045	Pro
e0882_7Dr2	1	7	Deep	470585.0	19.407005277777778	45.953943611111114	JUL_M25	882	0	Pro
e0883_8PRr3	1	8	Rhizosphere	416315.0	19.393154166666665	46.110734722222226	JUL_M25	883	0.007069338427745	Pro
e0884_10PRr3	1	10	Rhizosphere	507390.0	19.420469722222222	46.460795277777784	JUL_M25	884	0.008500037871456	Pro
e0885_11Dr1	1	11	Deep	487056.0	19.44435222222222	46.6356325	JUL_M25	885	0.025836748777594	Pro
e0886_11PRr2	1	11	Rhizosphere	683083.0	19.44435222222222	46.6356325	JUL_M25	886	0	Pro
e0887_12Dr2	1	12	Deep	362379.0	19.47793361111111	46.83437333333334	JUL_M25	887	0.018514933977429	Pro
e0888_12Dr3	1	12	Deep	372934.0	19.47793361111111	46.83437333333334	JUL_M25	888	0.004754971680567	Pro
e0889_19Dr3	1	19	Deep	46223.0	19.81231916666667	48.24049472222222	JUL_M25	889	0	Pro
e0890_19Sr1	1	19	Surface	416258.0	19.81231916666667	48.24049472222222	JUL_M25	890	0	Pro
e0891_19Sr3	1	19	Surface	480124.0	19.81231916666667	48.24049472222222	JUL_M25	891	0.016953506293347	Pro
e0892_20Dr1	1	20	Deep	594658.0	19.869310833333333	48.42464444444444	JUL_M25	892	1.28748180494905	Pro
e0893_20Sr1	1	20	Surface	395135.0	19.869310833333333	48.42464444444444	JUL_M25	893	0.513014812912064	Pro
e0894_20Sr3	1	20	Surface	486142.0	19.869310833333333	48.42464444444444	JUL_M25	894	0	Pro
