profile_id	site	position	extraction_blank	reads_before	reads_after	removed_read_fraction	richness_before	richness_after	richness_change	shannon_before	shannon_after	shannon_change
e0670_S59Sr1	S59	Surface	EB	194102	179363	0.07593430258	1040	1039	-1	4.549761502	4.632826501	0.08306499994
e0672_S4PRr1	S4	Rhizosphere	EB	194618	194618	0	2014	2014	0	6.094916873	6.094916873	-4.440892099e-15
e0673_S4Sr1	S4	Surface	EB	391895	391895	0	2880	2880	0	6.377092758	6.377092758	0
e0674_S4Dr1	S4	Deep	EB	416306	416306	0	3272	3272	0	6.924245243	6.924245243	0
e0675_S8PRr1	S8	Rhizosphere	EB	563748	563748	0	2704	2704	0	6.637149743	6.637149743	-8.881784197e-16
e0676_S8Sr1	S8	Surface	EB	543835	543835	0	919	919	0	5.970346007	5.970346007	0
e0677_S8Dr1	S8	Deep	EB	583897	583823	0.0001267346809	1372	1371	-1	6.067506811	6.067011742	-0.0004950687118
e0678_S11PRr1	S11	Rhizosphere	EB	259816	259816	0	1876	1876	0	6.022684181	6.022684181	0
e0679_S11Sr1	S11	Surface	EB	490941	490941	0	632	632	0	5.858415978	5.858415978	0
e0680_S11Dr1	S11	Deep	EB	443602	443602	0	1769	1769	0	6.459004332	6.459004332	8.881784197e-16
e0681_S36Sr1	S36	Surface	EB	422374	422240	0.0003172543765	2370	2368	-2	6.524551978	6.523535727	-0.001016250353
e0682_S36PRr1	S36	Rhizosphere	EB	198470	173922	0.1236861994	1497	1495	-2	5.783971723	6.093387034	0.3094153105
e0683_S36Dr1	S36	Deep	EB	471473	467819	0.007750178695	1933	1930	-3	6.431221779	6.433806413	0.002584633871
e0685_S6PRr1	S6	Rhizosphere	EB1	507052	507052	0	3122	3122	0	6.411481531	6.411481531	-2.664535259e-15
e0686_S6Sr1	S6	Surface	EB1	795417	795417	0	3364	3364	0	6.661456725	6.661456725	-8.881784197e-16
e0687_S6Dr1	S6	Deep	EB1	367860	367860	0	2811	2811	0	6.796862985	6.796862985	8.881784197e-16
e0688_S9PRr1	S9	Rhizosphere	EB1	99086	99086	0	706	706	0	5.09327103	5.09327103	0
e0689_S9Sr1	S9	Surface	EB1	518496	518496	0	1835	1835	0	6.195848827	6.195848827	0
e0690_S9Dr1	S9	Deep	EB1	339715	339705	2.943643937e-05	1848	1847	-1	5.881963056	5.881799641	-0.0001634152998
e0691_S12PRr1	S12	Rhizosphere	EB1	290486	290486	0	2542	2542	0	6.225947286	6.225947286	8.881784197e-16
e0692_S12Sr1	S12	Surface	EB1	883286	883286	0	1214	1214	0	6.20247786	6.20247786	-1.776356839e-15
e0693_S12Dr1	S12	Deep	EB1	637514	637514	0	2213	2213	0	6.721066497	6.721066497	1.776356839e-15
e0694_S15PRr1	S15	Rhizosphere	EB1	355904	355882	6.181442187e-05	4112	4111	-1	7.385921176	7.385716841	-0.0002043353668
e0695_S15Sr1	S15	Surface	EB1	594496	594290	0.0003465120034	3547	3546	-1	7.263797911	7.263207381	-0.0005905300673
e0696_S15Dr1	S15	Deep	EB1	477736	477736	0	4007	4007	0	7.394971023	7.394971023	1.776356839e-15
e0697_S17PRr1	S17	Rhizosphere	EB1	195282	195282	0	1640	1640	0	6.375092203	6.375092203	8.881784197e-16
e0698_S17Sr1	S17	Surface	EB1	481857	481857	0	2446	2446	0	6.613972894	6.613972894	-1.776356839e-15
e0699_S17Dr1	S17	Deep	EB1	522026	522026	0	2576	2576	0	6.099334067	6.099334067	-1.776356839e-15
e0700_S23PRr1	S23	Rhizosphere	EB3	296625	296625	0	407	407	0	5.393661007	5.393661007	2.664535259e-15
e0701_S23Sr1	S23	Surface	EB3	541334	541264	0.0001293101856	1655	1654	-1	6.427701152	6.427245206	-0.0004559459863
e0702_S23Dr1	S23	Deep	EB1	160888	160888	0	244	244	0	4.929152155	4.929152155	0
e0703_S29PRr1	S29	Rhizosphere	EB1	443026	443026	0	3160	3160	0	7.139108355	7.139108355	0
e0704_S29Sr1	S29	Surface	EB1	444766	444696	0.0001573861311	2713	2712	-1	6.728162893	6.727686164	-0.0004767294339
e0705_S29Dr1	S29	Deep	EB1	575172	575095	0.000133872998	1890	1889	-1	6.776073314	6.775652565	-0.0004207493757
e0706_S30PRr1	S30	Rhizosphere	EB1	148689	148689	0	1126	1126	0	5.56375253	5.56375253	-8.881784197e-16
e0707_S30Sr1	S30	Surface	EB1	481269	481157	0.0002327180849	2698	2697	-1	6.185079477	6.184339148	-0.0007403291149
e0708_S30Dr1	S30	Deep	EB1	541835	541835	0	1677	1677	0	6.481283765	6.481283765	0
e0709_S3PRr1	S3	Rhizosphere	EB2	322317	322317	0	1763	1763	0	4.92729725	4.92729725	-1.776356839e-15
e0710_S3Sr1	S3	Surface	EB2	504288	504058	0.0004560885843	863	862	-1	6.125155027	6.123983512	-0.001171514571
e0711_S3Dr1	S3	Deep	EB2	550224	550082	0.0002580767106	1570	1569	-1	6.603762924	6.603076685	-0.0006862383494
e0712_S7PRr1	S7	Rhizosphere	EB2	221959	221959	0	2028	2028	0	6.328377115	6.328377115	4.440892099e-15
e0713_S7Sr1	S7	Surface	EB2	529525	528931	0.001121760068	1845	1844	-1	6.762464225	6.761307704	-0.001156520657
e0714_S7Dr1	S7	Deep	EB2	556882	556808	0.0001328827292	2556	2555	-1	7.108616721	7.108242293	-0.0003744282926
e0715_S14PRr1	S14	Rhizosphere	EB2	209711	209711	0	261	261	0	3.468795826	3.468795826	1.33226763e-15
e0716_S14Sr1	S14	Surface	EB2	403700	403647	0.0001312856081	2252	2251	-1	6.111313303	6.110810839	-0.0005024640132
e0717_S14Dr1	S14	Deep	EB2	652895	652418	0.0007305922085	2645	2642	-3	6.717334544	6.715830068	-0.001504475699
e0718_S21PRr1	S21	Rhizosphere	EB2	137986	137986	0	1165	1165	0	5.369605542	5.369605542	-3.552713679e-15
e0719_S21Sr1	S21	Surface	EB2	379049	379049	0	2754	2754	0	6.475178747	6.475178747	1.776356839e-15
e0720_S21Dr1	S21	Deep	EB2	483111	483060	0.0001055658016	2280	2279	-1	6.561423299	6.561043782	-0.0003795174516
e0721_S31PRr1	S31	Rhizosphere	EB2	36064	36064	0	691	691	0	5.214192287	5.214192287	8.881784197e-16
e0722_S31Sr1	S31	Surface	EB2	615421	614645	0.001260925448	1155	1154	-1	6.270094652	6.268320583	-0.001774069189
e0723_S31Dr1	S31	Deep	EB3	490807	490807	0	2095	2095	0	6.704950088	6.704950088	0
e0724_S48PRr1	S48	Rhizosphere	EB2	325754	325754	0	2722	2722	0	6.827552953	6.827552953	8.881784197e-16
e0725_S48Sr1	S48	Surface	EB2	552873	552721	0.000274927515	2082	2080	-2	6.507742938	6.506816945	-0.000925992104
e0726_S48Dr1	S48	Deep	EB2	29529	25303	0.1431135494	7	6	-1	1.643667604	1.439037966	-0.2046296378
e0727_S32PRr1	S32	Rhizosphere	EB2	168044	168044	0	1015	1015	0	5.218900205	5.218900205	0
e0728_S32Sr1	S32	Surface	EB2	630929	630593	0.0005325480363	1627	1626	-1	6.392214236	6.391071121	-0.001143114367
e0729_S32Dr1	S32	Deep	EB2	485503	485503	0	1445	1445	0	6.395638151	6.395638151	0
e0730_S39PRr1	S39	Rhizosphere	EB2	88140	88140	0	526	526	0	4.507959264	4.507959264	2.664535259e-15
e0731_S39Sr1	S39	Surface	EB2	392885	392885	0	1958	1958	0	6.222168306	6.222168306	-1.776356839e-15
e0732_S39Dr1	S39	Deep	EB2	453888	453888	0	1203	1203	0	6.358712031	6.358712031	3.552713679e-15
e0733_S50PRr1	S50	Rhizosphere	EB3	248627	248627	0	925	925	0	3.486853431	3.486853431	-1.776356839e-15
e0734_S50Sr1	S50	Surface	EB3	601146	600539	0.001009738067	1218	1217	-1	5.843223894	5.841147457	-0.002076437301
e0735_S50Dr1	S50	Deep	EB3	663527	663527	0	1467	1467	0	6.041724636	6.041724636	-2.664535259e-15
e0736_S1PRr1	S1	Rhizosphere	EB4	136718	136718	0	677	677	0	4.583465013	4.583465013	-8.881784197e-16
e0737_S1Sr1	S1	Surface	EB4	244296	244296	0	2074	2074	0	6.116664127	6.116664127	-3.552713679e-15
e0738_S1Dr1	S1	Deep	EB3	368561	368561	0	2473	2473	0	6.353534714	6.353534714	8.881784197e-16
e0739_S5PRr1	S5	Rhizosphere	EB4	362651	362651	0	1428	1428	0	6.164922995	6.164922995	8.881784197e-16
e0740_S5Sr1	S5	Surface	EB4	112226	112226	0	1500	1500	0	6.106081347	6.106081347	-1.776356839e-15
e0741_S5Dr1	S5	Deep	EB4	380915	380915	0	949	949	0	5.760700443	5.760700443	8.881784197e-16
e0742_S10PRr1	S10	Rhizosphere	EB4	175679	175679	0	423	423	0	3.302568535	3.302568535	-8.881784197e-15
e0743_S10Sr1	S10	Surface	EB4	448414	448414	0	2458	2458	0	6.283618338	6.283618338	4.440892099e-15
e0744_S10Dr1	S10	Deep	EB4	427301	427301	0	2157	2157	0	6.139390696	6.139390696	-3.552713679e-15
e0745_S20PRr1	S20	Rhizosphere	EB4	198502	198502	0	1313	1313	0	5.657902928	5.657902928	1.776356839e-15
e0746_S20Sr1	S20	Surface	EB4	484245	484245	0	3383	3383	0	7.064559514	7.064559514	0
e0747_S20Dr1	S20	Deep	EB4	488075	488005	0.0001434205809	2111	2110	-1	6.42888229	6.42839161	-0.0004906799276
e0748_S24PRr1	S24	Rhizosphere	EB4	490020	489996	4.897759275e-05	2181	2180	-1	6.675424543	6.675216442	-0.0002081012232
e0749_S24Sr1	S24	Surface	EB4	565700	565700	0	1771	1771	0	6.584388471	6.584388471	8.881784197e-16
e0750_S24Dr1	S24	Deep	EB4	528256	528218	7.193481948e-05	1944	1943	-1	5.830864836	5.830526081	-0.0003387545948
e0751_S34PRr1	S34	Rhizosphere	EB4	95569	95569	0	943	943	0	5.108459137	5.108459137	0
e0752_S34Sr1	S34	Surface	EB4	545675	545556	0.0002180785266	863	862	-1	4.989504252	4.988535545	-0.0009687071603
e0754_S40Sr1	S40	Surface	EB4	633853	633853	0	1199	1199	0	6.115965028	6.115965028	1.776356839e-15
e0755_S40Dr1	S40	Deep	EB4	183318	183318	0	1234	1234	0	5.749474673	5.749474673	1.776356839e-15
e0756_S52PRr1	S52	Rhizosphere	EB4	95285	95285	0	657	657	0	5.306348449	5.306348449	3.552713679e-15
e0757_S52Sr1	S52	Surface	EB4	54874	54272	0.01097058716	6	5	-1	1.298287729	1.251603176	-0.04668455303
e0758_S52Dr1	S52	Deep	EB4	76639	76639	0	12	12	0	2.285410835	2.285410835	0
e0759_S19PRr1	S19	Rhizosphere	EB5	294742	294742	0	2843	2843	0	6.781350962	6.781350962	1.776356839e-15
e0760_S19Sr1	S19	Surface	EB5	533436	533436	0	2605	2605	0	6.898436461	6.898436461	-3.552713679e-15
e0761_S19Dr1	S19	Deep	EB5	167221	167179	0.0002511646265	1587	1585	-2	6.517813645	6.517014344	-0.0007993008653
e0762_S26PRr1	S26	Rhizosphere	EB5	52990	52990	0	466	466	0	4.754408197	4.754408197	0
e0763_S26Sr1	S26	Surface	EB5	491484	491460	4.883170154e-05	2462	2461	-1	6.649183766	6.648974858	-0.0002089084435
e0764_S26Dr1	S26	Deep	EB5	512137	512137	0	2655	2655	0	6.514770404	6.514770404	2.664535259e-15
e0765_S42PRr1	S42	Rhizosphere	EB5	89400	89400	0	852	852	0	5.509120335	5.509120335	0
e0766_S42Sr1	S42	Surface	EB5	491030	491030	0	1179	1179	0	6.159050733	6.159050733	3.552713679e-15
e0767_S42Dr1	S42	Deep	EB5	202429	202429	0	46	46	0	3.075878361	3.075878361	1.776356839e-15
