model	formula	contrast	contrast_label	n_blocks	n_sites	estimate	std_error	ci_low	ci_high	p	q_within_model
campaign_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface'))	Deep-Surface	shallow subsurface minus surface	617	60	0.0142723632782	0.00573976449953	0.00302263157935	0.025522094977	0.0128978851202	0.0128978851202
campaign_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface'))	Rhizosphere-Surface	root-adjacent minus surface	617	60	-0.0295626689167	0.00625641325469	-0.0418250135683	-0.0173003242651	2.29913398763e-06	3.44870098145e-06
campaign_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface'))	Rhizosphere-Deep	root-adjacent minus shallow subsurface	617	60	-0.0438350321949	0.00630477474484	-0.0561921636254	-0.0314779007644	3.58430858765e-12	1.07529257629e-11
campaign_and_depth_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface')) + log_sequencing_depth	Deep-Surface	shallow subsurface minus surface	617	60	0.0138149251553	0.00572994379006	0.00258444169336	0.0250454086173	0.0159086149089	0.0159086149089
campaign_and_depth_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface')) + log_sequencing_depth	Rhizosphere-Surface	root-adjacent minus surface	617	60	-0.0278585064059	0.0065442139115	-0.0406849299796	-0.0150320828322	2.07218398148e-05	3.10827597223e-05
campaign_and_depth_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface')) + log_sequencing_depth	Rhizosphere-Deep	root-adjacent minus shallow subsurface	617	60	-0.0416734315612	0.00647532482371	-0.0543648350039	-0.0289820281185	1.22882632276e-10	3.68647896828e-10
