adjustment	genus	mean_clr_dune	mean_clr_saline_pan	pan_minus_dune_clr	mannwhitney_p	q_bh_200	supported_q_lt_0_05	phylum
route_linear_quadratic	Geodermatophilus	0.06704354584	-0.3277684463	-0.3948119922	0.2706629953	0.741542453	False	Actinomycetota
route_linear_quadratic	Ellin6055	0.065688404	-0.3211433084	-0.3868317124	0.840420036	0.9604800411	False	Pseudomonadota
route_linear_quadratic	Flavisolibacter	0.06274002914	-0.3067290313	-0.3694690605	0.7671444691	0.9293451882	False	Bacteroidota
route_linear_quadratic	Chelativorans	0.06252250551	-0.3056655825	-0.368188088	0.4846616715	0.8688515068	False	Pseudomonadota
route_linear_quadratic	Nordella	0.06151421031	-0.3007361393	-0.3622503496	0.3373556518	0.7667173904	False	Pseudomonadota
route_linear_quadratic	Massilia	0.06119499339	-0.2991755232	-0.3603705166	0.06294440106	0.4841877005	False	Pseudomonadota
route_linear_quadratic	Brevibacillus	0.06106977659	-0.2985633522	-0.3596331288	0.4003712504	0.8088308088	False	Bacillota
route_linear_quadratic	Chthoniobacter	0.05869068405	-0.2869322332	-0.3456229172	0.5457979706	0.902145406	False	Verrucomicrobiota
route_linear_quadratic	Anaeromyxobacter	0.05592300184	-0.2734013423	-0.3293243442	0.291810083	0.7579482676	False	Myxococcota
route_linear_quadratic	Marmoricola	0.05514994019	-0.2696219298	-0.32477187	0.2604932769	0.741542453	False	Actinomycetota
route_linear_quadratic	Conexibacter	0.05487737375	-0.2682893828	-0.3231667565	0.1098194088	0.4880862614	False	Actinomycetota
route_linear_quadratic	Fimbriiglobus	0.05472862597	-0.2675621714	-0.3222907974	0.3373556518	0.7667173904	False	Planctomycetota
route_linear_quadratic	DSSF69	0.05453171181	-0.26659948	-0.3211311918	0.4995896164	0.8688515068	False	Pseudomonadota
route_linear_quadratic	Arcticibacter	0.05100957228	-0.2493801312	-0.3003897034	0.3255620668	0.7667173904	False	Bacteroidota
route_linear_quadratic	Verrucosispora	0.04807066767	-0.235012153	-0.2830828207	0.3743598693	0.7965103602	False	Actinomycetota
route_linear_quadratic	Dongia	0.04805822421	-0.2349513184	-0.2830095426	0.2224717452	0.6741568036	False	Pseudomonadota
route_linear_quadratic	Roseisolibacter	0.0449520318	-0.2197654888	-0.2647175206	0.2409546687	0.6984193296	False	Gemmatimonadota
route_linear_quadratic	Pajaroellobacter	0.04456426808	-0.2178697551	-0.2624340231	0.2136207303	0.6572945548	False	Myxococcota
route_linear_quadratic	Domibacillus	0.04443385756	-0.2172321925	-0.2616660501	0.1658065602	0.607583783	False	Bacillota
route_linear_quadratic	Sandaracinobacter	0.04390055409	-0.2146249311	-0.2585254852	0.3617554064	0.7864247966	False	Pseudomonadota
route_linear_quadratic	Pirellula	0.04342378051	-0.2122940381	-0.2557178186	0.3373556518	0.7667173904	False	Planctomycetota
route_linear_quadratic	Sphingoaurantiacus	0.04322979717	-0.211345675	-0.2545754722	0.4699788046	0.8688515068	False	Pseudomonadota
route_linear_quadratic	Nibribacter	0.04192696288	-0.204976263	-0.2469032258	0.4003712504	0.8088308088	False	Bacteroidota
route_linear_quadratic	Paracoccus	0.04189635224	-0.204826611	-0.2467229632	0.713485494	0.9147249923	False	Pseudomonadota
route_linear_quadratic	Longispora	0.04143465171	-0.2025694084	-0.2440040601	0.5616585728	0.9046216929	False	Actinomycetota
route_linear_quadratic	Nocardioides	0.03792190691	-0.1853959893	-0.2233178963	0.785296684	0.9293451882	False	Actinomycetota
route_linear_quadratic	Phaselicystis	0.03631351737	-0.1775327516	-0.213846269	0.4699788046	0.8688515068	False	Myxococcota
route_linear_quadratic	Gaiella	0.03509858616	-0.1715930879	-0.206691674	0.4003712504	0.8088308088	False	Actinomycetota
route_linear_quadratic	Solirubrobacter	0.03063578258	-0.1497749371	-0.1804107196	0.6612080264	0.9046216929	False	Actinomycetota
route_linear_quadratic	Caulobacter	0.02866054366	-0.1401182134	-0.1687787571	0.713485494	0.9147249923	False	Pseudomonadota
route_linear_quadratic	Rubritepida	0.02823101278	-0.1380182847	-0.1662492975	0.6784662697	0.9046216929	False	Pseudomonadota
route_linear_quadratic	Neorhizobium	0.02802847095	-0.1370280802	-0.1650565512	0.7312298302	0.91978595	False	Pseudomonadota
route_linear_quadratic	Sandaracinus	0.02534764779	-0.1239218336	-0.1492694814	0.4846616715	0.8688515068	False	Myxococcota
route_linear_quadratic	Novosphingobium	0.02499965658	-0.1222205433	-0.1472201999	0.8776268494	0.9628061831	False	Pseudomonadota
route_linear_quadratic	Pontibacter	0.02391194561	-0.1169028452	-0.1408147908	0.4003712504	0.8088308088	False	Bacteroidota
route_linear_quadratic	Lysinibacillus	0.02312166838	-0.1130392676	-0.136160936	0.713485494	0.9147249923	False	Bacillota
route_linear_quadratic	Luedemannella	0.02239654496	-0.1094942198	-0.1318907648	0.6958948232	0.9147249923	False	Actinomycetota
route_linear_quadratic	Sumerlaea	0.02164756376	-0.1058325339	-0.1274800977	0.8963375242	0.9628061831	False	Sumerlaeota
route_linear_quadratic	MM2	0.02076553797	-0.1015204079	-0.1222859458	0.9339219976	0.9628061831	False	Pseudomonadota
route_linear_quadratic	Croceibacterium	0.01994717206	-0.09751950783	-0.1174666799	0.4137744826	0.8113225148	False	Pseudomonadota
route_linear_quadratic	Segetibacter	0.01969083795	-0.09626631884	-0.1159571568	0.8776268494	0.9628061831	False	Bacteroidota
route_linear_quadratic	Plastorhodobacter	0.01921485475	-0.09393928991	-0.1131541447	0.8776268494	0.9628061831	False	Pseudomonadota
route_linear_quadratic	Ammoniphilus	0.01873924784	-0.09161410057	-0.1103533484	0.644128016	0.9046216929	False	Bacillota
route_linear_quadratic	Polycyclovorans	0.01858405816	-0.09085539543	-0.1094394536	0.8776268494	0.9628061831	False	Pseudomonadota
route_linear_quadratic	Tepidisphaera	0.0177011422	-0.08653891742	-0.1042400596	1	1	False	Planctomycetota
route_linear_quadratic	SM1A02	0.0163267849	-0.0798198373	-0.09614662221	0.8963375242	0.9628061831	False	Planctomycetota
route_linear_quadratic	Azospirillum	0.01617948199	-0.07909968972	-0.09527917171	0.749119133	0.9293451882	False	Pseudomonadota
route_linear_quadratic	Saccharopolyspora	0.01329390013	-0.06499240064	-0.07828630078	0.6272338807	0.9046216929	False	Actinomycetota
route_linear_quadratic	Rubrobacter	0.0123932122	-0.06058903741	-0.07298224961	0.713485494	0.9147249923	False	Actinomycetota
route_linear_quadratic	Pedomicrobium	0.01234511252	-0.06035388342	-0.07269899594	0.821944111	0.9557489663	False	Pseudomonadota
route_linear_quadratic	OM27 clade	0.01068782912	-0.05225160903	-0.06293943814	0.9339219976	0.9628061831	False	Bdellovibrionota
route_linear_quadratic	Roseomonas	0.00984883007	-0.0481498359	-0.05799866597	0.785296684	0.9293451882	False	Pseudomonadota
route_linear_quadratic	Parviterribacter	0.009570299659	-0.04678813167	-0.05635843133	0.5301627033	0.8985808531	False	Actinomycetota
route_linear_quadratic	Streptomyces	0.007750161084	-0.03788967641	-0.04563983749	0.8963375242	0.9628061831	False	Actinomycetota
route_linear_quadratic	Brucella	0.007700811512	-0.03764841184	-0.04534922335	0.7671444691	0.9293451882	False	Pseudomonadota
route_linear_quadratic	Cellulomonas	0.006240234709	-0.03050781413	-0.03674804884	0.9339219976	0.9628061831	False	Actinomycetota
route_linear_quadratic	Peredibacter	0.003775260492	-0.01845682907	-0.02223208956	0.5301627033	0.8985808531	False	Bdellovibrionota
route_linear_quadratic	Rufibacter	0.003116282576	-0.01523515926	-0.01835144184	0.8963375242	0.9628061831	False	Bacteroidota
route_linear_quadratic	Sporocytophaga	0.002584889512	-0.01263723762	-0.01522212713	0.8035664162	0.9453722543	False	Bacteroidota
route_linear_quadratic	Hydrocarboniphaga	0.002449648826	-0.01197606093	-0.01442570975	0.6105329716	0.9046216929	False	Pseudomonadota
route_linear_quadratic	Niastella	0.001035032506	-0.005060158919	-0.006095191425	0.6784662697	0.9046216929	False	Bacteroidota
route_linear_quadratic	Pseudonocardia	0.0004795678368	-0.002344553869	-0.002824121705	0.785296684	0.9293451882	False	Actinomycetota
route_linear_quadratic	Rhodococcus	-0.001067936234	0.005221021586	0.00628895782	0.6612080264	0.9046216929	False	Actinomycetota
route_linear_quadratic	Terribacillus	-0.001134161449	0.005544789308	0.006678950757	0.713485494	0.9147249923	False	Bacillota
route_linear_quadratic	Plantactinospora	-0.001732194307	0.008468505503	0.01020069981	0.858984296	0.9628061831	False	Actinomycetota
route_linear_quadratic	Candidatus Alysiosphaera	-0.001773709718	0.008671469734	0.01044517945	0.9527749514	0.9722193382	False	Pseudomonadota
route_linear_quadratic	Actinophytocola	-0.003914728222	0.01913867131	0.02305339953	0.9151060344	0.9628061831	False	Actinomycetota
route_linear_quadratic	Pelagibacterium	-0.003946503762	0.01929401839	0.02324052215	0.6784662697	0.9046216929	False	Pseudomonadota
route_linear_quadratic	Rhizorhabdus	-0.004904027824	0.02397524714	0.02887927496	0.4995896164	0.8688515068	False	Pseudomonadota
route_linear_quadratic	Actinomadura	-0.005826320516	0.02848423363	0.03431055415	0.785296684	0.9293451882	False	Actinomycetota
route_linear_quadratic	Mycobacterium	-0.00701209085	0.03428133305	0.0412934239	0.858984296	0.9628061831	False	Actinomycetota
route_linear_quadratic	Fictibacillus	-0.009296644104	0.04545026007	0.05474690417	0.9716543718	0.9864511389	False	Bacillota
route_linear_quadratic	Nesterenkonia	-0.01058569811	0.05175230187	0.06233799998	0.5457979706	0.902145406	False	Actinomycetota
route_linear_quadratic	Niallia	-0.01097401442	0.05365073716	0.06462475157	0.858984296	0.9628061831	False	Bacillota
route_linear_quadratic	Acidiferrimicrobium	-0.01098302981	0.05369481241	0.06467784223	1	1	False	Actinomycetota
route_linear_quadratic	Microvirga	-0.01146170897	0.05603502165	0.06749673062	0.3140399499	0.7667173904	False	Pseudomonadota
route_linear_quadratic	Pseudalkalibacillus	-0.01224442557	0.05986163612	0.07210606169	0.9527749514	0.9722193382	False	Bacillota
route_linear_quadratic	Roseicella	-0.01348641824	0.06593360028	0.07942001851	0.6272338807	0.9046216929	False	Pseudomonadota
route_linear_quadratic	Arsenicitalea	-0.0138912589	0.06791282129	0.08180408019	1	1	False	Pseudomonadota
route_linear_quadratic	Falsirhodobacter	-0.01452965144	0.07103385146	0.0855635029	0.6612080264	0.9046216929	False	Pseudomonadota
route_linear_quadratic	Luteitalea	-0.01482170805	0.07246168382	0.08728339187	0.840420036	0.9604800411	False	Acidobacteriota
