contrast	first_compartment	second_compartment	genus	phylum	n_sites	n_blocks	mean_clr_difference	ci_low	ci_high	sign_flip_p	committed_loading	q_bh_600	supported_q_lt_0_05	higher_in
Deep-Surface	shallow_subsurface	surface	Myxococcus	Myxococcota	60	183	0.3630263466	-0.06755198156	0.8116481346	0.1179	0.3630263466	0.1770149254	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Verrucosispora	Actinomycetota	60	183	0.3700502432	-0.1141062167	0.8221771718	0.1295	0.3700502432	0.1899755501	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Allorhizocola	Actinomycetota	60	183	0.373081358	0.004182193466	0.7290302071	0.0584	0.373081358	0.1009798271	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Candidatus Alysiosphaera	Pseudomonadota	60	183	0.3772641264	0.0998423989	0.6629863869	0.0105	0.3772641264	0.02368421053	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Gracilibacillus	Bacillota	60	183	0.377450517	-0.01031569539	0.7746287701	0.0816	0.377450517	0.1312600536	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Ohtaekwangia	Bacteroidota	60	183	0.3878848966	-0.0194375246	0.7887542473	0.0753	0.3878848966	0.1221081081	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Subgroup 10	Acidobacteriota	60	183	0.3888689387	-0.0691364877	0.8818200947	0.1166	0.3888689387	0.176372796	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Aeromonas	Pseudomonadota	60	183	0.3967583973	0.06058096885	0.7537101606	0.0241	0.3967583973	0.04935153584	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Polygonibacillus	Bacillota	60	183	0.4019895353	0.04678564767	0.7905454521	0.0414	0.4019895353	0.07805642633	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Rhizorhabdus	Pseudomonadota	60	183	0.4039101964	-0.05461655761	0.84044757	0.0919	0.4039101964	0.1454881266	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Longispora	Actinomycetota	60	183	0.4045123678	-0.0718593488	0.9197075027	0.1137	0.4045123678	0.1740306122	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Metabacillus	Bacillota	60	183	0.4081212626	0.1357623891	0.6968935085	0.007	0.4081212626	0.01666666667	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Litchfieldia	Bacillota	60	183	0.4242263592	0.006751135105	0.8571654837	0.0662	0.4242263592	0.1100277008	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	SH-PL14	Planctomycetota	60	183	0.432931775	-0.2067857091	1.00876051	0.1721	0.432931775	0.2395823666	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Fimbriiglobus	Planctomycetota	60	183	0.4360186897	-0.01857620873	0.8646796141	0.0545	0.4360186897	0.09505813953	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Plantactinospora	Actinomycetota	60	183	0.4377935661	0.03071274795	0.8460024193	0.0452	0.4377935661	0.08204819277	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Parviterribacter	Actinomycetota	60	183	0.4434742185	0.1870761676	0.7241740083	0.0025	0.4434742185	0.006756756757	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Halalkalibacter	Bacillota	60	183	0.4568348771	-0.1150184494	1.066428014	0.1351	0.4568348771	0.1973300971	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Paraconexibacter	Actinomycetota	60	183	0.4622294341	0.1393549519	0.7594771514	0.0054	0.4622294341	0.01327868852	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Sediminibacillus	Bacillota	60	183	0.4748716122	0.04606078556	0.9232871898	0.0427	0.4748716122	0.07950464396	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Bauldia	Pseudomonadota	60	183	0.4996884228	0.08081537802	0.9538105582	0.0304	0.4996884228	0.06059800664	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	OM27 clade	Bdellovibrionota	60	183	0.5008363262	0.210447541	0.8108386331	0.0028	0.5008363262	0.007466666667	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Pajaroellobacter	Myxococcota	60	183	0.5028304827	0.07752768591	0.9090136405	0.0175	0.5028304827	0.0376344086	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Pir4 lineage	Planctomycetota	60	183	0.5042804772	0.1482041225	0.8860223422	0.0119	0.5042804772	0.02625	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Limibaculum	Pseudomonadota	60	183	0.5133821674	0.1382780891	0.8897144267	0.0165	0.5133821674	0.03561151079	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Niastella	Bacteroidota	60	183	0.5139654204	0.1311504844	0.9021057377	0.0115	0.5139654204	0.02555555556	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Arsenicitalea	Pseudomonadota	60	183	0.5146484	0.1439818342	0.8980080754	0.0097	0.5146484	0.02221374046	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Gemmatimonas	Gemmatimonadota	60	183	0.5227779835	0.2451194759	0.8260674637	0.0006	0.5227779835	0.001978021978	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	SZB85	Pseudomonadota	60	183	0.5333847503	0.0888127753	0.9862852528	0.0288	0.5333847503	0.0576	False	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Bryobacter	Acidobacteriota	60	183	0.5335805766	0.1297044962	0.9175408523	0.0085	0.5335805766	0.01961538462	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Ammoniphilus	Bacillota	60	183	0.5604776923	0.1631116787	1.02565273	0.007	0.5604776923	0.01666666667	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Baekduia	Actinomycetota	60	183	0.6599603536	0.4010683908	0.9472949211	0.0001	0.6599603536	0.0004285714286	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Gemmata	Planctomycetota	60	183	0.6681879126	0.2730868175	1.036316506	0.0014	0.6681879126	0.004137931034	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Azohydromonas	Pseudomonadota	60	183	0.7188517981	0.2670742202	1.17006295	0.0026	0.7188517981	0.006995515695	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Sumerlaea	Sumerlaeota	60	183	0.7260771576	0.3367273159	1.109044866	0.0008	0.7260771576	0.002526315789	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Rhodoplanes	Pseudomonadota	60	183	0.7304569107	0.326133972	1.105381119	0.0006	0.7304569107	0.001978021978	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Arenimicrobium	Acidobacteriota	60	183	0.7489529344	0.2964346574	1.193795755	0.0032	0.7489529344	0.008311688312	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Gaiella	Actinomycetota	60	183	0.7842452211	0.4781655317	1.131349816	0.0001	0.7842452211	0.0004285714286	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Nitrospira	Nitrospirota	60	183	0.7960450192	0.4796873704	1.102247768	0.0001	0.7960450192	0.0004285714286	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Pirellula	Planctomycetota	60	183	0.8065444102	0.5475979379	1.076596908	0.0001	0.8065444102	0.0004285714286	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Caldilinea	Chloroflexota	60	183	0.8201969588	0.4635927253	1.193535858	0.0001	0.8201969588	0.0004285714286	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Sandaracinus	Myxococcota	60	183	0.8375422891	0.4626949044	1.245082789	0.0001	0.8375422891	0.0004285714286	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Aureibacillus	Bacillota	60	183	0.8397465438	0.4180680397	1.255455848	0.0005	0.8397465438	0.001724137931	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	I-8	Planctomycetota	60	183	0.8458861744	0.3774463506	1.28473864	0.0009	0.8458861744	0.002827225131	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	MND1	Pseudomonadota	60	183	0.8911717385	0.4864046812	1.294267105	0.0001	0.8911717385	0.0004285714286	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Acidiferrimicrobium	Actinomycetota	60	183	0.8934587763	0.5077481866	1.286129281	0.0001	0.8934587763	0.0004285714286	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Nordella	Pseudomonadota	60	183	0.9194806322	0.4956982443	1.353180148	0.0004	0.9194806322	0.001437125749	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Thermosipho	Thermotogota	60	183	1.020603085	0.5847549018	1.463491578	0.0002	1.020603085	0.0007947019868	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Opitutus	Verrucomicrobiota	60	183	1.156744912	0.8347108567	1.486208829	0.0001	1.156744912	0.0004285714286	True	shallow_subsurface
Deep-Surface	shallow_subsurface	surface	Polycyclovorans	Pseudomonadota	60	183	1.785751559	1.24198324	2.306899359	0.0001	1.785751559	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Bradyrhizobium	Pseudomonadota	60	191	-2.17683423	-2.804627298	-1.607163835	0.0001	-2.17683423	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	MND1	Pseudomonadota	60	191	-2.034607383	-2.50369417	-1.567690945	0.0001	-2.034607383	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Nitrospira	Nitrospirota	60	191	-2.005025624	-2.467786898	-1.535910694	0.0001	-2.005025624	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Thermosipho	Thermotogota	60	191	-1.9869258	-2.49964032	-1.453284911	0.0001	-1.9869258	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Gaiella	Actinomycetota	60	191	-1.936955985	-2.423353941	-1.42601518	0.0001	-1.936955985	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Oxalophagus	Bacillota	60	191	-1.785071582	-2.391163077	-1.212301482	0.0001	-1.785071582	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Symbiobacterium	Bacillota	60	191	-1.759959033	-2.298906134	-1.232792558	0.0001	-1.759959033	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Rubrobacter	Actinomycetota	60	191	-1.626345222	-2.085797083	-1.159187232	0.0001	-1.626345222	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Caldilinea	Chloroflexota	60	191	-1.582834138	-2.123480582	-1.075123337	0.0001	-1.582834138	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Acidiferrimicrobium	Actinomycetota	60	191	-1.530129392	-2.007972917	-1.060161964	0.0001	-1.530129392	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	SZB85	Pseudomonadota	60	191	-1.191624223	-1.670142522	-0.7186462868	0.0001	-1.191624223	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Conexibacter	Actinomycetota	60	191	-1.175419698	-1.480505459	-0.8683543235	0.0001	-1.175419698	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Parviterribacter	Actinomycetota	60	191	-1.166365481	-1.45137296	-0.8773613927	0.0001	-1.166365481	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Blastococcus	Actinomycetota	60	191	-1.154811077	-1.525119048	-0.7906501226	0.0001	-1.154811077	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	CSP1-2	Dadabacteria	60	191	-1.138263038	-1.584001098	-0.6705679331	0.0001	-1.138263038	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Kallotenue	Chloroflexota	60	191	-1.132276746	-1.545832388	-0.6922440829	0.0001	-1.132276746	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Herpetosiphon	Chloroflexota	60	191	-1.127237108	-1.439505782	-0.80483798	0.0001	-1.127237108	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Solirubrobacter	Actinomycetota	60	191	-1.120957417	-1.496308864	-0.7133680349	0.0001	-1.120957417	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Mangrovihabitans	Actinomycetota	60	191	-1.103499583	-1.632674955	-0.576241733	0.0001	-1.103499583	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Luedemannella	Actinomycetota	60	191	-1.095071335	-1.510800735	-0.679839087	0.0001	-1.095071335	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Lautropia	Pseudomonadota	60	191	-1.083276122	-1.41081363	-0.7551145257	0.0001	-1.083276122	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Polycyclovorans	Pseudomonadota	60	191	-1.081274825	-1.560247305	-0.5923948454	0.0001	-1.081274825	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Nitrolancea	Chloroflexota	60	191	-1.069014893	-1.456049044	-0.6991245711	0.0001	-1.069014893	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Vallicoccus	Actinomycetota	60	191	-1.049778661	-1.421204015	-0.6721129679	0.0001	-1.049778661	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Marmoricola	Actinomycetota	60	191	-1.038711017	-1.427894166	-0.6830291855	0.0001	-1.038711017	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Aridibacter	Acidobacteriota	60	191	-1.029792445	-1.52260304	-0.5492205612	0.0002	-1.029792445	0.0007947019868	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Geodermatophilus	Actinomycetota	60	191	-1.025179183	-1.425915968	-0.6057975201	0.0001	-1.025179183	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Limnobacter	Pseudomonadota	60	191	-0.9893795151	-1.444517168	-0.5406945701	0.0001	-0.9893795151	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Roseisolibacter	Gemmatimonadota	60	191	-0.9832143746	-1.364963894	-0.6075291581	0.0001	-0.9832143746	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Phaselicystis	Myxococcota	60	191	-0.9625458892	-1.434606178	-0.4982046987	0.0005	-0.9625458892	0.001724137931	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Aureibacillus	Bacillota	60	191	-0.956303678	-1.535776559	-0.4181218591	0.0015	-0.956303678	0.004368932039	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Nordella	Pseudomonadota	60	191	-0.9451250188	-1.329402985	-0.5572281791	0.0001	-0.9451250188	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Cystobacter	Myxococcota	60	191	-0.9406836216	-1.48650607	-0.378893546	0.0013	-0.9406836216	0.003880597015	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Blastocatella	Acidobacteriota	60	191	-0.9306714986	-1.354163147	-0.5558915873	0.0001	-0.9306714986	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Acidibacter	Pseudomonadota	60	191	-0.9265332467	-1.256403717	-0.5922059814	0.0001	-0.9265332467	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Arenimicrobium	Acidobacteriota	60	191	-0.91692807	-1.404466985	-0.4607829476	0.0003	-0.91692807	0.001118012422	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Longispora	Actinomycetota	60	191	-0.9084061766	-1.369855423	-0.4729328496	0.0002	-0.9084061766	0.0007947019868	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Azohydromonas	Pseudomonadota	60	191	-0.8532237313	-1.37866932	-0.3464060859	0.0021	-0.8532237313	0.005753424658	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Rubritepida	Pseudomonadota	60	191	-0.8494338891	-1.248218706	-0.4495091687	0.0001	-0.8494338891	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Fimbriiglobus	Planctomycetota	60	191	-0.8363848858	-1.267469049	-0.4293016669	0.0003	-0.8363848858	0.001118012422	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Allorhizocola	Actinomycetota	60	191	-0.7927995407	-1.227650748	-0.3833366658	0.0007	-0.7927995407	0.002245989305	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Baekduia	Actinomycetota	60	191	-0.792383272	-1.109078299	-0.4662249377	0.0001	-0.792383272	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Gemmatimonas	Gemmatimonadota	60	191	-0.7776176403	-1.052848367	-0.4915245443	0.0001	-0.7776176403	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Deinococcus	Deinococcota	60	191	-0.7325640654	-1.184814292	-0.2993083451	0.0015	-0.7325640654	0.004368932039	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Paraconexibacter	Actinomycetota	60	191	-0.7319056697	-1.09506003	-0.3802925891	0.0006	-0.7319056697	0.001978021978	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Plantactinospora	Actinomycetota	60	191	-0.7201221933	-1.227399163	-0.2046231904	0.0075	-0.7201221933	0.017578125	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Fictibacillus	Bacillota	60	191	-0.7072853375	-1.132963823	-0.2548161621	0.0021	-0.7072853375	0.005753424658	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Opitutus	Verrucomicrobiota	60	191	-0.7063487095	-0.9992716677	-0.400097493	0.0001	-0.7063487095	0.0004285714286	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Brevibacillus	Bacillota	60	191	-0.6735336522	-1.103475254	-0.2544400632	0.0032	-0.6735336522	0.008311688312	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Steroidobacter	Pseudomonadota	60	191	-0.6549329277	-0.9752717898	-0.2999558026	0.0004	-0.6549329277	0.001437125749	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	JCM 18997	Actinomycetota	60	191	-0.6469437602	-0.9504902523	-0.3265509302	0.0002	-0.6469437602	0.0007947019868	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Modestobacter	Actinomycetota	60	191	-0.6261647653	-1.027043136	-0.2096492556	0.0041	-0.6261647653	0.01029288703	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Dongia	Pseudomonadota	60	191	-0.6078330671	-0.9838110862	-0.2105158468	0.0025	-0.6078330671	0.006756756757	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Pseudalkalibacillus	Bacillota	60	191	-0.607496567	-0.9819167947	-0.2289738831	0.0033	-0.607496567	0.008534482759	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Nitrosomonas	Pseudomonadota	60	191	-0.5742830263	-0.9139403828	-0.2326273331	0.0018	-0.5742830263	0.005046728972	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Corynebacterium	Actinomycetota	60	191	-0.5624348696	-1.056733063	-0.02016927249	0.0344	-0.5624348696	0.06745098039	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Pedomicrobium	Pseudomonadota	60	191	-0.5352222025	-0.866852286	-0.1996174911	0.0027	-0.5352222025	0.007232142857	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Subgroup 10	Acidobacteriota	60	191	-0.5259584708	-0.9387346903	-0.1218192776	0.0135	-0.5259584708	0.0295620438	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Verrucosispora	Actinomycetota	60	191	-0.5021132824	-1.003471606	-0.008382804153	0.0558	-0.5021132824	0.09676300578	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Caenimonas	Pseudomonadota	60	191	-0.4959965823	-0.9320515749	-0.03714956836	0.0358	-0.4959965823	0.06951456311	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Sphingomonas	Pseudomonadota	60	191	-0.4810500027	-0.8171322544	-0.1325016817	0.0075	-0.4810500027	0.017578125	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Actinoplanes	Actinomycetota	60	191	-0.4661492964	-0.8992561321	-0.0473079114	0.0347	-0.4661492964	0.06781758958	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Ellin6055	Pseudomonadota	60	191	-0.4650187416	-0.7399318572	-0.1699131857	0.0013	-0.4650187416	0.003880597015	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Ammoniphilus	Bacillota	60	191	-0.4606344513	-0.8577172395	-0.09662777914	0.019	-0.4606344513	0.03972125436	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Saccharothrix	Actinomycetota	60	191	-0.4295719993	-0.8469572165	0.01323018427	0.061	-0.4295719993	0.1045714286	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Cellulomonas	Actinomycetota	60	191	-0.42505023	-0.8001161255	-0.04556452855	0.032	-0.42505023	0.06336633663	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Gemmata	Planctomycetota	60	191	-0.4248507424	-0.7818922706	-0.05301638256	0.0205	-0.4248507424	0.04256055363	True	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Luteitalea	Acidobacteriota	60	191	-0.4180778645	-0.8931790332	0.07455797815	0.0893	-0.4180778645	0.1421220159	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Sporocytophaga	Bacteroidota	60	191	-0.4171189347	-0.8093040688	0.01456801403	0.0506	-0.4171189347	0.08955752212	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Actinomadura	Actinomycetota	60	191	-0.3961341328	-0.826438134	0.04878933461	0.0774	-0.3961341328	0.1248387097	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Ectobacillus	Bacillota	60	191	-0.3642926326	-0.810855884	0.05339449249	0.1185	-0.3642926326	0.1770149254	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Thermobaculum	Chloroflexota	60	191	-0.3640315952	-0.7038926733	-0.02185497068	0.0444	-0.3640315952	0.08097264438	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Pirellula	Planctomycetota	60	191	-0.3548970589	-0.653101701	-0.03080582189	0.0339	-0.3548970589	0.06668852459	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Lysobacter	Pseudomonadota	60	191	-0.3503764305	-0.7128692789	0.01044591061	0.0606	-0.3503764305	0.1041833811	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Glycomyces	Actinomycetota	60	191	-0.3452904336	-0.7646076651	0.07748699353	0.1291	-0.3452904336	0.1898529412	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Anaeromyxobacter	Myxococcota	60	191	-0.3394011134	-0.6782942807	-0.008243825788	0.0627	-0.3394011134	0.1058426966	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Herbaspirillum	Pseudomonadota	60	191	-0.3071321113	-0.6992185857	0.08659866266	0.1374	-0.3071321113	0.1991304348	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Sumerlaea	Sumerlaeota	60	191	-0.3057550435	-0.6169490435	0.01902999917	0.0757	-0.3057550435	0.122425876	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	OM27 clade	Bdellovibrionota	60	191	-0.3025563807	-0.6591323532	0.07148331959	0.1134	-0.3025563807	0.1740153453	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Rhodoplanes	Pseudomonadota	60	191	-0.3019395975	-0.8077639487	0.2110361508	0.2516	-0.3019395975	0.3310526316	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Litorilinea	Chloroflexota	60	191	-0.2919694481	-0.6620529227	0.0839780311	0.1403	-0.2919694481	0.2018705036	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Kineosporia	Actinomycetota	60	191	-0.286696988	-0.7792230932	0.2025097095	0.2597	-0.286696988	0.3402183406	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Peribacillus	Bacillota	60	191	-0.2855893243	-0.775349147	0.2395248782	0.2763	-0.2855893243	0.3588311688	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Aeromicrobium	Actinomycetota	60	191	-0.2544123044	-0.6169238485	0.1254145185	0.1781	-0.2544123044	0.2456551724	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	PMMR1	Pseudomonadota	60	191	-0.2483724905	-0.6166912999	0.1230345442	0.2119	-0.2483724905	0.2850672646	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Rubellimicrobium	Pseudomonadota	60	191	-0.2131144625	-0.5522151821	0.1283988248	0.219	-0.2131144625	0.2926503341	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Truepera	Deinococcota	60	191	-0.1940672749	-0.7070734479	0.3395711819	0.4543	-0.1940672749	0.5429880478	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Rhodocytophaga	Bacteroidota	60	191	-0.1790066344	-0.5317226598	0.1936344554	0.3455	-0.1790066344	0.4349685535	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Archangium	Myxococcota	60	191	-0.1630512027	-0.5613042116	0.2385360795	0.4209	-0.1630512027	0.5164417178	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Saccharopolyspora	Actinomycetota	60	191	-0.1500658493	-0.6391410911	0.3666110388	0.5778	-0.1500658493	0.664137931	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Bryobacter	Acidobacteriota	60	191	-0.14483722	-0.5293456268	0.2424223815	0.4683	-0.14483722	0.5563960396	False	shallow_subsurface
Rhizosphere-Deep	root_adjacent	shallow_subsurface	Pseudonocardia	Actinomycetota	60	191	-0.1187454499	-0.4366594771	0.2274174842	0.4909	-0.1187454499	0.5775294118	False	shallow_subsurface
