contrast	first_compartment	second_compartment	genus	phylum	n_sites	n_blocks	mean_clr_difference	ci_low	ci_high	sign_flip_p	committed_loading	q_bh_600	supported_q_lt_0_05	higher_in
Rhizosphere-Surface	root_adjacent	surface	Parviterribacter	Actinomycetota	60	182	-0.680892295	-1.04353292	-0.2913239836	0.0005	-0.680892295	0.001724137931	True	surface
Rhizosphere-Surface	root_adjacent	surface	Actinoplanes	Actinomycetota	60	182	-0.6377170471	-1.130240105	-0.113007662	0.0184	-0.6377170471	0.03887323944	True	surface
Rhizosphere-Surface	root_adjacent	surface	Sphingomonas	Pseudomonadota	60	182	-0.6331775469	-0.9573281771	-0.3279809004	0.0003	-0.6331775469	0.001118012422	True	surface
Rhizosphere-Surface	root_adjacent	surface	Saccharopolyspora	Actinomycetota	60	182	-0.608218343	-0.9999130988	-0.1997783923	0.0065	-0.608218343	0.01572580645	True	surface
Rhizosphere-Surface	root_adjacent	surface	Kocuria	Actinomycetota	60	182	-0.5835130787	-1.07628428	-0.08561964242	0.0278	-0.5835130787	0.05578595318	False	surface
Rhizosphere-Surface	root_adjacent	surface	SZB85	Pseudomonadota	60	182	-0.5683748105	-1.016349802	-0.09254927449	0.0198	-0.5683748105	0.04125	True	surface
Rhizosphere-Surface	root_adjacent	surface	Actinomadura	Actinomycetota	60	182	-0.5647743036	-0.9767256985	-0.1742786645	0.0085	-0.5647743036	0.01961538462	True	surface
Rhizosphere-Surface	root_adjacent	surface	Glycomyces	Actinomycetota	60	182	-0.5577701396	-0.9419700318	-0.134604597	0.0103	-0.5577701396	0.02340909091	True	surface
Rhizosphere-Surface	root_adjacent	surface	Steroidobacter	Pseudomonadota	60	182	-0.5575405923	-0.8944049766	-0.2366044266	0.0007	-0.5575405923	0.002245989305	True	surface
Rhizosphere-Surface	root_adjacent	surface	Tumebacillus	Bacillota	60	182	-0.5537698612	-1.090190213	-0.02875077197	0.046	-0.5537698612	0.08288288288	False	surface
Rhizosphere-Surface	root_adjacent	surface	Rubellimicrobium	Pseudomonadota	60	182	-0.5478759764	-0.8715691495	-0.179064037	0.0032	-0.5478759764	0.008311688312	True	surface
Rhizosphere-Surface	root_adjacent	surface	Segetibacter	Bacteroidota	60	182	-0.5293060298	-0.8389921475	-0.2249681233	0.0018	-0.5293060298	0.005046728972	True	surface
Rhizosphere-Surface	root_adjacent	surface	Rhodocytophaga	Bacteroidota	60	182	-0.520053258	-0.8803082011	-0.1743722311	0.0075	-0.520053258	0.017578125	True	surface
Rhizosphere-Surface	root_adjacent	surface	Archangium	Myxococcota	60	182	-0.516150477	-0.864541966	-0.1625031606	0.0061	-0.516150477	0.01487804878	True	surface
Rhizosphere-Surface	root_adjacent	surface	Brevibacillus	Bacillota	60	182	-0.5146351282	-1.036054226	-0.02555611874	0.0434	-0.5146351282	0.08037037037	False	surface
Rhizosphere-Surface	root_adjacent	surface	Blastocatella	Acidobacteriota	60	182	-0.5111779249	-0.9569805664	-0.08805603018	0.0276	-0.5111779249	0.0555704698	False	surface
Rhizosphere-Surface	root_adjacent	surface	Pedomicrobium	Pseudomonadota	60	182	-0.5060791787	-0.9445124129	-0.1104559917	0.0148	-0.5060791787	0.03205776173	True	surface
Rhizosphere-Surface	root_adjacent	surface	Acidiferrimicrobium	Actinomycetota	60	182	-0.500906675	-0.9676796939	-0.01419340319	0.0473	-0.500906675	0.08446428571	False	surface
Rhizosphere-Surface	root_adjacent	surface	Cytophaga	Bacteroidota	60	182	-0.4772644996	-0.8887078136	-0.08817855593	0.0248	-0.4772644996	0.05027027027	False	surface
Rhizosphere-Surface	root_adjacent	surface	Flavisolibacter	Bacteroidota	60	182	-0.4356594502	-0.7043206159	-0.1548729986	0.005	-0.4356594502	0.01234567901	True	surface
Rhizosphere-Surface	root_adjacent	surface	Gemmatimonas	Gemmatimonadota	60	182	-0.4193614897	-0.6850669489	-0.1366204792	0.0044	-0.4193614897	0.011	True	surface
Rhizosphere-Surface	root_adjacent	surface	Fimbriiglobus	Planctomycetota	60	182	-0.4169296676	-0.8766346118	0.04163833817	0.0748	-0.4169296676	0.1216260163	False	surface
Rhizosphere-Surface	root_adjacent	surface	Longispora	Actinomycetota	60	182	-0.4163007917	-0.8565189252	0.03484941879	0.0627	-0.4163007917	0.1058426966	False	surface
Rhizosphere-Surface	root_adjacent	surface	Turicibacter	Bacillota	60	182	-0.4155905917	-0.7805650335	-0.03501201473	0.0415	-0.4155905917	0.07805642633	False	surface
Rhizosphere-Surface	root_adjacent	surface	Caenimonas	Pseudomonadota	60	182	-0.4052012641	-0.7060896285	-0.08535676951	0.0136	-0.4052012641	0.02967272727	True	surface
Rhizosphere-Surface	root_adjacent	surface	Thermobaculum	Chloroflexota	60	182	-0.3914397659	-0.7986174477	0.002020278145	0.0638	-0.3914397659	0.1069273743	False	surface
Rhizosphere-Surface	root_adjacent	surface	Ellin6055	Pseudomonadota	60	182	-0.3636103743	-0.734550729	0.04111296614	0.0636	-0.3636103743	0.1068907563	False	surface
Rhizosphere-Surface	root_adjacent	surface	Pseudalkalibacillus	Bacillota	60	182	-0.3605973471	-0.8240294467	0.0833250726	0.1353	-0.3605973471	0.1973300971	False	surface
Rhizosphere-Surface	root_adjacent	surface	Plantactinospora	Actinomycetota	60	182	-0.358441158	-0.8854039954	0.1517661669	0.1889	-0.358441158	0.2593592677	False	surface
Rhizosphere-Surface	root_adjacent	surface	Nitrosomonas	Pseudomonadota	60	182	-0.3277177468	-0.7248053649	0.03997301599	0.1123	-0.3277177468	0.1727692308	False	surface
Rhizosphere-Surface	root_adjacent	surface	Herbaspirillum	Pseudomonadota	60	182	-0.3259596931	-0.7389095612	0.112068467	0.1564	-0.3259596931	0.2208	False	surface
Rhizosphere-Surface	root_adjacent	surface	Dongia	Pseudomonadota	60	182	-0.3133478646	-0.6837010555	0.06963823114	0.1064	-0.3133478646	0.165388601	False	surface
Rhizosphere-Surface	root_adjacent	surface	Allorhizocola	Actinomycetota	60	182	-0.3087131286	-0.7916748443	0.1716556546	0.2088	-0.3087131286	0.2822972973	False	surface
Rhizosphere-Surface	root_adjacent	surface	Cnuella	Bacteroidota	60	182	-0.3016314818	-0.6096067812	-0.005906690262	0.0524	-0.3016314818	0.09166180758	False	surface
Rhizosphere-Surface	root_adjacent	surface	Luteitalea	Acidobacteriota	60	182	-0.2882674608	-0.7045490214	0.1193542525	0.1642	-0.2882674608	0.2301869159	False	surface
Rhizosphere-Surface	root_adjacent	surface	Azohydromonas	Pseudomonadota	60	182	-0.2843019659	-0.8338350002	0.2298708412	0.309	-0.2843019659	0.3936305732	False	surface
Rhizosphere-Surface	root_adjacent	surface	Actinophytocola	Actinomycetota	60	182	-0.2729635655	-0.6938606925	0.1207824765	0.2075	-0.2729635655	0.2822972973	False	surface
Rhizosphere-Surface	root_adjacent	surface	Paraconexibacter	Actinomycetota	60	182	-0.2624643483	-0.7180942892	0.2045977059	0.2723	-0.2624643483	0.355173913	False	surface
Rhizosphere-Surface	root_adjacent	surface	JCM 18997	Actinomycetota	60	182	-0.2596728322	-0.6506615947	0.1474770411	0.2063	-0.2596728322	0.2819589977	False	surface
Rhizosphere-Surface	root_adjacent	surface	Adhaeribacter	Bacteroidota	60	182	-0.2040795062	-0.4742814599	0.1055134816	0.2049	-0.2040795062	0.2806849315	False	surface
Rhizosphere-Surface	root_adjacent	surface	Baekduia	Actinomycetota	60	182	-0.1906391009	-0.5404488221	0.1628039571	0.2986	-0.1906391009	0.3811914894	False	surface
Rhizosphere-Surface	root_adjacent	surface	Noviherbaspirillum	Pseudomonadota	60	182	-0.1810767653	-0.4878151203	0.1438529479	0.2855	-0.1810767653	0.3668094218	False	surface
Rhizosphere-Surface	root_adjacent	surface	Massilia	Pseudomonadota	60	182	-0.1739974604	-0.4853105296	0.1520137521	0.2951	-0.1739974604	0.3779104478	False	surface
Rhizosphere-Surface	root_adjacent	surface	Rufibacter	Bacteroidota	60	182	-0.1605674745	-0.5417187063	0.2610749862	0.4499	-0.1605674745	0.5420481928	False	surface
Rhizosphere-Surface	root_adjacent	surface	Pseudonocardia	Actinomycetota	60	182	-0.1602313034	-0.551987323	0.2342918776	0.4453	-0.1602313034	0.5375855131	False	surface
Rhizosphere-Surface	root_adjacent	surface	Truepera	Deinococcota	60	182	-0.1541963358	-0.6170121028	0.3652581832	0.5444	-0.1541963358	0.6354863813	False	surface
Rhizosphere-Surface	root_adjacent	surface	Saccharothrix	Actinomycetota	60	182	-0.1504568177	-0.6511409989	0.3537616079	0.5634	-0.1504568177	0.6525868726	False	surface
Rhizosphere-Surface	root_adjacent	surface	Subgroup 10	Acidobacteriota	60	182	-0.1387141558	-0.5833881032	0.3063922069	0.5687	-0.1387141558	0.6574566474	False	surface
Rhizosphere-Surface	root_adjacent	surface	Anaeromyxobacter	Myxococcota	60	182	-0.1201960858	-0.4818282441	0.263214468	0.5315	-0.1201960858	0.6216374269	False	surface
Rhizosphere-Surface	root_adjacent	surface	Oceanobacillus	Bacillota	60	182	-0.1135671193	-0.6559753174	0.4180050801	0.6914	-0.1135671193	0.7696474954	False	surface
Rhizosphere-Surface	root_adjacent	surface	Aureibacillus	Bacillota	60	182	-0.1001935648	-0.6091562275	0.4246145228	0.7226	-0.1001935648	0.7955229358	False	surface
Rhizosphere-Surface	root_adjacent	surface	Aeromicrobium	Actinomycetota	60	182	-0.09519852227	-0.5473732705	0.3346326703	0.6815	-0.09519852227	0.7628731343	False	surface
Rhizosphere-Surface	root_adjacent	surface	Peribacillus	Bacillota	60	182	-0.0854961475	-0.5788457508	0.4062386111	0.7274	-0.0854961475	0.7978793419	False	surface
Rhizosphere-Surface	root_adjacent	surface	Nordella	Pseudomonadota	60	182	-0.08107695096	-0.5435703133	0.400688511	0.7458	-0.08107695096	0.812123412	False	surface
Rhizosphere-Surface	root_adjacent	surface	Arenimicrobium	Acidobacteriota	60	182	-0.0701321535	-0.592349894	0.4716903648	0.7942	-0.0701321535	0.8463943162	False	surface
Rhizosphere-Surface	root_adjacent	surface	Ectobacillus	Bacillota	60	182	-0.06754029747	-0.4560799348	0.344551487	0.751	-0.06754029747	0.8148282098	False	surface
Rhizosphere-Surface	root_adjacent	surface	Prauserella	Actinomycetota	60	182	-0.05690080068	-0.5587129768	0.4587908561	0.8285	-0.05690080068	0.8721052632	False	surface
Rhizosphere-Surface	root_adjacent	surface	Nonomuraea	Actinomycetota	60	182	-0.02737325899	-0.5036737523	0.4156492067	0.903	-0.02737325899	0.9309278351	False	surface
Rhizosphere-Surface	root_adjacent	surface	Niallia	Bacillota	60	182	-0.02138156792	-0.5288379807	0.4888686112	0.9324	-0.02138156792	0.9552901024	False	surface
Rhizosphere-Surface	root_adjacent	surface	Escherichia-Shigella	Pseudomonadota	60	182	-0.01827904012	-0.503728706	0.4245072272	0.9423	-0.01827904012	0.9607094595	False	surface
Rhizosphere-Surface	root_adjacent	surface	Verrucosispora	Actinomycetota	60	182	0.01726554711	-0.4555108835	0.4883778193	0.9465	0.01726554711	0.9607094595	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Litorilinea	Chloroflexota	60	182	0.03868252042	-0.4390432226	0.546654976	0.8769	0.03868252042	0.9118544194	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Streptococcus	Bacillota	60	182	0.04875019127	-0.5252342496	0.6665845552	0.8802	0.04875019127	0.9137024221	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	YC-ZSS-LKJ147	Gemmatimonadota	60	182	0.05020253016	-0.3959638746	0.5239122613	0.8311	0.05020253016	0.8733099825	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Neobacillus	Bacillota	60	182	0.07560872007	-0.3322068908	0.4783717954	0.7244	0.07560872007	0.796043956	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Enterococcus	Bacillota	60	182	0.08354983186	-0.3624751707	0.5400274125	0.7207	0.08354983186	0.7948897059	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Mycobacterium	Actinomycetota	60	182	0.08368376499	-0.3931949006	0.550030348	0.7418	0.08368376499	0.8092363636	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Saccharibacillus	Bacillota	60	182	0.08733285582	-0.5233573447	0.6253005329	0.7806	0.08733285582	0.8363571429	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Ammoniphilus	Bacillota	60	182	0.1214824538	-0.208683318	0.4827208604	0.5022	0.1214824538	0.589667319	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Ramlibacter	Pseudomonadota	60	182	0.1341081593	-0.1635095918	0.4600186186	0.4346	0.1341081593	0.5310794297	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Bryobacter	Acidobacteriota	60	182	0.1601164871	-0.2500794783	0.5963867191	0.4533	0.1601164871	0.5428742515	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Sphingoaurantiacus	Pseudomonadota	60	182	0.1711843734	-0.1992391728	0.554314339	0.3837	0.1711843734	0.4786278586	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Pelagibius	Pseudomonadota	60	182	0.1761445076	-0.294796821	0.652198809	0.4773	0.1761445076	0.564852071	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Saccharomonospora	Actinomycetota	60	182	0.1845275817	-0.3409424597	0.7196223191	0.5093	0.1845275817	0.5968359375	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Mesobacillus	Bacillota	60	182	0.1904638923	-0.2341468266	0.6065243717	0.3932	0.1904638923	0.4874380165	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Planococcus	Bacillota	60	182	0.2073457654	-0.1809198444	0.5851485514	0.3108	0.2073457654	0.3950847458	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Nibribacter	Bacteroidota	60	182	0.2149163691	-0.1176160123	0.5204589567	0.2128	0.2149163691	0.2856375839	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	OM27 clade	Bdellovibrionota	60	182	0.2257416831	-0.1405546309	0.6412672368	0.2777	0.2257416831	0.3590948276	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Staphylococcus	Bacillota	60	182	0.2271396284	-0.3739837072	0.8315042707	0.4675	0.2271396284	0.5563960396	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Pir4 lineage	Planctomycetota	60	182	0.2334680186	-0.280068109	0.7578875062	0.3883	0.2334680186	0.4833609959	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Roseicella	Pseudomonadota	60	182	0.2444061947	-0.0473873752	0.5450335737	0.1193	0.2444061947	0.177617866	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Ornithinibacillus	Bacillota	60	182	0.2463525216	-0.2809118136	0.776128572	0.3661	0.2463525216	0.457625	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Peredibacter	Bdellovibrionota	60	182	0.2541074593	-0.1054495927	0.6586877018	0.2089	0.2541074593	0.2822972973	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Streptomyces	Actinomycetota	60	182	0.3040553366	-0.1188248375	0.6742672968	0.152	0.3040553366	0.2150943396	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Sumerlaea	Sumerlaeota	60	182	0.3054644678	-0.08621771856	0.7147150971	0.1472	0.3054644678	0.2107875895	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	SM1A02	Planctomycetota	60	182	0.3060654101	-0.09435978567	0.7290903766	0.1589	0.3060654101	0.2238028169	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Myxococcus	Myxococcota	60	182	0.3108367507	-0.2378866938	0.8599968992	0.2771	0.3108367507	0.3590928726	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Gemmata	Planctomycetota	60	182	0.3133177946	-0.1514057481	0.7774926454	0.188	0.3133177946	0.2587155963	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Pontibacter	Bacteroidota	60	182	0.31910471	-0.01296200264	0.703352385	0.0941	0.31910471	0.1481889764	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Microvirga	Pseudomonadota	60	182	0.32115832	0.003454790487	0.6649394713	0.068	0.32115832	0.1120879121	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Aeromonas	Pseudomonadota	60	182	0.3391333602	0.01824169829	0.649382682	0.0495	0.3391333602	0.08786982249	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Pirellula	Planctomycetota	60	182	0.3684223853	0.04580784846	0.7251735607	0.0368	0.3684223853	0.07099678457	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Crossiella	Actinomycetota	60	182	0.3788540039	-0.07014621112	0.8049706482	0.1051	0.3788540039	0.16421875	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Arcticibacter	Bacteroidota	60	182	0.3859408228	0.02677530942	0.7542886987	0.0454	0.3859408228	0.08204819277	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Bauldia	Pseudomonadota	60	182	0.3888960136	-0.01352116047	0.7954367264	0.0643	0.3888960136	0.1074651811	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Rhodoplanes	Pseudomonadota	60	182	0.3990531704	-0.01846914773	0.8397637601	0.083	0.3990531704	0.1331550802	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	[Polyangium] brachysporum group	Pseudomonadota	60	182	0.4106687243	0.06786603542	0.7509854088	0.0222	0.4106687243	0.04577319588	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Nocardioides	Actinomycetota	60	182	0.412801791	0.164028845	0.6996051592	0.0007	0.412801791	0.002245989305	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Phenylobacterium	Pseudomonadota	60	182	0.416405114	0.02987413936	0.7731665424	0.0422	0.416405114	0.079125	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Paracoccus	Pseudomonadota	60	182	0.4175177948	-0.01312813263	0.8537276829	0.0628	0.4175177948	0.1058426966	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Candidatus Alysiosphaera	Pseudomonadota	60	182	0.4185731772	0.07351026872	0.771787474	0.0251	0.4185731772	0.05070707071	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Brucella	Pseudomonadota	60	182	0.4268928339	-0.09867301072	0.9609005002	0.1369	0.4268928339	0.1988861985	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Chthoniobacter	Verrucomicrobiota	60	182	0.4356184076	0.07830302803	0.7826214102	0.021	0.4356184076	0.04344827586	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Tautonia	Planctomycetota	60	182	0.4384430935	0.0497605704	0.8660559275	0.0428	0.4384430935	0.07950464396	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Halalkalibacter	Bacillota	60	182	0.4621127075	-0.01579772899	0.9540779613	0.0615	0.4621127075	0.1051282051	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Hydrocarboniphaga	Pseudomonadota	60	182	0.4698089094	0.08468587118	0.857088252	0.0244	0.4698089094	0.04962711864	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Novosphingobium	Pseudomonadota	60	182	0.4726369181	0.06696871163	0.9136754721	0.0324	0.4726369181	0.06394736842	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Rhizorhabdus	Pseudomonadota	60	182	0.4782805181	0.06648106444	0.9240262644	0.0379	0.4782805181	0.07288461538	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Opitutus	Verrucomicrobiota	60	182	0.4829686008	0.1512064792	0.8272606885	0.0056	0.4829686008	0.01371428571	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Acinetobacter	Pseudomonadota	60	182	0.5020590888	0.02958407722	0.9921986649	0.0478	0.5020590888	0.08510385757	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Georgenia	Actinomycetota	60	182	0.5065757938	-0.04523536872	1.02735413	0.0703	0.5065757938	0.1152459016	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Telluribacter	Bacteroidota	60	182	0.5645496879	0.1728544844	0.9610546514	0.0085	0.5645496879	0.01961538462	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Terribacillus	Bacillota	60	182	0.5676475557	0.03095055498	1.142545821	0.0439	0.5676475557	0.08067073171	False	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Bacillus	Bacillota	60	182	0.5762510619	0.22128473	0.9488815998	0.0019	0.5762510619	0.005277777778	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Pajaroellobacter	Myxococcota	60	182	0.5811538235	0.2205584521	0.9706184661	0.0048	0.5811538235	0.01195020747	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Domibacillus	Bacillota	60	182	0.5857265159	0.2782413884	0.9064229833	0.0003	0.5857265159	0.001118012422	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Rhodococcus	Actinomycetota	60	182	0.6057394328	0.1717548267	1.015166366	0.0103	0.6057394328	0.02340909091	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Abditibacterium	Abditibacteriota	60	182	0.6168881149	0.1825235051	1.067763608	0.0091	0.6168881149	0.02091954023	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Falsirhodobacter	Pseudomonadota	60	182	0.6530167914	0.1274377321	1.166882785	0.0184	0.6530167914	0.03887323944	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Aquibacillus	Bacillota	60	182	0.6988625163	0.3098234008	1.115279147	0.0018	0.6988625163	0.005046728972	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Paenibacillus	Bacillota	60	182	0.7129951022	0.3910367687	1.077359763	0.0001	0.7129951022	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Halomonas	Pseudomonadota	60	182	0.7224945599	0.1884839375	1.261180045	0.0108	0.7224945599	0.02417910448	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Limibaculum	Pseudomonadota	60	182	0.7282802637	0.2649698404	1.212944055	0.0039	0.7282802637	0.009873417722	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Polycyclovorans	Pseudomonadota	60	182	0.7342211176	0.2765045463	1.18562289	0.0022	0.7342211176	0.006	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Roseomonas	Pseudomonadota	60	182	0.7457496753	0.4552731523	1.023799815	0.0001	0.7457496753	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Sediminibacillus	Bacillota	60	182	0.7539309577	0.4257895956	1.135449127	0.0001	0.7539309577	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Daejeonella	Bacteroidota	60	182	0.7666493824	0.3696025188	1.151847783	0.0008	0.7666493824	0.002526315789	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Methylobacillus	Pseudomonadota	60	182	0.7976194662	0.3535215977	1.237064285	0.0013	0.7976194662	0.003880597015	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Chelativorans	Pseudomonadota	60	182	0.7995686419	0.3669113508	1.245024592	0.0006	0.7995686419	0.001978021978	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Niastella	Bacteroidota	60	182	0.8114652495	0.3858159279	1.239556739	0.0006	0.8114652495	0.001978021978	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Arthrobacter	Actinomycetota	60	182	0.8120767126	0.3686521137	1.285693064	0.0004	0.8120767126	0.001437125749	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	I-8	Planctomycetota	60	182	0.8169877808	0.3468225346	1.300837978	0.0012	0.8169877808	0.003673469388	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Polygonibacillus	Bacillota	60	182	0.8293767583	0.3735233098	1.328880932	0.0011	0.8293767583	0.003402061856	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Pantoea	Pseudomonadota	60	182	0.8962432824	0.3782054032	1.408098329	0.0017	0.8962432824	0.004857142857	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Sandaracinus	Myxococcota	60	182	0.9421717596	0.5498251465	1.345238804	0.0001	0.9421717596	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	SH-PL14	Planctomycetota	60	182	0.9847509609	0.3681647471	1.521127518	0.0013	0.9847509609	0.003880597015	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Gracilibacillus	Bacillota	60	182	0.9920187515	0.5880012216	1.398958577	0.0001	0.9920187515	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Caulobacter	Pseudomonadota	60	182	0.9935884589	0.4759081421	1.497650139	0.0004	0.9935884589	0.001437125749	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Plastorhodobacter	Pseudomonadota	60	182	1.014659068	0.5973609758	1.486099753	0.0001	1.014659068	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Pseudomonas	Pseudomonadota	60	182	1.021848889	0.6164090203	1.410102608	0.0001	1.021848889	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Sandaracinobacter	Pseudomonadota	60	182	1.044403638	0.5553852179	1.561254849	0.0001	1.044403638	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Rhodocista	Pseudomonadota	60	182	1.053331666	0.5034321805	1.596297093	0.0004	1.053331666	0.001437125749	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Croceibacterium	Pseudomonadota	60	182	1.059143207	0.6290833676	1.500012862	0.0001	1.059143207	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Nesterenkonia	Actinomycetota	60	182	1.073275096	0.5845514556	1.539102061	0.0002	1.073275096	0.0007947019868	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Azospirillum	Pseudomonadota	60	182	1.097572265	0.6141733467	1.615619557	0.0002	1.097572265	0.0007947019868	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Isoptericola	Actinomycetota	60	182	1.116846973	0.6530083391	1.620387384	0.0001	1.116846973	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Amycolatopsis	Actinomycetota	60	182	1.128061033	0.6403366039	1.606781208	0.0001	1.128061033	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Tepidisphaera	Planctomycetota	60	182	1.131158957	0.5958189762	1.649245321	0.0001	1.131158957	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Lysinibacillus	Bacillota	60	182	1.182758666	0.8876989087	1.479476536	0.0001	1.182758666	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Brevundimonas	Pseudomonadota	60	182	1.228746822	0.8133327682	1.634276699	0.0001	1.228746822	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Cupriavidus	Pseudomonadota	60	182	1.2874766	0.7884417894	1.787285431	0.0001	1.2874766	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	MM2	Pseudomonadota	60	182	1.298264544	0.8324152044	1.758909193	0.0001	1.298264544	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Devosia	Pseudomonadota	60	182	1.308581548	0.8935615432	1.737874929	0.0001	1.308581548	0.0004285714286	True	root_adjacent
Rhizosphere-Surface	root_adjacent	surface	Metabacillus	Bacillota	60	182	1.413602163	1.099897475	1.720577743	0.0001	1.413602163	0.0004285714286	True	root_adjacent
